onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.02	2.009	6_DOT_DETECTION	CUE	n/a	n/a	n/a
7.012	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
8.029	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KŁMLK	n/a	n/a
13.4	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.062	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
16.079	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁKL	n/a	n/a
20.856	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
23.112	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
24.129	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#M#ŁS	n/a	n/a
27.68	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
31.162	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
32.179	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KB##	n/a	n/a
36.936	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
39.212	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
40.229	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-TKLKŁ	n/a	n/a
44.976	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
49.27	2.009	LEXICAL_DECISION	CUE	n/a	n/a	n/a
54.27	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
55.287	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SEMA	n/a	n/a
60.92	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.32	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
63.337	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TYPU	n/a	n/a
68.16	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
70.37	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
71.387	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-STEK	n/a	n/a
77.136	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
78.42	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
79.437	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-LIŁCU	n/a	n/a
85.36	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
86.471	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
87.487	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TOPI	n/a	n/a
91.6	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
96.029	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
100.529	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
101.546	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DK##L	n/a	n/a
104.92	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
108.579	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
109.596	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KDTLŁ	n/a	n/a
115.176	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
116.629	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
117.646	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-P#T#	n/a	n/a
122.576	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
124.679	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
125.696	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-SSŁKM	n/a	n/a
130.296	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
132.729	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
133.746	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DDŁ	n/a	n/a
137.376	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
141.787	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
146.787	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
147.804	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-BYLU	n/a	n/a
153.56	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
154.837	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
155.854	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-OKCY	n/a	n/a
161.296	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
162.887	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
163.904	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DOAST	n/a	n/a
168.856	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
170.938	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
171.954	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SMOK	n/a	n/a
177.576	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
178.988	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
180.004	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-AKT	n/a	n/a
184.456	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
188.546	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
194.046	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
195.062	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-SŁ#M#	n/a	n/a
200.176	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
202.096	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
203.113	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KCTD	n/a	n/a
208.44	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
210.146	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
211.163	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#KT#	n/a	n/a
216.376	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
218.196	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
219.213	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-P##Ł	n/a	n/a
223.976	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
226.246	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
227.263	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-ŁMT	n/a	n/a
232.896	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
235.804	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
242.304	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
243.321	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DOKI	n/a	n/a
247.096	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
250.354	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
251.371	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DASY	n/a	n/a
256.0	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
258.404	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
259.421	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-ŁAPY	n/a	n/a
262.712	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
266.463	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
267.479	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-UMYSŁ	n/a	n/a
271.056	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
274.513	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
275.529	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-ILOMA	n/a	n/a
280.312	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
284.571	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
290.571	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
291.588	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-TKM	n/a	n/a
297.816	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
298.62	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
299.638	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-BKPM	n/a	n/a
303.616	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
306.671	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
307.688	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-STMKŁ	n/a	n/a
311.256	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
314.721	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
315.738	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-##CL	n/a	n/a
318.592	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	MISS
322.771	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
323.788	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-LTLKŁ	n/a	n/a
327.432	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
332.83	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
338.83	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
339.846	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁAKI	n/a	n/a
343.816	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
346.88	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
347.896	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-KOT	n/a	n/a
352.456	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
354.93	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
355.946	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-CULE 	n/a	n/a
359.976	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
362.98	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
363.996	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-PASMO	n/a	n/a
367.496	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
371.03	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
372.046	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-METCE	n/a	n/a
376.136	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
