onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.016	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
7.016	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
8.033	5.008	6_DOT_DETECTION	NO_6-DOT	KŁMLK	n/a	n/a
9.896	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.066	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
16.083	5.008	6_DOT_DETECTION	NO_6-DOT	PŁKL	n/a	n/a
17.84	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
23.116	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
24.133	5.008	6_DOT_DETECTION	6-DOT	#M#ŁS	n/a	n/a
26.016	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
31.166	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
32.183	5.008	6_DOT_DETECTION	6-DOT	KB##	n/a	n/a
34.136	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
39.216	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
40.233	5.008	6_DOT_DETECTION	NO_6-DOT	TKLKŁ	n/a	n/a
42.04	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
49.275	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
54.275	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
55.292	5.008	LEXICAL_DECISION	PSEUDOWORD	SEMA	n/a	n/a
58.2	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
62.325	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
63.342	5.008	LEXICAL_DECISION	WORD	TYPU	n/a	n/a
66.64	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
70.375	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
71.392	5.008	LEXICAL_DECISION	WORD	STEK	n/a	n/a
74.4	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
78.424	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
79.442	5.008	LEXICAL_DECISION	PSEUDOWORD	LIŁCU	n/a	n/a
83.12	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
86.475	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
87.492	5.008	LEXICAL_DECISION	WORD	TOPI	n/a	n/a
90.336	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
96.033	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
100.534	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
101.55	5.008	6_DOT_DETECTION	6-DOT	DK##L	n/a	n/a
103.92	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
108.583	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
109.6	5.008	6_DOT_DETECTION	NO_6-DOT	KDTLŁ	n/a	n/a
111.8	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
116.634	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
117.65	5.008	6_DOT_DETECTION	6-DOT	P#T#	n/a	n/a
119.92	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
124.684	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
125.7	5.008	6_DOT_DETECTION	NO_6-DOT	SSŁKM	n/a	n/a
128.096	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
132.734	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
133.75	5.008	6_DOT_DETECTION	NO_6-DOT	DDŁ	n/a	n/a
135.496	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
141.792	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
146.792	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
147.809	5.017	LEXICAL_DECISION	PSEUDOWORD	BYLU	n/a	n/a
151.296	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
154.85	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
155.867	5.008	LEXICAL_DECISION	PSEUDOWORD	OKCY	n/a	n/a
159.152	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
162.9	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
163.917	5.008	LEXICAL_DECISION	PSEUDOWORD	DOAST	n/a	n/a
166.816	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
170.95	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
171.967	5.008	LEXICAL_DECISION	WORD	SMOK	n/a	n/a
175.072	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
179.0	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
180.017	5.008	LEXICAL_DECISION	WORD	AKT	n/a	n/a
182.312	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
188.559	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
194.059	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
195.076	5.008	6_DOT_DETECTION	6-DOT	SŁ#M#	n/a	n/a
197.816	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
202.109	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
203.126	5.008	6_DOT_DETECTION	NO_6-DOT	KCTD	n/a	n/a
205.336	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
210.158	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
211.176	5.008	6_DOT_DETECTION	6-DOT	#KT#	n/a	n/a
213.656	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
218.209	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
219.226	5.008	6_DOT_DETECTION	6-DOT	P##Ł	n/a	n/a
221.392	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
226.259	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
227.276	5.008	6_DOT_DETECTION	NO_6-DOT	ŁMT	n/a	n/a
229.136	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
235.817	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
242.317	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
243.334	5.008	LEXICAL_DECISION	WORD	DOKI	n/a	n/a
246.696	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
250.367	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
251.384	5.008	LEXICAL_DECISION	PSEUDOWORD	DASY	n/a	n/a
