onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0216	1.0	ISI	n/a	n/a	n/a	n/a
1.0216	0.5	DISTRACTOR	1	1	C	Correct Rejection
1.5216	1.0	ISI	n/a	n/a	n/a	n/a
2.5216	0.5	DISTRACTOR	1	2	H	Correct Rejection
3.0216	1.0	ISI	n/a	n/a	n/a	n/a
4.0216	0.5	DISTRACTOR	1	3	C	False Alarm
4.5216	1.0	ISI	n/a	n/a	n/a	n/a
4.6818	n/a	RESPONSE	n/a	n/a	n/a	n/a
5.5216	0.5	DISTRACTOR	1	4	F	Correct Rejection
6.0216	1.0	ISI	n/a	n/a	n/a	n/a
7.0216	0.5	DISTRACTOR	1	5	C	False Alarm
7.3503	n/a	RESPONSE	n/a	n/a	n/a	n/a
7.5216	1.0	ISI	n/a	n/a	n/a	n/a
8.5216	0.5	DISTRACTOR	1	6	E	Correct Rejection
9.0216	1.0	ISI	n/a	n/a	n/a	n/a
10.0216	0.5	DISTRACTOR	1	7	J	Correct Rejection
10.5217	1.0	ISI	n/a	n/a	n/a	n/a
11.5217	0.5	DISTRACTOR	1	8	H	Correct Rejection
12.0217	1.0	ISI	n/a	n/a	n/a	n/a
13.0217	0.5	TARGET	1	9	H	Hit
13.5022	n/a	RESPONSE	n/a	n/a	n/a	n/a
13.5217	1.0	ISI	n/a	n/a	n/a	n/a
14.5217	0.5	DISTRACTOR	1	10	J	Correct Rejection
15.0217	1.0	ISI	n/a	n/a	n/a	n/a
16.0217	0.5	DISTRACTOR	1	11	I	Correct Rejection
16.5217	1.0	ISI	n/a	n/a	n/a	n/a
17.5217	0.5	TARGET	1	12	I	Hit
17.7846	n/a	RESPONSE	n/a	n/a	n/a	n/a
18.0217	1.0	ISI	n/a	n/a	n/a	n/a
19.0217	0.5	DISTRACTOR	1	13	B	Correct Rejection
19.5217	1.0	ISI	n/a	n/a	n/a	n/a
20.5217	0.5	TARGET	1	14	B	Hit
21.0217	1.0	ISI	n/a	n/a	n/a	n/a
21.0603	n/a	RESPONSE	n/a	n/a	n/a	n/a
22.0217	0.5	DISTRACTOR	1	15	G	Correct Rejection
22.5217	1.0	ISI	n/a	n/a	n/a	n/a
23.5217	0.5	DISTRACTOR	1	16	A	Correct Rejection
24.0217	1.0	ISI	n/a	n/a	n/a	n/a
25.0218	0.5	DISTRACTOR	1	17	G	Correct Rejection
25.5218	1.0	ISI	n/a	n/a	n/a	n/a
26.5218	0.5	DISTRACTOR	1	18	C	Correct Rejection
27.0218	1.0	ISI	n/a	n/a	n/a	n/a
28.0218	0.5	DISTRACTOR	1	19	A	Correct Rejection
28.5218	1.0	ISI	n/a	n/a	n/a	n/a
29.5218	0.5	TARGET	1	20	A	Hit
29.8968	n/a	RESPONSE	n/a	n/a	n/a	n/a
30.0218	1.0	ISI	n/a	n/a	n/a	n/a
31.0218	0.5	DISTRACTOR	1	21	J	Correct Rejection
31.5218	1.0	ISI	n/a	n/a	n/a	n/a
32.5218	0.5	DISTRACTOR	1	22	H	Correct Rejection
33.0218	1.0	ISI	n/a	n/a	n/a	n/a
34.0218	0.5	DISTRACTOR	1	23	C	Correct Rejection
34.5218	1.0167	ISI	n/a	n/a	n/a	n/a
35.5385	0.5167	DISTRACTOR	1	24	H	Correct Rejection
36.0552	1.0167	ISI	n/a	n/a	n/a	n/a
37.0718	0.5167	DISTRACTOR	1	25	J	Correct Rejection
37.5885	1.0167	ISI	n/a	n/a	n/a	n/a
38.6052	0.5167	DISTRACTOR	1	26	H	Correct Rejection
39.1219	1.0167	ISI	n/a	n/a	n/a	n/a
40.1385	0.5167	DISTRACTOR	1	27	A	Correct Rejection
40.6552	1.0167	ISI	n/a	n/a	n/a	n/a
41.6719	0.5167	DISTRACTOR	1	28	G	Correct Rejection
42.1885	1.0167	ISI	n/a	n/a	n/a	n/a
43.2052	0.5167	DISTRACTOR	1	29	J	Correct Rejection
43.7219	1.0167	ISI	n/a	n/a	n/a	n/a
44.7386	0.5167	TARGET	1	30	J	Hit
45.2553	1.0167	ISI	n/a	n/a	n/a	n/a
45.2846	n/a	RESPONSE	n/a	n/a	n/a	n/a
46.2719	0.5167	DISTRACTOR	1	31	F	Correct Rejection
46.7886	1.0167	ISI	n/a	n/a	n/a	n/a
47.8053	0.5167	TARGET	1	32	F	Hit
48.2615	n/a	RESPONSE	n/a	n/a	n/a	n/a
48.3219	1.0167	ISI	n/a	n/a	n/a	n/a
49.3386	0.5167	TARGET	1	33	F	Hit
49.8066	n/a	RESPONSE	n/a	n/a	n/a	n/a
49.8553	1.0167	ISI	n/a	n/a	n/a	n/a
50.872	0.5167	DISTRACTOR	1	34	B	Correct Rejection
51.3886	1.0167	ISI	n/a	n/a	n/a	n/a
52.4053	0.5167	DISTRACTOR	1	35	I	Correct Rejection
52.922	1.0167	ISI	n/a	n/a	n/a	n/a
53.9386	0.5167	DISTRACTOR	1	36	J	Correct Rejection
54.4553	1.0167	ISI	n/a	n/a	n/a	n/a
55.472	0.5167	DISTRACTOR	1	37	B	Correct Rejection
55.9887	1.0167	ISI	n/a	n/a	n/a	n/a
57.0053	0.5167	DISTRACTOR	1	38	I	Correct Rejection
57.522	1.0167	ISI	n/a	n/a	n/a	n/a
58.5387	0.5167	DISTRACTOR	1	39	H	Correct Rejection
59.0553	1.0167	ISI	n/a	n/a	n/a	n/a
60.072	0.5167	DISTRACTOR	1	40	D	Correct Rejection
60.5887	1.0167	ISI	n/a	n/a	n/a	n/a
61.6054	0.5167	DISTRACTOR	1	41	H	Correct Rejection
62.122	1.0167	ISI	n/a	n/a	n/a	n/a
63.1387	0.5167	DISTRACTOR	1	42	D	False Alarm
63.6554	1.0167	ISI	n/a	n/a	n/a	n/a
63.7084	n/a	RESPONSE	n/a	n/a	n/a	n/a
64.6721	0.5167	DISTRACTOR	1	43	F	Correct Rejection
65.1887	1.0167	ISI	n/a	n/a	n/a	n/a
66.2054	0.5167	DISTRACTOR	1	44	A	Correct Rejection
66.7221	1.0167	ISI	n/a	n/a	n/a	n/a
67.7388	0.5167	DISTRACTOR	1	45	D	Correct Rejection
68.2554	1.0167	ISI	n/a	n/a	n/a	n/a
69.2721	0.5167	DISTRACTOR	1	46	G	Correct Rejection
69.7888	1.0167	ISI	n/a	n/a	n/a	n/a
70.8054	0.5167	DISTRACTOR	1	47	I	Correct Rejection
71.3221	1.0167	ISI	n/a	n/a	n/a	n/a
72.3388	0.5167	TARGET	1	48	I	Hit
72.8555	1.0167	ISI	n/a	n/a	n/a	n/a
73.0562	n/a	RESPONSE	n/a	n/a	n/a	n/a
73.8721	0.5167	TARGET	1	49	I	Hit
74.3504	n/a	RESPONSE	n/a	n/a	n/a	n/a
74.3888	1.0167	ISI	n/a	n/a	n/a	n/a
75.4055	0.5167	TARGET	1	50	I	Hit
75.7086	n/a	RESPONSE	n/a	n/a	n/a	n/a
75.9221	1.1167	ISI	n/a	n/a	n/a	n/a
