onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.026	1.0	ISI	n/a	n/a	n/a	n/a
1.0261	0.5	DISTRACTOR	1	1	H	Correct Rejection
1.526	1.0	ISI	n/a	n/a	n/a	n/a
2.5261	0.5	DISTRACTOR	1	2	I	Correct Rejection
3.026	1.0001	ISI	n/a	n/a	n/a	n/a
4.0261	0.5	DISTRACTOR	1	3	B	Correct Rejection
4.5261	1.0	ISI	n/a	n/a	n/a	n/a
5.5261	0.5	DISTRACTOR	1	4	H	Correct Rejection
6.0261	1.0	ISI	n/a	n/a	n/a	n/a
7.0261	0.5	DISTRACTOR	1	5	F	Correct Rejection
7.5261	3.7334	ISI	n/a	n/a	n/a	n/a
11.2595	2.0	TARGET	1	6	F	Hit
11.8761	n/a	RESPONSE	n/a	n/a	n/a	n/a
13.2595	1.0	ISI	n/a	n/a	n/a	n/a
14.2595	0.5	DISTRACTOR	1	7	A	Correct Rejection
14.7595	1.0	ISI	n/a	n/a	n/a	n/a
15.7595	0.5	DISTRACTOR	1	8	J	Correct Rejection
16.2595	1.0167	ISI	n/a	n/a	n/a	n/a
17.2762	0.5167	TARGET	1	9	J	Hit
17.7666	n/a	RESPONSE	n/a	n/a	n/a	n/a
17.7929	1.0167	ISI	n/a	n/a	n/a	n/a
18.8095	0.5167	DISTRACTOR	1	10	B	Correct Rejection
19.3262	1.0167	ISI	n/a	n/a	n/a	n/a
20.3429	0.5167	TARGET	1	11	B	Hit
20.7516	n/a	RESPONSE	n/a	n/a	n/a	n/a
20.8596	1.0167	ISI	n/a	n/a	n/a	n/a
21.8762	0.5167	DISTRACTOR	1	12	C	Correct Rejection
22.3929	1.0167	ISI	n/a	n/a	n/a	n/a
23.4096	0.5166	DISTRACTOR	1	13	A	Correct Rejection
23.9262	1.0167	ISI	n/a	n/a	n/a	n/a
24.9429	0.5166	DISTRACTOR	1	14	F	Correct Rejection
25.4596	1.0167	ISI	n/a	n/a	n/a	n/a
26.4762	0.5167	TARGET	1	15	F	Hit
26.9451	n/a	RESPONSE	n/a	n/a	n/a	n/a
26.9929	1.0167	ISI	n/a	n/a	n/a	n/a
28.0096	0.5167	DISTRACTOR	1	16	I	Correct Rejection
28.5263	1.0167	ISI	n/a	n/a	n/a	n/a
29.543	0.5167	TARGET	1	17	I	Hit
29.8981	n/a	RESPONSE	n/a	n/a	n/a	n/a
30.0596	1.0167	ISI	n/a	n/a	n/a	n/a
31.0763	0.5167	DISTRACTOR	1	18	F	Correct Rejection
31.593	1.0166	ISI	n/a	n/a	n/a	n/a
32.6096	0.5167	DISTRACTOR	1	19	E	Correct Rejection
33.1263	1.0166	ISI	n/a	n/a	n/a	n/a
34.143	0.5167	DISTRACTOR	1	20	H	Correct Rejection
34.6596	1.0167	ISI	n/a	n/a	n/a	n/a
35.6763	0.5167	TARGET	1	21	H	Hit
36.0439	n/a	RESPONSE	n/a	n/a	n/a	n/a
36.193	1.0167	ISI	n/a	n/a	n/a	n/a
37.2097	0.5167	DISTRACTOR	1	22	E	Correct Rejection
37.7264	1.0167	ISI	n/a	n/a	n/a	n/a
38.743	0.5167	TARGET	1	23	E	Hit
39.2524	n/a	RESPONSE	n/a	n/a	n/a	n/a
39.2597	1.0167	ISI	n/a	n/a	n/a	n/a
40.2764	0.5167	DISTRACTOR	1	24	I	Correct Rejection
40.7931	1.0167	ISI	n/a	n/a	n/a	n/a
41.8097	0.5167	DISTRACTOR	1	25	H	Correct Rejection
42.3264	1.0167	ISI	n/a	n/a	n/a	n/a
43.3431	0.5167	DISTRACTOR	1	26	G	Correct Rejection
43.8597	1.0167	ISI	n/a	n/a	n/a	n/a
44.8764	0.5167	DISTRACTOR	1	27	H	Correct Rejection
45.3931	1.0167	ISI	n/a	n/a	n/a	n/a
46.4098	0.5166	DISTRACTOR	1	28	I	Correct Rejection
46.9264	1.0167	ISI	n/a	n/a	n/a	n/a
47.9431	0.5166	TARGET	1	29	I	Hit
48.3511	n/a	RESPONSE	n/a	n/a	n/a	n/a
48.4598	1.0167	ISI	n/a	n/a	n/a	n/a
49.4765	0.5167	TARGET	1	30	I	Hit
49.9154	n/a	RESPONSE	n/a	n/a	n/a	n/a
49.9931	1.0166	ISI	n/a	n/a	n/a	n/a
51.0098	0.5167	DISTRACTOR	1	31	A	Correct Rejection
51.5265	1.0167	ISI	n/a	n/a	n/a	n/a
52.5432	0.5166	DISTRACTOR	1	32	H	Correct Rejection
53.0598	1.0167	ISI	n/a	n/a	n/a	n/a
54.0765	0.5166	DISTRACTOR	1	33	F	Correct Rejection
54.5931	1.0167	ISI	n/a	n/a	n/a	n/a
55.6099	0.5166	DISTRACTOR	1	34	J	Correct Rejection
56.1265	1.0167	ISI	n/a	n/a	n/a	n/a
57.1432	0.5167	DISTRACTOR	1	35	D	Correct Rejection
57.6599	1.0167	ISI	n/a	n/a	n/a	n/a
58.6765	0.5166	TARGET	1	36	D	Hit
59.1932	1.0167	ISI	n/a	n/a	n/a	n/a
59.2057	n/a	RESPONSE	n/a	n/a	n/a	n/a
60.2099	0.5167	DISTRACTOR	1	37	A	Correct Rejection
60.7266	1.0167	ISI	n/a	n/a	n/a	n/a
61.7432	0.5167	DISTRACTOR	1	38	B	Correct Rejection
62.2599	1.0167	ISI	n/a	n/a	n/a	n/a
63.2766	0.5167	DISTRACTOR	1	39	A	Correct Rejection
63.7932	1.0167	ISI	n/a	n/a	n/a	n/a
64.8099	0.5167	DISTRACTOR	1	40	B	Correct Rejection
65.3266	1.0167	ISI	n/a	n/a	n/a	n/a
66.3433	0.5166	DISTRACTOR	1	41	H	Correct Rejection
66.8599	1.0167	ISI	n/a	n/a	n/a	n/a
67.8766	0.5167	DISTRACTOR	1	42	I	Correct Rejection
68.3933	1.0167	ISI	n/a	n/a	n/a	n/a
69.41	0.5167	DISTRACTOR	1	43	C	Correct Rejection
69.9266	1.0167	ISI	n/a	n/a	n/a	n/a
70.9433	0.5167	DISTRACTOR	1	44	D	Correct Rejection
71.46	1.0167	ISI	n/a	n/a	n/a	n/a
72.4767	0.5167	DISTRACTOR	1	45	C	Correct Rejection
72.9933	1.0167	ISI	n/a	n/a	n/a	n/a
74.01	0.5167	DISTRACTOR	1	46	D	Correct Rejection
74.5267	1.0167	ISI	n/a	n/a	n/a	n/a
75.5434	0.5166	DISTRACTOR	1	47	E	Correct Rejection
76.06	1.0167	ISI	n/a	n/a	n/a	n/a
77.0767	0.5166	DISTRACTOR	1	48	A	Correct Rejection
77.5933	1.0167	ISI	n/a	n/a	n/a	n/a
78.61	0.5167	DISTRACTOR	1	49	B	Correct Rejection
79.1267	1.0166	ISI	n/a	n/a	n/a	n/a
80.1434	0.5167	DISTRACTOR	1	50	I	Correct Rejection
80.6601	1.1167	ISI	n/a	n/a	n/a	n/a
94.9939	n/a	RESPONSE	n/a	n/a	n/a	n/a
95.0602	1.0167	ISI	n/a	n/a	n/a	n/a
96.0769	0.5167	DISTRACTOR	2	1	F	Correct Rejection
96.5935	1.0166	ISI	n/a	n/a	n/a	n/a
97.6102	0.5167	DISTRACTOR	2	2	I	Correct Rejection
98.1269	1.0167	ISI	n/a	n/a	n/a	n/a
99.1436	0.5167	DISTRACTOR	2	3	H	Correct Rejection
99.6602	1.0166	ISI	n/a	n/a	n/a	n/a
100.6769	0.5167	DISTRACTOR	2	4	F	Correct Rejection
101.1936	1.0167	ISI	n/a	n/a	n/a	n/a
102.2103	0.5167	DISTRACTOR	2	5	B	Correct Rejection
102.7269	1.0166	ISI	n/a	n/a	n/a	n/a
103.7435	0.5167	DISTRACTOR	2	6	I	False Alarm
104.2603	1.0166	ISI	n/a	n/a	n/a	n/a
104.3003	n/a	RESPONSE	n/a	n/a	n/a	n/a
105.2769	0.5167	TARGET	2	7	B	Hit
105.7936	1.0166	ISI	n/a	n/a	n/a	n/a
106.0402	n/a	RESPONSE	n/a	n/a	n/a	n/a
106.2158	n/a	RESPONSE	n/a	n/a	n/a	n/a
106.8102	0.5167	DISTRACTOR	2	8	F	Correct Rejection
107.3269	1.0167	ISI	n/a	n/a	n/a	n/a
108.3436	0.5167	DISTRACTOR	2	9	E	Correct Rejection
108.8603	1.0167	ISI	n/a	n/a	n/a	n/a
109.877	0.5167	DISTRACTOR	2	10	J	Correct Rejection
110.3937	1.0167	ISI	n/a	n/a	n/a	n/a
111.4103	0.5167	DISTRACTOR	2	11	I	False Alarm
111.927	1.0167	ISI	n/a	n/a	n/a	n/a
112.106	n/a	RESPONSE	n/a	n/a	n/a	n/a
112.9436	0.5167	DISTRACTOR	2	12	E	False Alarm
113.4603	1.0167	ISI	n/a	n/a	n/a	n/a
113.5267	n/a	RESPONSE	n/a	n/a	n/a	n/a
114.477	0.5167	DISTRACTOR	2	13	J	Correct Rejection
114.9937	1.0166	ISI	n/a	n/a	n/a	n/a
116.0103	0.5167	DISTRACTOR	2	14	G	Correct Rejection
116.527	1.0167	ISI	n/a	n/a	n/a	n/a
117.5437	0.5166	DISTRACTOR	2	15	C	Correct Rejection
118.0603	1.0167	ISI	n/a	n/a	n/a	n/a
119.0771	0.5167	DISTRACTOR	2	16	B	Correct Rejection
119.5937	1.0167	ISI	n/a	n/a	n/a	n/a
120.6104	0.5167	DISTRACTOR	2	17	A	Correct Rejection
121.1271	1.0167	ISI	n/a	n/a	n/a	n/a
122.1437	0.5166	DISTRACTOR	2	18	G	Correct Rejection
122.6604	1.0167	ISI	n/a	n/a	n/a	n/a
123.6771	0.5167	DISTRACTOR	2	19	D	Correct Rejection
124.1938	1.0167	ISI	n/a	n/a	n/a	n/a
125.2104	0.5167	DISTRACTOR	2	20	I	Correct Rejection
125.7271	1.0167	ISI	n/a	n/a	n/a	n/a
126.7438	0.5167	TARGET	2	21	D	Hit
127.2605	1.0166	ISI	n/a	n/a	n/a	n/a
127.3345	n/a	RESPONSE	n/a	n/a	n/a	n/a
128.2771	0.5167	DISTRACTOR	2	22	F	Correct Rejection
128.7938	1.0167	ISI	n/a	n/a	n/a	n/a
129.8105	0.5167	DISTRACTOR	2	23	C	Correct Rejection
130.3271	1.0167	ISI	n/a	n/a	n/a	n/a
131.3438	0.5167	DISTRACTOR	2	24	B	Correct Rejection
131.8605	1.0167	ISI	n/a	n/a	n/a	n/a
132.8772	0.5167	DISTRACTOR	2	25	A	Correct Rejection
133.3938	1.0167	ISI	n/a	n/a	n/a	n/a
134.4105	0.5167	DISTRACTOR	2	26	G	Correct Rejection
134.9272	1.0167	ISI	n/a	n/a	n/a	n/a
135.9439	0.5166	DISTRACTOR	2	27	B	Correct Rejection
136.4605	1.0167	ISI	n/a	n/a	n/a	n/a
137.4772	0.5167	DISTRACTOR	2	28	F	Correct Rejection
137.9939	1.0167	ISI	n/a	n/a	n/a	n/a
139.0106	0.5166	TARGET	2	29	B	Hit
139.3543	n/a	RESPONSE	n/a	n/a	n/a	n/a
139.5272	1.0167	ISI	n/a	n/a	n/a	n/a
140.5439	0.5167	DISTRACTOR	2	30	D	Correct Rejection
141.0606	1.0166	ISI	n/a	n/a	n/a	n/a
142.0772	0.5167	DISTRACTOR	2	31	H	Correct Rejection
142.5939	1.0167	ISI	n/a	n/a	n/a	n/a
143.6106	0.5167	TARGET	2	32	D	Miss
144.1273	1.0167	ISI	n/a	n/a	n/a	n/a
145.1439	0.5167	DISTRACTOR	2	33	I	Correct Rejection
145.6606	1.0167	ISI	n/a	n/a	n/a	n/a
146.6773	0.5166	TARGET	2	34	D	Miss
147.1939	1.0167	ISI	n/a	n/a	n/a	n/a
148.2106	0.5166	DISTRACTOR	2	35	E	Correct Rejection
148.7273	1.0167	ISI	n/a	n/a	n/a	n/a
149.7439	0.5167	DISTRACTOR	2	36	F	Correct Rejection
150.2606	1.0167	ISI	n/a	n/a	n/a	n/a
151.2773	0.5167	TARGET	2	37	E	Hit
151.794	1.0167	ISI	n/a	n/a	n/a	n/a
151.9331	n/a	RESPONSE	n/a	n/a	n/a	n/a
152.8107	0.5167	DISTRACTOR	2	38	I	Correct Rejection
153.3273	1.0167	ISI	n/a	n/a	n/a	n/a
154.344	0.5167	DISTRACTOR	2	39	B	Correct Rejection
154.8607	1.0166	ISI	n/a	n/a	n/a	n/a
155.8773	0.5167	TARGET	2	40	I	Hit
156.394	1.0167	ISI	n/a	n/a	n/a	n/a
156.5144	n/a	RESPONSE	n/a	n/a	n/a	n/a
157.4107	0.5167	DISTRACTOR	2	41	J	Correct Rejection
157.9274	1.0167	ISI	n/a	n/a	n/a	n/a
158.9441	0.5167	TARGET	2	42	I	Miss
159.4607	1.0167	ISI	n/a	n/a	n/a	n/a
160.4774	0.5166	TARGET	2	43	J	Hit
160.994	1.0167	ISI	n/a	n/a	n/a	n/a
161.1755	n/a	RESPONSE	n/a	n/a	n/a	n/a
162.0107	0.5167	DISTRACTOR	2	44	B	Correct Rejection
