global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60
419.5995779835653	n/a	n/a	176063.8058439861	512.5630131855793	n/a	n/a	262720.8424858803	332.8396482914966	n/a	110782.23147480717	n/a	333.09492659448097	292.0941464261028	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0245343	n/a	0.0006019318764899	n/a	-0.0337736	n/a	n/a	0.00114065605696	-0.0196702	n/a	0.0003869167680399	n/a	-0.00013818	n/a	n/a	1.9093712400000003e-08	-0.000160588	n/a	2.5788505744e-08	n/a	0.00046292	n/a	2.1429492640000006e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
418.1595540819304	-1.440023901634902	2.0736688372798056	174857.41266999888	504.9567868203828	-7.606226365196505	57.85467951861044	254981.3565559655	333.2234101572806	0.383761865784038	111037.84107684728	0.147273169630046	333.40643911629405	291.6315107281732	1.180217	68.434692	1.096242	0.455635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.187477	0.1629427	0.035147625529	0.02655032348329	-0.159685	-0.1259114	0.01585368064996	0.0254992992249999	-0.249782	-0.2301118	0.062391047524	0.05295144049924	-0.00518391	-0.00504573	2.54593912329e-05	2.68729228881e-05	-0.00498928	-0.004828692	2.4892914918399995e-05	2.3316266430864e-05	0.00213402	0.0016711	4.5540413604e-06	2.79257521e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
417.10391876982055	-1.055635312109871	1.1143659121733047	173975.67905314107	493.5081109558622	-11.448675864520569	131.07217905085574	243550.2555792236	332.37012968367526	-0.8532804736053663	110469.90310594311	0.7280875666361982	332.3812895071325	287.1600237650184	1.187166	68.837639	0.8764997949999999	0.416436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00551387	-0.18196313	3.04027623769e-05	0.0331105806793969	-0.0558506	0.1038344	0.0107815826233599	0.00311928952036	-0.302234	-0.052452	0.091345390756	0.002751212304	-0.0073009599999999	-0.0021170499999999	4.481900702499576e-06	5.330401692159854e-05	0.00144145	0.0064307299999999	2.0777781025e-06	4.135428833289999e-05	-8.320529999999998e-05	-0.0022172253	6.923121948089997e-09	4.916088030960089e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
428.1639812228512	11.06006245303064	122.32498146493812	183324.3948166021	512.4719418816388	18.96383092577662	359.6268833814417	262627.49121593783	347.10491443798645	14.734784754311193	120481.82162700187	217.11388175588155	347.39874879193644	513.5431902346202	2.484321	144.052994	0.470815895	0.255464	-0.0275732868	-0.0015755369	0.0235581288	-0.0092878955	0.105078765	-0.048814206	-0.0633256321	-0.0481358982	0.0622573442	-0.0148408852	-0.0370486403	0.0006743647	-0.0297494768	0.0485395335	-0.1259862262	0.0332621558	-0.1456075347	0.0512784527	-0.0931887224	0.0722024978	-0.0508259359	0.1161216114	-0.0726401267	0.043814787	-0.0832161498	-0.1204011102	0.1763933373	-0.1387671134	-0.211632036	0.1078334217	-0.2631841255	0.0024528693	-0.0959778308	0.0909071758	0.0909014307	0.0908918558	0.0908784514	0.0	0.0	0.0	0.0112663	0.00575243	0.00012692951569	3.30904509049e-05	-0.155853	-0.1000023999999999	0.0100004800057599	0.0242901576089999	-0.0969405	0.2052935	0.0093974605402499	0.04214542114225	-0.00482117	0.0024797899999999	6.149358444099505e-06	2.32436801689e-05	0.00165686	0.00021541	2.7451850596e-06	4.640146810000003e-08	0.000416946	0.0005001513	1.7384396691600002e-07	2.5015132289169e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
415.8403167076982	-12.323664515152984	151.87270708204085	172923.16899955875	490.9827701786198	-21.489171703019053	461.7845004818348	241064.08061227133	333.90331263300624	-13.201601804980214	111491.4221872951	174.28229021725684	334.0493990726532	288.72962646958166	2.504352	145.214508	0.20666815	0.10357	-0.1434410034	-0.1385905913	0.0185942043	-0.005675975	0.0366359879	-0.1395704341	-0.0463485982	-0.1393455984	0.0480619983	-0.1452654525	-0.053668761	0.0599112966	-0.0571543096	0.1512475854	-0.0675338859	-0.0276036476	-0.1164303138	0.0585872264	-0.0841732291	0.099139574	0.0321938398	0.0025373983	0.0780772241	-0.0100680604	0.0363851757	-0.0073391002	0.0407703801	-0.0212922218	-0.0217967335	0.0908535209	-0.1513416006	0.1064288346	0.1181726609	0.0908918558	0.0908401568	0.0907540137	0.0906334592	0.0	0.0	0.0	0.0171962	0.0059298999999999	0.0002957092944399	3.516371400999998e-05	-0.109419	0.0464339999999999	0.0021561163559999	0.011972517561	-0.175601	-0.0786605	0.030835711201	0.00618747426025	-0.00576517	-0.000944	8.911360000000007e-07	3.32371851289e-05	0.00148167	-0.0001751899999999	2.1953459889e-06	3.0691536099999994e-08	0.000810631	0.000393685	6.57122618161e-07	1.54987879225e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
427.7219059927412	11.881589285042992	141.17216393844842	182946.0288660633	510.6425061455385	19.65973596691873	386.505218288958	260755.76908259632	347.0739720757862	13.170659442779936	120460.3420924636	173.46627015768829	347.21707704195603	512.2100968828161	2.453402	142.260162	0.45108746	0.297543	-0.0291955671	-0.0246170737	0.0456739149	-0.0152890128	-0.0159157331	-0.0407936502	0.000418876	-0.0405089352	-0.0014182478	-0.0221718047	0.0125046833	0.0249807174	-0.0757755239	-0.0459467671	-0.1136433597	-0.0020967634	-0.1257383193	0.1814080914	-0.0766099091	-0.1426121548	-0.1451506499	-0.0179466166	0.0763247321	0.1493543863	-0.0064310651	-0.099481399	-0.0057135577	0.0077714784	0.1030400018	-0.0331033998	0.147561064	-0.1662933793	-0.1040231136	0.0908612182	0.0907176504	0.0904785388	0.0901441351	0.0	0.0	0.0	0.00041629	-0.01677991	1.732973641e-07	0.000281565379608	-0.110967	-0.0015479999999999	2.396303999999981e-06	0.012313675089	-0.143323	0.032278	0.020541482329	0.001041869284	-0.00043391	0.00533126	2.84223331876e-05	1.8827788810000005e-07	-0.0008859719999999	-0.0023676419999999	7.849463847838228e-07	5.605728640163526e-06	0.000499902	-0.000310729	2.49902009604e-07	9.655251144100003e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
434.8771387778574	7.155232785116198	51.1973562092017	189118.12583161585	521.816976999429	11.174470853890512	124.86879886444854	272292.9574848226	365.09009810370753	18.01612602792136	133290.7797333748	324.58079705394545	365.2062946465287	633.7820964262969	1.671736	96.935402	0.4418473500000001	0.215045	0.0352889579	0.0131795525	0.0547075992	-0.0871981834	0.070540363	0.0336246196	0.0151926294	0.0333582276	-0.0153490587	0.0137013792	-0.0408577023	-0.04196444	-0.0161266342	-0.0351538602	-0.154180988	0.0510246981	-0.0696143982	0.1400043079	-0.0958161554	0.0327707152	-0.1152737061	0.0744432495	0.0002000291	0.0490028184	-0.091244539	-0.1082437634	-0.0092245481	-0.0014794686	0.0769159454	0.0487805016	0.0631559684	0.1441724863	0.0822918553	0.0908152683	0.090533994	0.0900658486	0.0894117985	0.0	0.0	0.0	-0.015339	-0.01575529	0.000235284921	0.0002482291629841	-0.162838	-0.051871	0.002690600641	0.026516214244	-0.0255039	0.1178191	0.00065044891521	0.01388134032481	-0.00288667	-0.00245276	6.0160316176e-06	8.3328636889e-06	0.00119254	0.0020785119999999	1.4221516516e-06	4.320212134143585e-06	-9.68652e-05	-0.0005967672	9.38286697104e-09	3.5613109099584e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
431.1933917150286	-3.683747062828786	13.569992422899707	185927.7410587101	518.8946239795276	-2.9223530199013794	8.540147172926712	269251.63079485536	366.2019547861468	1.1118566824392817	134103.8716891951	1.2362252822848852	366.5864608280131	548.9871620509685	2.233274	129.496094	0.49415391	0.270727	-0.0112003359	0.0260775182	0.1672857357	0.1016657061	-0.0747051737	0.0347226479	0.2028287334	0.0350436087	-0.2047941556	-0.0003958648	0.087917122	0.0677768616	-0.0816027257	-0.143222341	-0.1147907199	-0.0383457837	-0.1042838467	0.0033930468	-0.1719779592	0.1761858177	-0.0617480458	-0.1431614836	0.0342126744	0.1732261156	0.0998230574	0.0351232441	-0.268677595	0.0580766767	-0.0639337748	-0.0074002513	0.077123489	0.1164651179	0.0691371587	0.0907540137	0.0902893113	0.0895165691	0.0884384234	0.0	0.0	0.0	-0.0136491	0.0016898999999999	0.00018629793081	2.8557620099999978e-06	-0.101012	0.061826	0.003822454276	0.010203424144	-0.226513	-0.2010091	0.051308139169	0.04040465828281	-0.00169074	0.00119593	1.4302485649e-06	2.8586017476e-06	-0.00183381	-0.0030263499999999	3.3628591161e-06	9.158794322499998e-06	0.000273433	0.0003702982	7.4765605489e-08	1.3712075692324e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
423.87608951929855	-7.317302195730065	53.54291142363603	179670.93926617238	504.1958474670927	-14.69877651243496	216.05403096250967	254213.4526030598	342.40924292702164	-23.792711859125177	117244.08964185612	566.0931376113558	342.6814267456504	465.3774084428136	2.890973	167.63266	0.7038117	0.444434	-0.051131354	-0.0525654874	-0.0160613983	-0.2250704474	-0.0072039001	-0.0584542725	-0.2321965101	-0.0588094042	0.2329162024	-0.0199050187	-0.158516461	-0.1319100057	0.0079193205	0.025912903	-0.1141198034	-0.0412108777	-0.1539821315	0.2044608079	0.0377604611	-0.1172693778	0.0154388209	0.1185202583	0.0123151698	-0.1644288132	-0.1235984074	-0.0245190501	0.1758171639	-0.0255816694	0.1460716536	-0.1629878731	0.2040424742	0.0610868739	-0.1900253379	0.090677465	0.0899837674	0.0888315333	0.087226634	0.0	0.0	0.0	-0.00195905	0.01169005	3.8378769025e-06	0.0001366572690025	-0.146686	-0.045674	0.002086114276	0.021516782596	0.131094	0.357607	0.0171856368359999	0.127882766449	-0.00196209	-0.00027135	7.363082250000005e-08	3.8497971681000006e-06	0.00326474	0.00509855	1.06585272676e-05	2.5995212102500003e-05	0.000680346	0.0004069129999999	4.6287067971600006e-07	1.6557818956899997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
428.96597488317127	5.089885363872725	25.906933017365777	184011.80760746956	511.49364719968855	7.297799732595877	53.25788093707645	261625.75112563945	352.09607783848975	9.686834911468113	123971.64802924784	93.8347706020374	352.12838803048624	552.2453590225898	1.863169	108.035591	0.41020105	0.24887	-0.0075166993	-0.0120270964	0.0959047864	-0.0789986039	0.0959155357	-0.0220092965	0.1058777443	-0.0216588973	-0.103037043	-0.0133129202	-0.0245286023	-0.0118332911	-0.0290456272	0.004132442	-0.1454689158	0.032176172	-0.0218593752	0.1024035416	-0.0596443518	-0.0550618159	-0.1231312444	0.0719396621	0.058000032	0.0225886852	-0.0845104214	-0.0365222804	0.0802403392	0.0059852787	0.0427770117	0.1197639586	0.1360130519	-0.0826328991	-0.0373539271	0.0905856348	0.0896175683	0.08801178	0.085779697	0.0	0.0	0.0	0.00357378	0.00553283	1.27719034884e-05	3.0612207808899995e-05	-0.120564	0.026122	0.000682358884	0.014535678096	-0.0766851999999999	-0.2077791999999999	0.0058806198990399	0.0431721959526399	-0.0021437	-0.00018161	3.2982192100000014e-08	4.5954496900000005e-06	0.000619487	-0.0026452529999999	3.837641431690001e-07	6.997363434008998e-06	9.18686e-05	-0.0005884773999999	8.439839665959999e-09	3.463056503107599e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
