onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0655	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0822	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.5989	1.1333	T_INK	1	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
2.7034	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
2.7322	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.2489	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.2656	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.7822	0.9333	T_INK	2	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
5.6946	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
5.7156	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.2322	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.2489	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.7656	0.7167	T_INK	3	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
8.4459	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
8.4823	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.9989	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.0156	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.5323	1.1667	T_INK	4	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
11.677	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
11.699	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.2156	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.2323	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.749	0.8833	T_INK	5	Incongruent	żółty	yellow	czerwony	red	hit	n/a
14.6043	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
14.6323	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.149	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.1657	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.6823	0.8167	T_INK	6	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
17.4675	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
17.499	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.0157	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.0324	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.549	0.6667	T_INK	7	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
20.1868	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
20.2157	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.7324	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.749	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.2657	0.8333	T_INK	8	Incongruent	zielony	green	żółty	yellow	hit	n/a
23.066	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
23.0991	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.6157	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.6324	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.1491	0.8667	T_INK	9	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
25.9933	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
26.0157	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26.5324	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.5491	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.0658	0.8167	T_INK	10	Incongruent	niebieski	blue	czerwony	red	hit	n/a
28.8565	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
28.8824	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.3991	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.4158	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.9325	0.7333	T_INK	11	Incongruent	zielony	green	czerwony	red	hit	n/a
31.6398	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
31.6658	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.1825	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.1991	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.7158	0.9167	T_INK	12	Incongruent	zielony	green	niebieski	blue	hit	n/a
34.5991	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
34.6325	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
35.1492	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
53.8103	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
53.866	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.8826	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.3993	0.7	INK	1	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
56.0818	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
56.0993	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.116	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.6327	0.75	INK	2	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
58.3532	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
58.3827	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.3993	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.916	0.6667	INK	3	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
60.5607	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
60.5827	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.5994	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.116	0.75	INK	4	Incongruent	czerwony	red	zielony	green	hit	n/a
62.8481	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
62.866	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.8827	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.3994	0.5167	INK	5	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
64.8956	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
64.9161	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
65.9327	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.4494	0.7	INK	6	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
67.119	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
67.1494	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.1661	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.6828	0.7	INK	7	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
69.3585	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
69.3828	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.3994	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.9161	0.7	INK	8	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
71.598	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
71.6161	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
72.6328	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.1495	0.6333	INK	9	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
73.7574	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
73.7828	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.7995	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75.3161	0.6167	INK	10	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
75.9009	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
75.9328	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
76.9495	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
77.4662	0.65	INK	11	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
78.0924	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
78.1162	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.1329	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.6495	0.6333	INK	12	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
80.2518	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
80.2829	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
81.2995	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
81.8162	0.75	INK	13	Incongruent	czerwony	red	niebieski	blue	hit	n/a
82.5393	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
82.5662	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
83.5829	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.0996	0.7333	INK	14	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
84.8107	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
