onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.015	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
7.016	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
8.032	5.008	6_DOT_DETECTION	NO_6-DOT	PKUŁS	n/a	n/a
11.84	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.065	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
16.082	5.008	6_DOT_DETECTION	6-DOT	ETS##	n/a	n/a
20.04	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
23.116	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
24.132	5.008	6_DOT_DETECTION	6-DOT	#ALK#	n/a	n/a
28.376	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
31.166	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
32.182	5.008	6_DOT_DETECTION	NO_6-DOT	TSDRO	n/a	n/a
37.656	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
39.215	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
40.232	5.008	6_DOT_DETECTION	6-DOT	O#L#	n/a	n/a
44.36	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
49.274	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
54.274	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
55.291	5.008	LEXICAL_DECISION	PSEUDOWORD	BADO	n/a	n/a
59.336	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.324	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
63.341	5.008	LEXICAL_DECISION	WORD	DEBEL	n/a	n/a
68.72	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
70.374	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
71.391	5.008	LEXICAL_DECISION	WORD	OBAL	n/a	n/a
76.48	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
78.424	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
79.441	5.008	LEXICAL_DECISION	PSEUDOWORD	LAKO	n/a	n/a
84.536	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
86.474	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
87.491	5.008	LEXICAL_DECISION	WORD	OBCA	n/a	n/a
