onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
8.5316	n/a	RESPONSE	n/a	n/a	n/a	n/a
8.5662	1.0	ISI	n/a	n/a	n/a	n/a
9.5662	0.5	DISTRACTOR	1	1	D	Correct Rejection
10.0662	1.0	ISI	n/a	n/a	n/a	n/a
11.0663	0.5	DISTRACTOR	1	2	C	Correct Rejection
11.5663	1.0	ISI	n/a	n/a	n/a	n/a
12.5663	0.5	TARGET	1	3	C	Hit
13.038	n/a	RESPONSE	n/a	n/a	n/a	n/a
13.0663	1.0	ISI	n/a	n/a	n/a	n/a
14.0663	0.5	DISTRACTOR	1	4	J	Correct Rejection
14.5663	1.0	ISI	n/a	n/a	n/a	n/a
15.5663	0.5	DISTRACTOR	1	5	B	Correct Rejection
16.0663	1.0	ISI	n/a	n/a	n/a	n/a
17.0663	0.5	DISTRACTOR	1	6	F	Correct Rejection
17.5663	1.0	ISI	n/a	n/a	n/a	n/a
18.5663	0.5	DISTRACTOR	1	7	C	Correct Rejection
19.0663	1.0	ISI	n/a	n/a	n/a	n/a
20.0663	0.5	DISTRACTOR	1	8	B	Correct Rejection
20.5663	1.0	ISI	n/a	n/a	n/a	n/a
21.5663	0.5	DISTRACTOR	1	9	G	Correct Rejection
22.0663	1.0	ISI	n/a	n/a	n/a	n/a
23.0664	0.5	DISTRACTOR	1	10	I	Correct Rejection
23.5664	1.0	ISI	n/a	n/a	n/a	n/a
24.5664	0.5	TARGET	1	11	I	Hit
25.0664	1.0	ISI	n/a	n/a	n/a	n/a
25.0713	n/a	RESPONSE	n/a	n/a	n/a	n/a
26.0664	0.5	DISTRACTOR	1	12	G	Correct Rejection
26.5664	1.0	ISI	n/a	n/a	n/a	n/a
27.5664	0.5	DISTRACTOR	1	13	A	Correct Rejection
28.0664	1.0167	ISI	n/a	n/a	n/a	n/a
29.0831	0.5167	DISTRACTOR	1	14	E	Correct Rejection
29.5997	1.0167	ISI	n/a	n/a	n/a	n/a
30.6164	0.5167	TARGET	1	15	E	Hit
31.1331	1.0167	ISI	n/a	n/a	n/a	n/a
31.1759	n/a	RESPONSE	n/a	n/a	n/a	n/a
32.1498	0.5167	DISTRACTOR	1	16	B	Correct Rejection
32.6664	1.0167	ISI	n/a	n/a	n/a	n/a
33.6831	0.5167	DISTRACTOR	1	17	G	Correct Rejection
34.1998	1.0167	ISI	n/a	n/a	n/a	n/a
35.2165	0.5167	DISTRACTOR	1	18	D	Correct Rejection
35.7331	1.0167	ISI	n/a	n/a	n/a	n/a
36.7498	0.5167	TARGET	1	19	D	Hit
37.2643	n/a	RESPONSE	n/a	n/a	n/a	n/a
37.2665	1.0167	ISI	n/a	n/a	n/a	n/a
38.2832	0.5167	DISTRACTOR	1	20	F	Correct Rejection
38.7998	1.0167	ISI	n/a	n/a	n/a	n/a
39.8165	0.5167	DISTRACTOR	1	21	D	Correct Rejection
40.3332	1.0167	ISI	n/a	n/a	n/a	n/a
41.3498	0.5167	DISTRACTOR	1	22	G	Correct Rejection
41.8665	1.0167	ISI	n/a	n/a	n/a	n/a
42.8832	0.5167	TARGET	1	23	G	Hit
43.273	n/a	RESPONSE	n/a	n/a	n/a	n/a
43.3999	1.0167	ISI	n/a	n/a	n/a	n/a
44.4165	0.5167	DISTRACTOR	1	24	D	Correct Rejection
44.9332	1.0167	ISI	n/a	n/a	n/a	n/a
45.9499	0.5167	DISTRACTOR	1	25	I	Correct Rejection
46.4666	1.0167	ISI	n/a	n/a	n/a	n/a
47.4832	0.5167	DISTRACTOR	1	26	B	Correct Rejection
47.9999	1.0167	ISI	n/a	n/a	n/a	n/a
49.0166	0.5167	DISTRACTOR	1	27	E	Correct Rejection
49.5332	1.0167	ISI	n/a	n/a	n/a	n/a
50.5499	0.5167	DISTRACTOR	1	28	J	Correct Rejection
51.0666	1.0167	ISI	n/a	n/a	n/a	n/a
52.0833	0.5167	DISTRACTOR	1	29	A	Correct Rejection
52.5999	1.0167	ISI	n/a	n/a	n/a	n/a
53.6166	0.5167	TARGET	1	30	A	Hit
53.9316	n/a	RESPONSE	n/a	n/a	n/a	n/a
54.1333	1.0167	ISI	n/a	n/a	n/a	n/a
55.15	0.5167	DISTRACTOR	1	31	D	Correct Rejection
55.6666	1.0167	ISI	n/a	n/a	n/a	n/a
56.6833	0.5167	TARGET	1	32	D	Hit
57.1277	n/a	RESPONSE	n/a	n/a	n/a	n/a
57.2	1.0167	ISI	n/a	n/a	n/a	n/a
58.2166	0.5167	DISTRACTOR	1	33	G	Correct Rejection
58.7333	1.0167	ISI	n/a	n/a	n/a	n/a
59.75	0.5167	DISTRACTOR	1	34	E	Correct Rejection
60.2667	1.0167	ISI	n/a	n/a	n/a	n/a
61.2833	0.5167	DISTRACTOR	1	35	H	Correct Rejection
61.8	1.0167	ISI	n/a	n/a	n/a	n/a
62.8167	0.5167	TARGET	1	36	H	Hit
63.28	n/a	RESPONSE	n/a	n/a	n/a	n/a
63.3334	1.0167	ISI	n/a	n/a	n/a	n/a
64.35	0.5167	DISTRACTOR	1	37	J	Correct Rejection
64.8667	1.0167	ISI	n/a	n/a	n/a	n/a
65.8834	0.5167	DISTRACTOR	1	38	E	Correct Rejection
66.4	1.0167	ISI	n/a	n/a	n/a	n/a
67.4167	0.5167	DISTRACTOR	1	39	F	Correct Rejection
67.9334	1.0167	ISI	n/a	n/a	n/a	n/a
68.9501	0.5167	TARGET	1	40	F	Hit
69.3365	n/a	RESPONSE	n/a	n/a	n/a	n/a
69.4667	1.0167	ISI	n/a	n/a	n/a	n/a
70.4834	0.5167	DISTRACTOR	1	41	J	Correct Rejection
71.0001	1.0167	ISI	n/a	n/a	n/a	n/a
72.0168	0.5167	DISTRACTOR	1	42	B	Correct Rejection
72.5334	1.0167	ISI	n/a	n/a	n/a	n/a
73.5501	0.5167	DISTRACTOR	1	43	I	Correct Rejection
74.0668	1.0167	ISI	n/a	n/a	n/a	n/a
75.0834	0.5167	DISTRACTOR	1	44	C	Correct Rejection
75.6001	1.0167	ISI	n/a	n/a	n/a	n/a
76.6168	0.5167	DISTRACTOR	1	45	A	Correct Rejection
77.1335	1.0167	ISI	n/a	n/a	n/a	n/a
78.1501	0.5167	DISTRACTOR	1	46	I	Correct Rejection
78.6668	1.0167	ISI	n/a	n/a	n/a	n/a
79.6835	0.5167	DISTRACTOR	1	47	C	Correct Rejection
80.2002	1.0167	ISI	n/a	n/a	n/a	n/a
81.2168	0.5167	TARGET	1	48	C	Hit
81.7335	1.0167	ISI	n/a	n/a	n/a	n/a
81.7851	n/a	RESPONSE	n/a	n/a	n/a	n/a
82.7502	0.5167	DISTRACTOR	1	49	H	Correct Rejection
83.2669	1.0167	ISI	n/a	n/a	n/a	n/a
84.2835	0.5167	DISTRACTOR	1	50	A	Correct Rejection
