onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.014	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
7.014	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
8.03	5.009	6_DOT_DETECTION	NO_6-DOT	KŁMLK	n/a	n/a
10.4	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.064	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
16.081	5.008	6_DOT_DETECTION	NO_6-DOT	PŁKL	n/a	n/a
18.48	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
23.114	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
24.131	5.008	6_DOT_DETECTION	6-DOT	#M#ŁS	n/a	n/a
27.76	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
31.164	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
32.181	5.008	6_DOT_DETECTION	6-DOT	KB##	n/a	n/a
35.744	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
39.214	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
40.231	5.008	6_DOT_DETECTION	NO_6-DOT	TKLKŁ	n/a	n/a
42.96	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
49.272	2.009	LEXICAL_DECISION	CUE	n/a	n/a	n/a
54.273	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
55.29	5.008	LEXICAL_DECISION	PSEUDOWORD	SEMA	n/a	n/a
59.76	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.323	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
63.34	5.008	LEXICAL_DECISION	WORD	TYPU	n/a	n/a
68.944	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
70.373	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
71.39	5.008	LEXICAL_DECISION	WORD	STEK	n/a	n/a
75.864	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
78.423	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
79.44	5.008	LEXICAL_DECISION	PSEUDOWORD	LIŁCU	n/a	n/a
85.264	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
