onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0705	1.05	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.1205	0.5333	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.6539	1.2	T_INK	1	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
2.8103	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
2.8539	0.5333	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.3872	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.4206	0.5334	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.9539	0.5167	T_INK	2	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
5.4288	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
5.4706	0.5333	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.0039	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.0372	0.5333	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.5706	0.3834	T_INK	3	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
7.9199	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
7.954	0.5333	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.4873	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.5206	0.5333	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.054	2.3334	T_INK	4	Incongruent	czerwony	red	niebieski	blue	incorrect	n/a
12.3428	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
12.3873	0.5333	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.9207	1.0334	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.954	0.5333	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.4873	1.4334	T_INK	5	Incongruent	czerwony	red	zielony	green	hit	n/a
15.8875	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
15.9207	0.5333	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.454	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.4874	0.5333	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.0207	0.85	T_INK	6	Incongruent	żółty	yellow	niebieski	blue	incorrect	n/a
18.8415	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
18.8707	0.5333	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.4041	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.4374	0.5333	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.9708	0.75	T_INK	7	Incongruent	żółty	yellow	zielony	green	hit	n/a
21.684	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
21.7207	0.5334	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.2541	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.2875	0.5333	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.8208	0.5833	T_INK	8	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
24.367	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
