onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0225	1.0	ISI	n/a	n/a	n/a	n/a
1.0225	0.5	DISTRACTOR	1	1	E	Correct Rejection
1.5225	1.0	ISI	n/a	n/a	n/a	n/a
2.5226	0.5	DISTRACTOR	1	2	F	Correct Rejection
3.0226	1.0	ISI	n/a	n/a	n/a	n/a
4.0226	0.5	DISTRACTOR	1	3	D	Correct Rejection
4.5226	1.0	ISI	n/a	n/a	n/a	n/a
5.5226	0.5	DISTRACTOR	1	4	E	Correct Rejection
6.0226	1.0	ISI	n/a	n/a	n/a	n/a
7.0226	0.5	TARGET	1	5	E	Hit
7.3382	n/a	RESPONSE	n/a	n/a	n/a	n/a
7.5226	1.0	ISI	n/a	n/a	n/a	n/a
8.5226	0.5	DISTRACTOR	1	6	H	Correct Rejection
9.0226	1.0	ISI	n/a	n/a	n/a	n/a
10.0226	0.5	TARGET	1	7	H	Hit
10.3758	n/a	RESPONSE	n/a	n/a	n/a	n/a
10.5227	1.0	ISI	n/a	n/a	n/a	n/a
11.5227	0.5	DISTRACTOR	1	8	D	Correct Rejection
12.0227	1.0	ISI	n/a	n/a	n/a	n/a
13.0227	0.5	DISTRACTOR	1	9	I	Correct Rejection
13.5227	1.0	ISI	n/a	n/a	n/a	n/a
14.5227	0.5	TARGET	1	10	I	Hit
14.8044	n/a	RESPONSE	n/a	n/a	n/a	n/a
15.0227	1.0	ISI	n/a	n/a	n/a	n/a
16.0227	0.5	TARGET	1	11	I	Hit
16.4832	n/a	RESPONSE	n/a	n/a	n/a	n/a
16.5227	1.0	ISI	n/a	n/a	n/a	n/a
17.5227	0.5167	DISTRACTOR	1	12	E	Correct Rejection
18.0394	1.0167	ISI	n/a	n/a	n/a	n/a
19.0561	0.5167	TARGET	1	13	E	Hit
19.3769	n/a	RESPONSE	n/a	n/a	n/a	n/a
19.5728	1.0167	ISI	n/a	n/a	n/a	n/a
20.5894	0.5167	DISTRACTOR	1	14	D	Correct Rejection
21.1061	1.0167	ISI	n/a	n/a	n/a	n/a
22.1228	0.5167	DISTRACTOR	1	15	E	Correct Rejection
22.6395	1.0167	ISI	n/a	n/a	n/a	n/a
23.6561	0.5167	DISTRACTOR	1	16	G	Correct Rejection
24.1728	1.0167	ISI	n/a	n/a	n/a	n/a
25.1895	0.5167	DISTRACTOR	1	17	J	Correct Rejection
25.7062	1.0167	ISI	n/a	n/a	n/a	n/a
26.7228	0.5167	DISTRACTOR	1	18	G	Correct Rejection
27.2395	1.0167	ISI	n/a	n/a	n/a	n/a
28.2562	0.5167	DISTRACTOR	1	19	B	Correct Rejection
28.7729	1.0167	ISI	n/a	n/a	n/a	n/a
29.7895	0.5167	DISTRACTOR	1	20	D	Correct Rejection
30.3062	1.0167	ISI	n/a	n/a	n/a	n/a
31.3229	0.5167	DISTRACTOR	1	21	F	Correct Rejection
31.8396	1.0167	ISI	n/a	n/a	n/a	n/a
32.8563	0.5167	DISTRACTOR	1	22	G	Correct Rejection
33.3729	1.0167	ISI	n/a	n/a	n/a	n/a
34.3896	0.5167	DISTRACTOR	1	23	H	Correct Rejection
34.9063	1.0167	ISI	n/a	n/a	n/a	n/a
35.923	0.5167	DISTRACTOR	1	24	E	Correct Rejection
36.4396	1.0167	ISI	n/a	n/a	n/a	n/a
37.4563	0.5167	TARGET	1	25	E	Hit
37.8105	n/a	RESPONSE	n/a	n/a	n/a	n/a
37.973	1.0167	ISI	n/a	n/a	n/a	n/a
38.9897	0.5167	TARGET	1	26	E	Hit
39.5051	n/a	RESPONSE	n/a	n/a	n/a	n/a
39.5063	1.0167	ISI	n/a	n/a	n/a	n/a
40.523	0.5167	DISTRACTOR	1	27	C	Correct Rejection
41.0397	1.0167	ISI	n/a	n/a	n/a	n/a
42.0564	0.5167	DISTRACTOR	1	28	D	Correct Rejection
42.573	1.0167	ISI	n/a	n/a	n/a	n/a
43.5897	0.5167	DISTRACTOR	1	29	H	Correct Rejection
44.1064	1.0167	ISI	n/a	n/a	n/a	n/a
45.1231	0.5167	TARGET	1	30	H	Hit
45.5164	n/a	RESPONSE	n/a	n/a	n/a	n/a
45.6397	1.0167	ISI	n/a	n/a	n/a	n/a
46.6564	0.5167	DISTRACTOR	1	31	J	Correct Rejection
47.1731	1.0167	ISI	n/a	n/a	n/a	n/a
48.1898	0.5167	DISTRACTOR	1	32	B	Correct Rejection
48.7064	1.0167	ISI	n/a	n/a	n/a	n/a
49.7231	0.5167	DISTRACTOR	1	33	F	Correct Rejection
50.2398	1.0167	ISI	n/a	n/a	n/a	n/a
51.2565	0.5167	DISTRACTOR	1	34	A	Correct Rejection
51.7731	1.0167	ISI	n/a	n/a	n/a	n/a
52.7898	0.5167	DISTRACTOR	1	35	G	Correct Rejection
53.3065	1.0167	ISI	n/a	n/a	n/a	n/a
54.3232	0.5167	DISTRACTOR	1	36	C	Correct Rejection
54.8399	1.0167	ISI	n/a	n/a	n/a	n/a
55.8565	0.5167	DISTRACTOR	1	37	D	Correct Rejection
56.3732	1.0167	ISI	n/a	n/a	n/a	n/a
57.3899	0.5167	DISTRACTOR	1	38	H	Correct Rejection
57.9066	1.0167	ISI	n/a	n/a	n/a	n/a
58.9232	0.5167	DISTRACTOR	1	39	F	Correct Rejection
59.4399	1.0167	ISI	n/a	n/a	n/a	n/a
60.4566	0.5167	DISTRACTOR	1	40	A	Correct Rejection
60.9733	1.0167	ISI	n/a	n/a	n/a	n/a
61.99	0.5167	TARGET	1	41	A	Hit
62.4472	n/a	RESPONSE	n/a	n/a	n/a	n/a
62.5066	1.0167	ISI	n/a	n/a	n/a	n/a
63.5233	0.5167	DISTRACTOR	1	42	G	Correct Rejection
64.04	1.0167	ISI	n/a	n/a	n/a	n/a
65.0566	0.5167	DISTRACTOR	1	43	C	Correct Rejection
65.5733	1.0167	ISI	n/a	n/a	n/a	n/a
66.59	0.5167	TARGET	1	44	C	Hit
66.9238	n/a	RESPONSE	n/a	n/a	n/a	n/a
67.1067	1.0167	ISI	n/a	n/a	n/a	n/a
68.1233	0.5167	DISTRACTOR	1	45	I	Correct Rejection
68.64	1.0167	ISI	n/a	n/a	n/a	n/a
69.6567	0.5167	DISTRACTOR	1	46	D	Correct Rejection
70.1734	1.0167	ISI	n/a	n/a	n/a	n/a
71.19	0.5167	DISTRACTOR	1	47	J	Correct Rejection
71.7067	1.0167	ISI	n/a	n/a	n/a	n/a
72.7234	0.5167	DISTRACTOR	1	48	E	Correct Rejection
73.2401	1.0167	ISI	n/a	n/a	n/a	n/a
74.2568	0.5167	DISTRACTOR	1	49	F	Correct Rejection
74.7734	1.0167	ISI	n/a	n/a	n/a	n/a
75.7901	0.5167	DISTRACTOR	1	50	H	Correct Rejection
76.3068	1.1167	ISI	n/a	n/a	n/a	n/a
78.8984	n/a	RESPONSE	n/a	n/a	n/a	n/a
78.9235	1.0	ISI	n/a	n/a	n/a	n/a
79.9235	0.5	DISTRACTOR	2	1	D	Correct Rejection
80.4235	1.0	ISI	n/a	n/a	n/a	n/a
81.4235	0.5	DISTRACTOR	2	2	G	Correct Rejection
81.9235	1.0167	ISI	n/a	n/a	n/a	n/a
82.9402	0.5167	DISTRACTOR	2	3	B	Correct Rejection
83.4569	1.0167	ISI	n/a	n/a	n/a	n/a
84.4735	0.5167	DISTRACTOR	2	4	J	Correct Rejection
84.9902	1.0167	ISI	n/a	n/a	n/a	n/a
86.0069	0.5167	DISTRACTOR	2	5	I	Correct Rejection
86.5236	1.0167	ISI	n/a	n/a	n/a	n/a
87.5402	0.5167	TARGET	2	6	J	Hit
87.9313	n/a	RESPONSE	n/a	n/a	n/a	n/a
88.0569	1.0167	ISI	n/a	n/a	n/a	n/a
89.0736	0.5167	DISTRACTOR	2	7	B	Correct Rejection
89.5903	1.0167	ISI	n/a	n/a	n/a	n/a
90.607	0.5167	DISTRACTOR	2	8	E	Correct Rejection
91.1236	1.0167	ISI	n/a	n/a	n/a	n/a
92.1403	0.5167	DISTRACTOR	2	9	E	False Alarm
92.6156	n/a	RESPONSE	n/a	n/a	n/a	n/a
92.657	1.0167	ISI	n/a	n/a	n/a	n/a
93.6736	0.5167	DISTRACTOR	2	10	A	Correct Rejection
94.1903	1.0167	ISI	n/a	n/a	n/a	n/a
95.207	0.5167	TARGET	2	11	E	Miss
95.7237	1.0167	ISI	n/a	n/a	n/a	n/a
96.7404	0.5167	DISTRACTOR	2	12	J	Correct Rejection
97.257	1.0167	ISI	n/a	n/a	n/a	n/a
98.2737	0.5167	DISTRACTOR	2	13	H	Correct Rejection
98.7904	1.0167	ISI	n/a	n/a	n/a	n/a
99.8071	0.5167	DISTRACTOR	2	14	D	Correct Rejection
100.3237	1.0167	ISI	n/a	n/a	n/a	n/a
101.3404	0.5167	DISTRACTOR	2	15	F	Correct Rejection
101.8571	1.0167	ISI	n/a	n/a	n/a	n/a
102.8738	0.5167	DISTRACTOR	2	16	E	Correct Rejection
103.3904	1.0167	ISI	n/a	n/a	n/a	n/a
104.4071	0.5167	DISTRACTOR	2	17	C	Correct Rejection
104.9238	1.0167	ISI	n/a	n/a	n/a	n/a
105.9405	0.5167	DISTRACTOR	2	18	D	Correct Rejection
106.4571	1.0167	ISI	n/a	n/a	n/a	n/a
107.4738	0.5167	DISTRACTOR	2	19	H	Correct Rejection
107.9905	1.0167	ISI	n/a	n/a	n/a	n/a
109.0072	0.5167	DISTRACTOR	2	20	B	Correct Rejection
109.5238	1.0167	ISI	n/a	n/a	n/a	n/a
110.5405	0.5167	DISTRACTOR	2	21	D	Correct Rejection
111.0572	1.0167	ISI	n/a	n/a	n/a	n/a
112.0739	0.5167	TARGET	2	22	B	Hit
112.4721	n/a	RESPONSE	n/a	n/a	n/a	n/a
112.5905	1.0167	ISI	n/a	n/a	n/a	n/a
113.6072	0.5167	DISTRACTOR	2	23	G	Correct Rejection
114.1239	1.0167	ISI	n/a	n/a	n/a	n/a
115.1406	0.5167	DISTRACTOR	2	24	A	Correct Rejection
115.6572	1.0167	ISI	n/a	n/a	n/a	n/a
116.6739	0.5167	DISTRACTOR	2	25	D	False Alarm
117.0444	n/a	RESPONSE	n/a	n/a	n/a	n/a
117.1906	1.0167	ISI	n/a	n/a	n/a	n/a
118.2073	0.5167	DISTRACTOR	2	26	C	Correct Rejection
118.7239	1.0167	ISI	n/a	n/a	n/a	n/a
119.7406	0.5167	DISTRACTOR	2	27	G	Correct Rejection
120.2573	1.0167	ISI	n/a	n/a	n/a	n/a
121.274	0.5167	DISTRACTOR	2	28	D	False Alarm
121.7906	1.0167	ISI	n/a	n/a	n/a	n/a
121.8726	n/a	RESPONSE	n/a	n/a	n/a	n/a
122.8073	0.5167	DISTRACTOR	2	29	H	Correct Rejection
123.324	1.0167	ISI	n/a	n/a	n/a	n/a
124.3407	0.5167	TARGET	2	30	D	Miss
124.8573	1.0167	ISI	n/a	n/a	n/a	n/a
125.874	0.5167	DISTRACTOR	2	31	F	Correct Rejection
126.3907	1.0167	ISI	n/a	n/a	n/a	n/a
127.4074	0.5167	DISTRACTOR	2	32	G	Correct Rejection
127.9241	1.0167	ISI	n/a	n/a	n/a	n/a
128.9407	0.5167	TARGET	2	33	F	Hit
129.4574	1.0167	ISI	n/a	n/a	n/a	n/a
129.5466	n/a	RESPONSE	n/a	n/a	n/a	n/a
130.4741	0.5167	DISTRACTOR	2	34	D	Correct Rejection
130.9908	1.0167	ISI	n/a	n/a	n/a	n/a
132.0074	0.5167	DISTRACTOR	2	35	C	Correct Rejection
132.5241	1.0167	ISI	n/a	n/a	n/a	n/a
133.5408	0.5167	DISTRACTOR	2	36	F	False Alarm
133.9431	n/a	RESPONSE	n/a	n/a	n/a	n/a
134.0575	1.0167	ISI	n/a	n/a	n/a	n/a
135.0741	0.5167	TARGET	2	37	C	Miss
135.5908	1.0167	ISI	n/a	n/a	n/a	n/a
136.6075	0.5167	DISTRACTOR	2	38	J	Correct Rejection
137.1242	1.0167	ISI	n/a	n/a	n/a	n/a
138.1408	0.5167	DISTRACTOR	2	39	F	Correct Rejection
138.6575	1.0167	ISI	n/a	n/a	n/a	n/a
139.6742	0.5167	TARGET	2	40	J	Hit
140.1782	n/a	RESPONSE	n/a	n/a	n/a	n/a
140.1909	1.0167	ISI	n/a	n/a	n/a	n/a
141.2075	0.5167	TARGET	2	41	F	Miss
141.7242	1.0167	ISI	n/a	n/a	n/a	n/a
142.7409	0.5167	DISTRACTOR	2	42	H	Correct Rejection
143.2576	1.0167	ISI	n/a	n/a	n/a	n/a
144.2742	0.5167	DISTRACTOR	2	43	J	Correct Rejection
144.7909	1.0167	ISI	n/a	n/a	n/a	n/a
145.8076	0.5167	TARGET	2	44	H	Hit
146.1736	n/a	RESPONSE	n/a	n/a	n/a	n/a
146.3243	1.0167	ISI	n/a	n/a	n/a	n/a
147.3409	0.5167	DISTRACTOR	2	45	A	Correct Rejection
147.8576	1.0167	ISI	n/a	n/a	n/a	n/a
148.8743	0.5167	DISTRACTOR	2	46	F	Correct Rejection
149.391	1.0167	ISI	n/a	n/a	n/a	n/a
150.4076	0.5167	DISTRACTOR	2	47	D	Correct Rejection
150.9243	1.0167	ISI	n/a	n/a	n/a	n/a
151.941	0.5167	TARGET	2	48	F	Hit
152.4086	n/a	RESPONSE	n/a	n/a	n/a	n/a
152.4577	1.0167	ISI	n/a	n/a	n/a	n/a
153.4743	0.5167	DISTRACTOR	2	49	A	Correct Rejection
153.991	1.0167	ISI	n/a	n/a	n/a	n/a
155.0077	0.5167	DISTRACTOR	2	50	J	Correct Rejection
155.5244	1.0833	ISI	n/a	n/a	n/a	n/a
158.7237	n/a	RESPONSE	n/a	n/a	n/a	n/a
158.7577	1.0	ISI	n/a	n/a	n/a	n/a
159.7578	0.5	DISTRACTOR	3	1	J	Correct Rejection
160.2578	1.0	ISI	n/a	n/a	n/a	n/a
161.2578	0.5	DISTRACTOR	3	2	J	Correct Rejection
