onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0219	1.0	ISI	n/a	n/a	n/a	n/a
1.0219	0.5	DISTRACTOR	1	1	B	Correct Rejection
1.522	1.0	ISI	n/a	n/a	n/a	n/a
2.522	0.5	DISTRACTOR	1	2	F	Correct Rejection
3.022	1.0	ISI	n/a	n/a	n/a	n/a
4.022	0.5	DISTRACTOR	1	3	E	Correct Rejection
4.522	1.0	ISI	n/a	n/a	n/a	n/a
5.522	0.5	DISTRACTOR	1	4	J	Correct Rejection
6.022	1.0	ISI	n/a	n/a	n/a	n/a
7.022	0.5	DISTRACTOR	1	5	A	Correct Rejection
7.522	1.0	ISI	n/a	n/a	n/a	n/a
8.522	0.5	DISTRACTOR	1	6	J	Correct Rejection
9.0221	1.0	ISI	n/a	n/a	n/a	n/a
10.0221	0.5	DISTRACTOR	1	7	E	Correct Rejection
10.5221	1.0	ISI	n/a	n/a	n/a	n/a
11.5221	0.5	TARGET	1	8	E	Hit
11.8856	n/a	RESPONSE	n/a	n/a	n/a	n/a
12.0221	1.0	ISI	n/a	n/a	n/a	n/a
13.0221	0.5	DISTRACTOR	1	9	J	Correct Rejection
13.5221	1.0	ISI	n/a	n/a	n/a	n/a
14.5221	0.5	DISTRACTOR	1	10	A	Correct Rejection
15.0221	1.0	ISI	n/a	n/a	n/a	n/a
16.0221	0.5	DISTRACTOR	1	11	I	Correct Rejection
16.5222	1.0	ISI	n/a	n/a	n/a	n/a
17.5222	0.5	DISTRACTOR	1	12	A	Correct Rejection
18.0222	1.0	ISI	n/a	n/a	n/a	n/a
19.0222	0.5167	DISTRACTOR	1	13	I	Correct Rejection
19.5389	1.0167	ISI	n/a	n/a	n/a	n/a
20.5556	0.5167	DISTRACTOR	1	14	A	False Alarm
20.9717	n/a	RESPONSE	n/a	n/a	n/a	n/a
21.0722	1.0167	ISI	n/a	n/a	n/a	n/a
22.0889	0.5167	DISTRACTOR	1	15	G	Correct Rejection
22.6056	1.0167	ISI	n/a	n/a	n/a	n/a
23.6223	0.5167	TARGET	1	16	G	Hit
23.9951	n/a	RESPONSE	n/a	n/a	n/a	n/a
24.1389	1.0167	ISI	n/a	n/a	n/a	n/a
25.1556	0.5167	DISTRACTOR	1	17	C	Correct Rejection
25.6723	1.0167	ISI	n/a	n/a	n/a	n/a
26.689	0.5167	DISTRACTOR	1	18	I	Correct Rejection
27.2056	1.0167	ISI	n/a	n/a	n/a	n/a
28.2223	0.5167	DISTRACTOR	1	19	J	Correct Rejection
28.739	1.0167	ISI	n/a	n/a	n/a	n/a
29.7557	0.5167	DISTRACTOR	1	20	D	Correct Rejection
30.2724	1.0167	ISI	n/a	n/a	n/a	n/a
31.289	0.5167	DISTRACTOR	1	21	A	Correct Rejection
31.8057	1.0167	ISI	n/a	n/a	n/a	n/a
32.8224	0.5167	TARGET	1	22	A	Hit
33.2731	n/a	RESPONSE	n/a	n/a	n/a	n/a
33.3391	1.0167	ISI	n/a	n/a	n/a	n/a
34.3558	0.5167	TARGET	1	23	A	Hit
34.8724	1.0167	ISI	n/a	n/a	n/a	n/a
35.0808	n/a	RESPONSE	n/a	n/a	n/a	n/a
35.8891	0.5167	DISTRACTOR	1	24	D	Correct Rejection
36.4058	1.0167	ISI	n/a	n/a	n/a	n/a
37.4225	0.5167	DISTRACTOR	1	25	B	Correct Rejection
37.9391	1.0167	ISI	n/a	n/a	n/a	n/a
38.9558	0.5167	DISTRACTOR	1	26	E	Correct Rejection
39.4725	1.0167	ISI	n/a	n/a	n/a	n/a
40.4892	0.5167	TARGET	1	27	E	Hit
40.8076	n/a	RESPONSE	n/a	n/a	n/a	n/a
41.0059	1.0167	ISI	n/a	n/a	n/a	n/a
42.0225	0.5167	DISTRACTOR	1	28	A	Correct Rejection
42.5392	1.0167	ISI	n/a	n/a	n/a	n/a
43.5559	0.5167	TARGET	1	29	A	Hit
43.8949	n/a	RESPONSE	n/a	n/a	n/a	n/a
44.0726	1.0167	ISI	n/a	n/a	n/a	n/a
45.0892	0.5167	DISTRACTOR	1	30	B	Correct Rejection
45.6059	1.0167	ISI	n/a	n/a	n/a	n/a
46.6226	0.5167	DISTRACTOR	1	31	A	Correct Rejection
47.1393	1.0167	ISI	n/a	n/a	n/a	n/a
48.1559	0.5167	TARGET	1	32	A	Hit
