onset	duration	trial_type
0.007	10.0	FIXCROSS
10.007	2.025	CUE_LEFT
12.04	12.001	LEFT
24.057	10.008	FIXCROSS
34.065	2.008	CUE_RIGHT
36.082	12.001	RIGHT
48.099	10.0	FIXCROSS
58.099	2.017	CUE_LEFT
60.124	12.001	LEFT
72.14	15.0	FIXCROSS
87.14	2.016	CUE_RIGHT
89.165	12.001	RIGHT
101.182	15.0	FIXCROSS
116.182	2.016	CUE_LEFT
118.207	12.001	LEFT
130.224	12.5	FIXCROSS
142.724	2.017	CUE_RIGHT
144.749	12.001	RIGHT
156.766	12.5	FIXCROSS
169.266	2.017	CUE_LEFT
171.29	12.001	LEFT
183.307	15.008	FIXCROSS
198.316	2.008	CUE_RIGHT
200.332	12.001	RIGHT
212.357	15.0	FIXCROSS
227.357	2.017	CUE_LEFT
229.382	12.001	LEFT
241.407	10.0	FIXCROSS
251.407	2.017	CUE_RIGHT
253.432	12.001	RIGHT
265.449	10.0	FIXCROSS
275.449	2.016	CUE_LEFT
277.474	12.001	LEFT
289.491	12.508	FIXCROSS
301.999	2.008	CUE_RIGHT
304.016	12.001	RIGHT
316.033	12.5	FIXCROSS
328.533	29.732	FINISHED
