onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0607	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0774	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.5941	1.1333	T_INK	1	Incongruent	czerwony	red	niebieski	blue	hit	n/a
2.698	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
2.7274	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.2441	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.2608	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.7774	0.7833	T_INK	2	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
5.5236	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
5.5607	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.0774	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.0941	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.6108	0.85	T_INK	3	Incongruent	czerwony	red	zielony	green	hit	n/a
8.4289	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
8.4608	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.9775	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.9941	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.5108	0.8667	T_INK	4	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
11.3504	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
11.3775	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.8942	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.9108	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.4275	0.65	T_INK	5	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
14.0482	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
14.0775	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.5942	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.6109	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.1275	0.8833	T_INK	6	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	incorrect	n/a
16.9856	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
17.0108	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.5275	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.5442	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.0609	0.8167	T_INK	7	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
19.859	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
19.8776	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.3942	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.4109	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.9276	0.6333	T_INK	8	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
22.541	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
22.5609	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.0776	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.0942	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.6109	1.5	T_INK	9	Incongruent	niebieski	blue	czerwony	red	hit	n/a
