onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.014	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
7.014	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
8.03	5.008	6_DOT_DETECTION	NO_6-DOT	PKUŁS	n/a	n/a
15.064	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
16.08	5.008	6_DOT_DETECTION	6-DOT	ETS##	n/a	n/a
19.624	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
23.114	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
24.13	5.008	6_DOT_DETECTION	6-DOT	#ALK#	n/a	n/a
27.384	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
31.164	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
32.18	5.008	6_DOT_DETECTION	NO_6-DOT	TSDRO	n/a	n/a
35.84	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
39.214	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
40.23	5.008	6_DOT_DETECTION	6-DOT	O#L#	n/a	n/a
43.344	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
49.272	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
54.272	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
55.289	5.008	LEXICAL_DECISION	PSEUDOWORD	BADO	n/a	n/a
59.624	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
62.322	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
63.339	5.008	LEXICAL_DECISION	WORD	DEBEL	n/a	n/a
68.92	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
70.372	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
71.389	5.008	LEXICAL_DECISION	WORD	OBAL	n/a	n/a
77.104	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
78.422	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
79.439	5.008	LEXICAL_DECISION	PSEUDOWORD	LAKO	n/a	n/a
84.544	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
86.472	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
87.489	5.008	LEXICAL_DECISION	WORD	OBCA	n/a	n/a
