onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.01	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
7.01	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
8.027	5.009	6_DOT_DETECTION	NO_6-DOT	PKUŁS	n/a	n/a
11.504	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.06	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
16.077	5.008	6_DOT_DETECTION	6-DOT	ETS##	n/a	n/a
19.824	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
23.11	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
24.127	5.008	6_DOT_DETECTION	6-DOT	#ALK#	n/a	n/a
27.44	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
31.16	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
32.177	5.008	6_DOT_DETECTION	NO_6-DOT	TSDRO	n/a	n/a
35.64	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
39.211	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
40.227	5.008	6_DOT_DETECTION	6-DOT	O#L#	n/a	n/a
43.6	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
49.269	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
54.269	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
55.286	5.008	LEXICAL_DECISION	PSEUDOWORD	BADO	n/a	n/a
59.76	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.318	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
63.336	5.008	LEXICAL_DECISION	WORD	DEBEL	n/a	n/a
68.92	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
70.369	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
71.386	5.008	LEXICAL_DECISION	WORD	OBAL	n/a	n/a
77.44	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
