onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0285	1.0	ISI	n/a	n/a	n/a	n/a
1.0285	0.5	DISTRACTOR	1	1	E	Correct Rejection
1.5285	1.0	ISI	n/a	n/a	n/a	n/a
2.5285	0.5	TARGET	1	2	E	Hit
3.0285	1.0	ISI	n/a	n/a	n/a	n/a
3.485	n/a	RESPONSE	n/a	n/a	n/a	n/a
4.0285	0.5	DISTRACTOR	1	3	C	Correct Rejection
4.5285	1.0	ISI	n/a	n/a	n/a	n/a
5.5284	0.5	DISTRACTOR	1	4	B	Correct Rejection
6.0284	1.0	ISI	n/a	n/a	n/a	n/a
7.0284	0.5	DISTRACTOR	1	5	F	Correct Rejection
7.5284	1.0	ISI	n/a	n/a	n/a	n/a
8.5284	0.5	DISTRACTOR	1	6	D	Correct Rejection
9.0284	1.0	ISI	n/a	n/a	n/a	n/a
10.0283	0.5	DISTRACTOR	1	7	A	Correct Rejection
10.5283	1.0	ISI	n/a	n/a	n/a	n/a
11.5283	0.5	DISTRACTOR	1	8	D	Correct Rejection
12.0283	1.0	ISI	n/a	n/a	n/a	n/a
13.0283	0.5	DISTRACTOR	1	9	E	Correct Rejection
13.5283	1.0	ISI	n/a	n/a	n/a	n/a
14.5283	0.5	DISTRACTOR	1	10	A	Correct Rejection
15.0283	1.0	ISI	n/a	n/a	n/a	n/a
16.0282	0.5	DISTRACTOR	1	11	F	Correct Rejection
16.5282	1.0	ISI	n/a	n/a	n/a	n/a
17.5282	0.5	TARGET	1	12	F	Miss
18.0282	1.0	ISI	n/a	n/a	n/a	n/a
19.0282	0.5	TARGET	1	13	F	Hit
19.4717	n/a	RESPONSE	n/a	n/a	n/a	n/a
19.5282	1.0	ISI	n/a	n/a	n/a	n/a
20.5282	0.5	DISTRACTOR	1	14	H	Correct Rejection
21.0281	1.0	ISI	n/a	n/a	n/a	n/a
22.0281	0.5	DISTRACTOR	1	15	B	Correct Rejection
22.5281	1.0	ISI	n/a	n/a	n/a	n/a
23.5281	0.5	DISTRACTOR	1	16	A	Correct Rejection
24.0281	1.0	ISI	n/a	n/a	n/a	n/a
25.0281	0.5	DISTRACTOR	1	17	D	Correct Rejection
25.5281	1.0	ISI	n/a	n/a	n/a	n/a
26.5281	0.5	TARGET	1	18	D	Hit
26.9375	n/a	RESPONSE	n/a	n/a	n/a	n/a
27.028	1.0	ISI	n/a	n/a	n/a	n/a
28.028	0.5	DISTRACTOR	1	19	I	Correct Rejection
28.528	1.0	ISI	n/a	n/a	n/a	n/a
29.528	0.5	DISTRACTOR	1	20	C	Correct Rejection
30.028	1.0	ISI	n/a	n/a	n/a	n/a
31.028	0.5	DISTRACTOR	1	21	H	Correct Rejection
31.528	1.0	ISI	n/a	n/a	n/a	n/a
32.5279	0.5	DISTRACTOR	1	22	C	Correct Rejection
33.0279	1.0	ISI	n/a	n/a	n/a	n/a
34.0279	0.5	TARGET	1	23	C	Hit
34.5152	n/a	RESPONSE	n/a	n/a	n/a	n/a
34.5279	1.0	ISI	n/a	n/a	n/a	n/a
35.5279	0.5	TARGET	1	24	C	Hit
35.8901	n/a	RESPONSE	n/a	n/a	n/a	n/a
36.0279	1.0	ISI	n/a	n/a	n/a	n/a
37.0279	0.5	DISTRACTOR	1	25	B	Correct Rejection
37.5279	1.0	ISI	n/a	n/a	n/a	n/a
38.5278	0.5	DISTRACTOR	1	26	H	Correct Rejection
39.0278	1.0	ISI	n/a	n/a	n/a	n/a
40.0278	0.5	DISTRACTOR	1	27	B	Correct Rejection
40.5278	1.0	ISI	n/a	n/a	n/a	n/a
41.5278	0.5	DISTRACTOR	1	28	H	Correct Rejection
42.0278	1.0	ISI	n/a	n/a	n/a	n/a
43.0278	0.5	DISTRACTOR	1	29	B	False Alarm
43.5277	1.0	ISI	n/a	n/a	n/a	n/a
43.6595	n/a	RESPONSE	n/a	n/a	n/a	n/a
44.5277	0.5	DISTRACTOR	1	30	I	Correct Rejection
45.0277	1.0	ISI	n/a	n/a	n/a	n/a
46.0277	0.5	DISTRACTOR	1	31	D	Correct Rejection
46.5277	1.0	ISI	n/a	n/a	n/a	n/a
47.5277	0.5	DISTRACTOR	1	32	J	Correct Rejection
48.0277	1.0	ISI	n/a	n/a	n/a	n/a
49.0276	0.5	TARGET	1	33	J	Hit
49.4627	n/a	RESPONSE	n/a	n/a	n/a	n/a
49.5276	1.0	ISI	n/a	n/a	n/a	n/a
50.5276	0.5	TARGET	1	34	J	Hit
50.9015	n/a	RESPONSE	n/a	n/a	n/a	n/a
51.0276	1.0	ISI	n/a	n/a	n/a	n/a
52.0276	0.5	TARGET	1	35	J	Hit
52.4683	n/a	RESPONSE	n/a	n/a	n/a	n/a
52.5276	1.0	ISI	n/a	n/a	n/a	n/a
53.5276	0.5	DISTRACTOR	1	36	D	Correct Rejection
54.0275	1.0	ISI	n/a	n/a	n/a	n/a
55.0275	0.5	DISTRACTOR	1	37	C	Correct Rejection
55.5275	1.0	ISI	n/a	n/a	n/a	n/a
56.5275	0.5	DISTRACTOR	1	38	G	Correct Rejection
57.0275	1.0	ISI	n/a	n/a	n/a	n/a
58.0275	0.5	DISTRACTOR	1	39	H	Correct Rejection
58.5275	1.0	ISI	n/a	n/a	n/a	n/a
59.5275	0.5	DISTRACTOR	1	40	B	Correct Rejection
60.0274	1.0	ISI	n/a	n/a	n/a	n/a
61.0274	0.5	DISTRACTOR	1	41	H	Correct Rejection
61.5274	1.0	ISI	n/a	n/a	n/a	n/a
62.5274	0.5	DISTRACTOR	1	42	J	Correct Rejection
63.0274	1.0	ISI	n/a	n/a	n/a	n/a
64.0274	0.5	DISTRACTOR	1	43	D	Correct Rejection
64.5274	1.0	ISI	n/a	n/a	n/a	n/a
65.5273	0.5	TARGET	1	44	D	Hit
65.8971	n/a	RESPONSE	n/a	n/a	n/a	n/a
66.0273	1.0	ISI	n/a	n/a	n/a	n/a
67.0273	0.5	DISTRACTOR	1	45	I	Correct Rejection
67.5273	1.0	ISI	n/a	n/a	n/a	n/a
68.5273	0.5	DISTRACTOR	1	46	E	Correct Rejection
69.0273	1.0	ISI	n/a	n/a	n/a	n/a
70.0273	0.5	DISTRACTOR	1	47	F	Correct Rejection
70.5273	1.0	ISI	n/a	n/a	n/a	n/a
71.5272	0.5	DISTRACTOR	1	48	H	Correct Rejection
72.0272	1.0	ISI	n/a	n/a	n/a	n/a
73.0272	0.5	DISTRACTOR	1	49	J	Correct Rejection
73.5272	1.0	ISI	n/a	n/a	n/a	n/a
74.5272	0.5	DISTRACTOR	1	50	A	Correct Rejection
75.0272	1.0666	ISI	n/a	n/a	n/a	n/a
83.994	n/a	RESPONSE	n/a	n/a	n/a	n/a
84.027	1.0	ISI	n/a	n/a	n/a	n/a
85.027	0.5	DISTRACTOR	2	1	E	Correct Rejection
85.527	1.0	ISI	n/a	n/a	n/a	n/a
86.5269	0.5	DISTRACTOR	2	2	J	Correct Rejection
87.027	1.0	ISI	n/a	n/a	n/a	n/a
88.0269	0.5	DISTRACTOR	2	3	A	Correct Rejection
88.5269	1.0	ISI	n/a	n/a	n/a	n/a
89.5269	0.5	DISTRACTOR	2	4	F	Correct Rejection
90.0269	1.0	ISI	n/a	n/a	n/a	n/a
91.0269	0.5	DISTRACTOR	2	5	F	Correct Rejection
91.5269	1.0	ISI	n/a	n/a	n/a	n/a
92.5269	0.5	DISTRACTOR	2	6	D	Correct Rejection
93.0268	1.0	ISI	n/a	n/a	n/a	n/a
94.0268	0.5	DISTRACTOR	2	7	C	Correct Rejection
94.5268	1.0	ISI	n/a	n/a	n/a	n/a
95.5268	0.5	DISTRACTOR	2	8	G	Correct Rejection
96.0268	1.0	ISI	n/a	n/a	n/a	n/a
97.0268	0.5	DISTRACTOR	2	9	J	Correct Rejection
97.5268	1.0	ISI	n/a	n/a	n/a	n/a
98.5267	0.5	DISTRACTOR	2	10	H	Correct Rejection
99.0267	1.0	ISI	n/a	n/a	n/a	n/a
100.0267	0.5	TARGET	2	11	J	Hit
100.5267	1.0	ISI	n/a	n/a	n/a	n/a
100.8919	n/a	RESPONSE	n/a	n/a	n/a	n/a
101.5267	0.5	DISTRACTOR	2	12	J	Correct Rejection
102.0267	1.0	ISI	n/a	n/a	n/a	n/a
103.0267	0.5	DISTRACTOR	2	13	B	Correct Rejection
103.5266	1.0	ISI	n/a	n/a	n/a	n/a
104.5266	0.5	TARGET	2	14	J	Hit
104.8406	n/a	RESPONSE	n/a	n/a	n/a	n/a
105.0266	1.0	ISI	n/a	n/a	n/a	n/a
106.0266	0.5	DISTRACTOR	2	15	A	Correct Rejection
106.5266	1.0	ISI	n/a	n/a	n/a	n/a
107.5266	0.5	DISTRACTOR	2	16	D	Correct Rejection
108.0266	1.0	ISI	n/a	n/a	n/a	n/a
109.0265	0.5	TARGET	2	17	A	Hit
109.5265	1.0	ISI	n/a	n/a	n/a	n/a
109.8605	n/a	RESPONSE	n/a	n/a	n/a	n/a
110.5265	0.5	DISTRACTOR	2	18	E	Correct Rejection
111.0265	1.0	ISI	n/a	n/a	n/a	n/a
112.0265	0.5	DISTRACTOR	2	19	B	Correct Rejection
112.5265	1.0	ISI	n/a	n/a	n/a	n/a
113.5265	0.5	DISTRACTOR	2	20	D	Correct Rejection
114.0265	1.0	ISI	n/a	n/a	n/a	n/a
115.0264	0.5	DISTRACTOR	2	21	G	Correct Rejection
115.5264	1.0	ISI	n/a	n/a	n/a	n/a
116.5264	0.5	DISTRACTOR	2	22	E	Correct Rejection
117.0264	1.0	ISI	n/a	n/a	n/a	n/a
118.0264	0.5	DISTRACTOR	2	23	I	Correct Rejection
118.5264	1.0	ISI	n/a	n/a	n/a	n/a
