global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
568.1740140884555	n/a	322821.7102853884	n/a	726.3894203561513	n/a	527641.5900053454	n/a	466.8763126931451	n/a	n/a	217973.4913539474	473.7733261858134	647.3784510769252	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0077573599999999	n/a	6.017663416959845e-05	n/a	-0.0255381	n/a	n/a	0.00065219455161	-0.0923516	n/a	n/a	0.00852881802256	-0.00255213	n/a	n/a	6.513367536900001e-06	0.000255042	n/a	6.504642176399999e-08	n/a	0.000641105	n/a	n/a	4.11015621025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
561.1527571073095	-7.021256981145939	314892.4168091351	49.298049595290586	677.7191019914612	-48.67031836469005	459303.1812041127	2368.799889720285	466.6679461773952	-0.2083665157499012	0.0434166048857538	217778.97198942825	471.85783407664366	616.2169353303186	1.461249	38.873104	0.0895695815	0.0370526	-0.0134456217	-0.0132408373	0.0134079819	-0.0290113339	0.046606141	-0.0389718055	0.009603631	-0.1143091905	0.0667329955	-0.0169798964	0.0360834991	-0.0364766709	0.0965690554	0.0005814578	-0.0021240571	0.0042495958	-0.0661248265	0.0820329322	-0.019291257	-0.11101314	0.0097938451	-0.0173926148	0.0028885513	-0.0164074333	0.055957159	-0.0619598789	0.0109351609	-0.0923586467	0.0197816926	-0.0683126147	0.001244061	0.0444848368	-0.0756697194	0.0566306965	-0.0773640132	0.0333185367	-0.0706182721	0.0225808771	-0.1955392238	0.0689435338	-0.0024521817	0.0732542613	-0.0862798401	0.0040620365	-0.0550289084	0.1219090048	-0.0098189155	0.0958180537	-0.0943598657	0.2224571302	-0.0293209979	-0.140957445	0.0452517899	-0.0273527913	0.1036443674	0.0268972798	-0.1042281716	0.2233951337	-0.0131255191	0.0356220627	-0.0789466457	0.0772327089	-0.0038422146	0.0023154127	-0.0155343478	0.0692405533	-0.0256666074	0.0936271301	0.0896901255	-0.0629839096	0.014249436	-0.0198864799	0.0155203806	-0.0015501818	0.0572974957	-0.123309816	0.0365657821	-0.0537368773	0.0412392326	-0.0184115144	0.0456686374	0.0026167116	-0.0537230897	0.0430803323	0.0180628819	-0.0577912386	0.1554773694	-0.1612415316	0.0740115344	-0.0379585854	0.0109132746	-0.0375938212	0.0183777865	-0.0123929157	0.0421789552	-0.0012229914	0.0746805259	-0.0383841937	0.0729165648	0.2722933816	-0.0521069571	0.0395309902	-0.0493316425	0.16430019	-0.060671811	-0.0782949397	0.0934516642	0.0934450686	0.0934340765	0.0934186881	0.0	-6.12515e-05	-0.0078186114999999	3.7517462522499995e-09	6.11306857879307e-05	-0.00897468	0.01656342	0.0002743468820964	8.05448811024e-05	-0.0750269999999999	0.0173246000000001	0.00030014176516	0.0056290507289999	-0.00222712	0.00032501	1.0563150010000009e-07	4.9600634944e-06	0.000430958	0.000175916	1.85724797764e-07	3.094643905600001e-08	0.000184772	-0.0004563329999999	2.0823980688900002e-07	3.4140691984000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
559.0606251921118	-2.092131915197683	312548.782640195	4.377015950588726	671.5216238364663	-6.197478154994883	450941.2912799646	38.40873548163878	465.07987385774055	-1.588072319654657	2.5219736924533227	216299.28906753188	470.1745821346478	614.1056900557467	0.883549	23.504738	0.0532668684999999	0.0276123	-0.0173127311	-0.0170471772	0.0207338424	-0.0525485782	0.005067356	0.0152714947	0.0389211071	-0.0388893873	-0.0505138791	-0.0179956437	-0.0387485845	-0.0048439324	0.0358457642	-1.88002e-05	-0.0046705262	-0.054651912	0.0372432608	0.121413385	0.0815401103	0.0654060608	0.1124059715	0.0279445686	0.0702361134	0.0079859749	0.1541899894	-0.0674383694	-0.0813483513	-0.1319638147	-0.0404497104	-0.0419888202	0.046567695	0.0837453604	0.0472301105	0.0824589993	0.009070345	0.0903128533	-0.030647468	-0.0244606737	-0.0481278491	-0.0574037015	-0.0023515072	0.0166434865	-0.0018809258	0.0494951886	-0.0247027878	0.0019276624	-0.1086919877	0.0202757713	-0.0286315997	-0.0432566942	-0.0485034547	-0.0231750059	-0.1326602404	0.0830847336	-0.022045407	0.0095851182	-0.0992057217	-0.0920499253	-0.0136416642	-0.0359799102	-0.0304176877	0.0354108352	0.0074206918	0.0019406817	-0.0270870648	-0.0973280152	-0.0071176008	0.1156876528	-0.0601188375	-0.0525633659	0.0274791308	-0.0041789964	-0.0725828412	0.149899872	0.0488929924	-0.1066292382	0.0099379978	-0.1288321077	-0.0276853685	0.0895048849	0.081535116	-0.0604857411	-0.0616202024	0.0804931957	0.0777900362	-0.0228357702	0.0479421761	-0.0518974267	0.0262359277	0.0343451933	-0.0428025741	0.0883884651	0.0171892507	-0.0866708243	0.0302239639	0.088645112	-0.0427198915	0.0458141674	0.0006013872	-0.0653690688	-0.1061030793	0.0748393417	-0.0025260057	-0.0050166729	-0.0267557624	0.0702980433	0.0934340765	0.0933747261	0.0932758368	0.0931374504	0.0	-0.0043547	-0.0042934485	1.8963412090000003e-05	1.8433700022152256e-05	-0.0172174	-0.00824272	6.79424329984e-05	0.00029643886276	-0.0499637	0.0250632999999999	0.0006281690068899	0.00249637131769	-0.00211465	0.0001124699999999	1.2649500899999984e-08	4.4717446225e-06	0.000581085	0.0001501269999999	3.37659777225e-07	2.2538116128999985e-08	0.000235523	5.0750999999999975e-05	2.575664000999997e-09	5.547108352899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
558.972486480381	-0.0881387117308349	312450.2406420597	0.0077684325055712	672.7974303230175	1.2758064865511187	452656.3822492556	1.6276821911259098	464.6921835207984	-0.3876903369421711	0.1503037973583341	215938.82542532732	469.7616926052269	615.4176404570209	0.855971	22.771103	0.05491323	0.030166	-0.0159060495	-0.0152169446	0.012073302	-0.0473812185	0.0150936499	-0.0192943735	-0.0024048405	-0.0512097429	0.0112533867	-0.0040309664	-0.0433952258	0.0037945343	0.0216259871	0.0176180234	-0.0613569558	-0.0797537625	-0.0158295474	0.1457973595	-0.0739356722	0.040134786	0.0647391267	-0.0246952343	0.010724275	-0.0629551982	0.0846940322	-0.0616636724	-0.033471904	-0.0986283355	-0.1120686089	-0.0021370687	0.0922964193	0.0576955891	0.0202293775	0.0382082034	0.1148687029	-0.039137314	-0.0513738649	0.07299696	0.0770669943	0.0593473069	0.0449801721	0.0581343301	0.1845124337	-0.0513310852	0.0564256667	-0.0353630771	-0.0905407785	0.0338835064	-0.1084728004	0.0437853645	-0.1436845418	-0.0143593823	-0.1049284737	0.0284391102	0.0334285443	0.0376621513	-0.0216012552	-0.1467620059	-0.0027494473	-0.0379995697	-0.0152754689	0.0274946851	0.021419435	0.0519616896	-0.0736910333	-0.021329548	-0.1203151378	0.0951828169	-0.0532171426	-0.0754478741	0.0221845722	0.0185639218	0.0251139654	0.0879210044	0.0086717955	-0.0588371318	0.042032233	-0.0613529242	0.0304213106	0.1522802245	0.007415442	-0.0366533628	0.0111279721	0.0091934821	0.0942941207	-0.0133351213	0.0111440226	0.1393178722	0.0861756805	-0.0330287029	0.0821287156	-0.0236892295	-0.1049649048	-0.0837229077	0.021500445	0.1715458932	-0.0126090093	-0.0735171241	0.087285485	-0.0469617693	-0.151066048	-0.0271953114	-0.0032804089	-0.0419789004	-0.095951275	0.0975138373	0.0933989044	0.093234094	0.0929596255	0.0925758217	0.0	-0.00497019	-0.0006154899999999	2.47027886361e-05	3.788279400999998e-07	0.00688418	0.02410158	0.0005808861584964	4.739193427240001e-05	-0.0565558	-0.0065921	4.3455782410000046e-05	0.00319855851364	-0.00223543	-0.00012078	1.4587808400000005e-08	4.9971472849e-06	0.000516282	-6.4803e-05	2.66547103524e-07	4.199428808999999e-09	-5.09752e-05	-0.0002864982	8.208121860324e-08	2.59847101504e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
558.6001936528083	-0.3722928275726644	312034.17634895496	0.1386019494620496	670.2711778456986	-2.526252477318849	449263.45185066015	6.381951579159621	465.2060021312481	0.5138186104497322	0.2640095644444936	216416.6244189388	470.2540613304362	614.9322129905875	0.893444	23.767996	0.06549228	0.0371221	-0.0170746574	-0.0350992688	0.0248305704	-0.0672503374	0.0172152797	0.0310757792	0.0174214858	-0.0182597782	0.0012436129	-0.0188641994	-0.0348849259	-0.0015969906	0.0694478932	0.0083145581	-0.0559004011	-0.0114743442	0.0934556808	0.0979771977	0.0368821033	-0.0638154995	-0.0009297264	0.0027926121	0.0088388667	-0.0183943161	0.0899658702	-0.0077596713	-0.0213211228	-0.152225679	0.0120142635	0.0377640456	-0.0929128203	-0.0451175422	0.0166698531	0.092745392	0.0536296324	0.0540163262	0.2213730268	0.015921074	0.06467262	0.1397750891	-0.0135588679	0.0467586636	-0.0103588673	-0.0106692998	0.1516082872	0.1208271706	0.0327009891	-0.0846890066	-0.0472812401	-0.0280806667	0.0600067279	0.1090619258	0.0451764078	-0.0025069911	0.1470355869	-0.0619581825	0.0949014209	0.0497074964	-0.0179800836	-0.0307507783	-0.0344804864	0.0495839681	0.0186844408	0.0441401845	0.0046901391	-0.1008650392	-0.0169512925	0.0819933139	0.065241168	-0.0198105665	-0.0003865475	-0.0368039144	-0.0142009519	0.0464477949	0.071537483	-0.0765993292	0.0022421546	-0.1325712422	-0.0215059416	0.0226744883	0.0217271787	0.0477377821	0.0847615298	0.1365706024	0.0416667628	0.1730263535	-0.1764278703	0.030708657	-0.0037376737	-0.0998773618	-0.0020193563	-0.1629053606	0.0516079612	-0.0203450118	-0.0454602651	-0.0166664551	0.0965135747	0.1015841416	0.0492540507	0.0345299583	0.1590750556	-0.0415850348	0.0396666288	0.0102118653	-0.0007700569	-0.0827548148	0.0933461545	0.0930232783	0.0924859781	0.0917354927	0.0	-0.0105362	-0.00556601	0.00011101151044	3.098046732010001e-05	-0.0209921	-0.02787628	0.0007770869866384	0.00044066826241	-0.0590094	-0.0024535999999999	6.020152959999967e-06	0.0034821092883599	-0.0019046	0.00033083	1.0944848890000005e-07	3.62750116e-06	0.000618121	0.000101839	3.8207357064100003e-07	1.037118192100001e-08	-0.000210234	-0.0001592588	2.5363365377440003e-08	4.4198334756000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
558.3868385623621	-0.2133550904462708	311795.8614796694	0.0455203946193364	671.5286777492008	1.2574999035022074	450950.76503959	1.581306007308061	465.4293345253161	0.2233323940679952	0.0498773582401423	216624.4654366786	470.47423283723737	615.187202623346	0.854363	22.728334	0.03955082	0.0203457	-0.0148604484	-0.0319181867	0.0167344846	-0.0589668336	0.0257269726	0.0031712367	0.0060089337	-0.0216144169	-0.0681571869	-0.0271425056	-0.0322309057	-0.0188322171	0.0701495776	0.0435168795	-0.0119503853	0.0034189998	-0.0447810666	0.0703342722	0.003466956	0.1031035381	0.0535878603	0.1092007692	0.0308090745	-0.0645854518	0.0439295478	-0.067579115	-0.0521488429	-0.0232410607	0.0032309508	-0.1708257395	0.095473064	0.1780950264	0.0120491974	-0.0731497394	0.0142864706	0.0334111007	0.0895665355	-0.0843513454	-0.0876525389	-0.0861819144	-0.0731351652	0.0317518783	0.1650682945	-0.0012624968	0.0551169934	0.0832586489	-0.004357063	0.0454122692	0.0430676118	-0.0845546519	0.0146164938	-0.0248443929	-0.0213783096	0.0577317977	0.0008240215	-0.0022599774	-0.0254723994	0.1826972752	-0.0243470562	-0.0285444925	-0.0475381315	0.05348763	0.0442437185	0.0056592691	-0.0067750983	0.0135958262	-0.017993141	0.0670762241	-0.1109083992	0.0497732758	0.1284674471	0.0143083876	0.0281155948	0.0430913055	0.0115530067	-0.0851605485	0.0035809698	-0.0166897432	0.1042343897	0.1411407108	0.1774034988	-0.0004116825	-0.1345402641	0.0073183988	-0.0241233379	0.1006969506	-0.0465115399	-0.0609542031	-0.0945314837	0.0651492531	0.1043577941	0.059623572	-0.0989572479	0.0105845321	-0.0132076992	0.081424124	0.0199061668	0.0571928127	-0.107331411	-0.0609445622	0.0164897811	-0.0198841565	-0.0354335451	0.0307372293	-0.0102246354	-0.1358189968	0.0932758368	0.0927424375	0.0918556968	0.0906189933	0.0	-0.0107626	-0.0002263999999999	0.00011583355876	5.125695999999994e-08	-0.0052775	0.0157146	0.0002469486531599	2.785200625e-05	-0.0655607	-0.0065513	4.291953169000004e-05	0.00429820538449	-0.00170492	0.00019968	3.9872102400000014e-08	2.9067522064e-06	0.000604604	-1.3517e-05	3.65545996816e-07	1.8270928899999998e-10	-8.22606e-05	0.0001279734	1.6377191107560002e-08	6.7668063123600005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
559.611815784481	1.2249772221189232	313165.3843656039	1.5005691947101938	672.8210553323345	1.292377583133657	452688.1724985163	1.6702398173863926	466.4751086126128	1.0457740872967063	1.0936434416612597	217599.02695514893	471.6415495482959	619.7589105156654	0.997349	26.532127	0.1702698	0.093846	-0.0108171888	-0.0832009907	0.0191663	-0.0650553456	0.0777984288	0.0329220105	0.0098531564	-0.0876405284	-0.036646755	-0.053237351	0.0139213739	-0.0643885675	0.1332537851	0.0857384335	0.032116405	0.0950393631	-0.0511995565	-0.0075253266	0.084668335	0.0342170355	-0.0895545025	0.0012711218	-0.0557973917	-0.0423902181	0.090283142	-0.0410214698	0.101216447	0.0260421183	-0.0884717044	-0.0142468043	-0.046654788	-0.0621532633	0.0047939446	-0.1193813683	0.0006293955	0.0648944305	-0.0035449846	-0.1373898105	0.1429179367	-0.0536235069	0.0478754408	-0.0953092039	0.0220678223	-0.0620244196	-0.1437660711	0.0805303319	-0.101936375	0.1090380368	-0.0960727832	0.0666860626	0.0980091528	-0.0247078152	-0.124681672	0.0329078749	0.0280766405	0.0612764	-0.0376337507	-0.0153025873	-0.0485843114	0.0164651942	-0.1081982706	0.0892001323	0.0911403767	-0.0422531891	0.0331808939	0.0670465488	0.071762351	0.0488081463	0.0121183847	0.0665742901	-0.1055235892	-0.1074049954	0.0380698623	0.1068740919	0.023516286	0.0750503256	0.10522315	0.0188936208	0.0003902419	-0.0277759054	0.0108614406	0.0537112963	-0.0236961316	-0.0679994668	-0.0078271649	-0.0750451956	-0.1933831447	0.0187162062	-0.0205551194	0.0741416959	-0.0882183728	0.1033310939	-0.0208082078	0.027841368	0.1209980447	0.1778033788	0.0120197314	-0.0408460247	0.0575564813	0.0887592888	-0.0678297619	0.1482271623	-0.0131055321	0.0226564711	-0.0169227727	0.0020114436	0.0931879645	0.0923917831	0.091069849	0.0892296847	0.0	0.00400297	0.01476557	1.60237688209e-05	0.0002180220574249	0.0142459	0.0195234	0.00038116314756	0.00020294566681	-0.110555	-0.0449943	0.00202448703249	0.012222408025	-0.000314437	0.001390483	1.9334429732890004e-06	9.8870626969e-08	0.000939203	0.000334599	8.82102275209e-07	1.11956490801e-07	1.2388e-05	9.46486e-05	8.958357481960001e-09	1.5346254400000003e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
557.7094102679704	-1.902405516510612	311039.7863014473	3.619146749250009	667.9315741386708	-4.8894811936636415	446132.5877313627	23.907026343190427	464.7091349710912	-1.7659736415216116	3.1186629025491017	215954.58012557987	469.7581589884511	612.8737249942362	0.92348	24.567032	0.081198756	0.0447107	-0.0145396543	-0.0909563146	0.0143783292	-0.0859819043	0.0615172172	0.0377853606	-0.0718998699	-0.0405696489	-0.0045380792	-0.0410002392	-0.0665817182	-0.0482238801	0.0700216297	0.0304960267	-0.0030490946	-0.0229483626	-0.0580977498	-0.0154172071	-0.0659728441	0.0521169458	-0.1650793543	0.0146163685	-0.0254923794	-0.063584968	0.0568322977	0.0683412666	0.1425889978	-0.0669828184	-0.0022613768	0.0431643622	-0.0200941266	0.0110627754	-0.0242995413	0.0327180505	-0.0608464506	0.0455146228	0.0144705974	-0.0842330125	0.0499871686	-0.106505698	0.1191718552	-0.0073670545	0.0388074652	-0.0793578116	-0.0144480012	-0.0406257378	0.0475720709	0.0413839455	-0.0176635935	0.007197186	-0.2223702564	-0.0093725989	0.3001170759	-0.0589745466	-0.0199450734	-0.0148084365	-0.0100205636	-0.0193560439	-0.0379433216	-0.064715637	-0.0815913419	0.0458287476	0.0169886086	0.0201566459	-0.062492247	0.0999378409	-0.0535438743	-0.0363988611	-0.0049200344	0.1118823728	-0.0338696009	-0.0916888335	0.0765567197	0.023721006	0.1111060193	0.0010375925	0.0119623302	0.0122975846	0.0196472883	-0.0732506231	-0.0750252984	0.0254172228	-0.004731262	0.0514739803	-0.0036359773	-0.0799197083	-0.0848947093	-0.0174597787	0.0970105412	0.1065384033	-0.0691433586	-0.0554026219	-0.1063770925	0.0193632933	-0.017217608	-0.0341655811	-0.0579513576	-0.0156218255	-0.0143810875	0.0191283099	-0.0559955185	-0.331769995	0.0964344851	0.0739881803	-0.0208812096	-0.0330955909	0.0930825541	0.091971579	0.0901297655	0.0875717494	0.0	-0.00506902	-0.0090719899999999	2.56949637604e-05	8.230100256009997e-05	0.000919084	-0.013326816	0.0001776040246978	8.447153990560001e-07	-0.119856	-0.009301	8.650860100000007e-05	0.014365460736	0.000358538	0.0006729749999999	4.528953506249999e-07	1.2854949744399998e-07	0.0008322069999999	-0.0001069960000001	6.925684908488335e-07	1.14481440160214e-08	-0.00019762	-0.000210008	4.4103360064e-08	3.90536644e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
557.6767116293996	-0.0326986385707641	311003.31469378056	0.0010692009643814	665.8298440444104	-2.1017300942604606	443329.3812202038	4.417269389120085	463.86040667574736	-0.8487282953438466	0.7203397193172718	215166.4768813897	468.9291724928436	615.0865984267215	0.8437789999999998	22.446756	0.056666346	0.0295483	-0.014500906	-0.1012268609	0.0185053644	-0.0865598691	0.0519122241	0.060825579	-0.0600477036	-0.0485092813	0.0320161919	-0.0223689011	-0.0958888624	-0.0247156331	0.0618233361	0.0724961091	-0.1292532207	-0.0456522591	0.0290216428	0.0061534257	-0.0328981438	0.0198275323	-0.0818204167	-0.0843756522	0.0732647114	-0.0052020987	0.0051172624	0.0056794506	-0.0178959263	-0.1396585939	-0.0311773763	-0.0003683002	-0.0152972175	0.0447375504	-0.0158890945	-0.1024327148	-0.0209559642	0.0703104214	-0.006485607	0.0632421102	-0.0144624541	0.034520232	0.1106828993	-0.0785352466	-0.1182829944	0.0861350143	-0.0196007233	-0.047700196	0.0413690962	-0.130471517	0.1204573423	0.0528948915	-0.0916780408	-0.0470435613	0.0917735445	-0.0175203545	-0.0922690511	0.0209441516	-0.0866169344	-0.0468716116	-0.024424298	-0.0851869326	-0.0566144424	0.034820073	0.0695074863	0.1208928075	-0.0630165033	-0.012493509	-0.0511058612	-0.0123423723	0.0223601607	0.0544096959	-0.0753849028	0.0090587877	-0.0098840343	0.0071098731	-0.0024827343	-0.0617347481	0.0082503182	-0.1354765883	0.0364531711	-0.062872771	-0.0394454428	0.0266722978	-0.1042039756	-0.0316290064	0.0457575557	0.0282388287	0.0138673716	0.0629067803	0.1320890699	-0.0230006892	-0.0694401021	0.0352286724	-0.0130432439	0.0001704825	-0.0174750819	-0.1770084144	0.0377793399	0.0687318046	-0.0215216369	-0.029880317	0.0016304595	-0.0062676656	0.0174091182	0.0047713524	-0.0250487761	0.0597382958	0.0929596255	0.0914821417	0.0890370386	0.0856501786	0.0	-0.0105685	-0.00549948	0.00011169319225	3.02442802704e-05	0.022431	0.021511916	0.000462762529991	0.0005031497609999	-0.10897	0.010886	0.000118504996	0.0118744609	0.000417517	5.897900000000002e-05	3.478522441000002e-09	1.74320445289e-07	0.000525164	-0.0003070429999999	2.75797226896e-07	9.427540384893863e-08	-0.000188263	9.356999999999983e-06	8.755344899999972e-11	3.5442957169000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
557.468023250965	-0.2086883784346582	310770.59694733843	0.0435508392936871	666.4835626079041	0.6537185634937259	444200.33922652405	0.4273479602563005	464.17335652730753	0.3129498515601767	0.0979376095915366	215456.90490982696	469.1950635643904	615.6838703921087	0.8104289999999998	21.559563	0.02636487	0.0131284	-0.0124115835	-0.0968517891	0.0145266689	-0.0790621544	0.0442504824	0.0682305246	-0.0351170769	0.0022834888	-0.109735583	-0.0237472079	-0.0841211244	-0.0497207577	0.0464714352	0.0789716797	-0.0418097966	-0.0988106608	0.0151677977	-0.0463945345	0.0291098551	0.130155389	0.0706851578	0.0327186524	-0.1189405345	0.0090069429	-0.0727341847	0.0343620847	0.0941170826	-0.0325450136	0.0525267927	0.0083080559	0.0023226551	-0.0404179277	-0.0139094455	-0.020054454	-0.0278122375	-0.0369924136	0.0853317037	0.0324109812	0.0583334305	0.0682491796	-0.0967224319	-0.0476148786	-0.0189918359	-0.0532506251	-0.0498523334	-0.1037158052	0.0458068105	0.1236930771	-0.0270592496	-0.0481225267	0.0842496985	-0.0622147384	-0.065660642	0.0501210728	-0.0292755274	0.0648476179	-0.0595113866	0.0502099139	-0.0213558909	-0.0773613355	-0.064827915	0.011508948	0.0790507612	0.0326554709	-0.0939534058	-0.0482292057	0.0226285385	-0.0420430209	-0.1471408364	-0.0271327555	0.0484332431	-0.0980601943	0.0025078438	-0.0823905528	0.0453857448	0.0465343706	0.0500885458	0.0236335527	0.0166812371	-0.0412946776	-0.0188186052	-0.0107099244	0.0462187741	-0.024695035	-0.0780159526	0.0284698317	-0.0725292535	0.0494674775	-0.0799105905	-0.1188079667	-0.0353674299	-0.0515439925	0.0945773329	0.0924641705	0.0052607676	0.0337835284	-0.1120028574	-0.0748081723	-0.0848130755	0.0215087289	-0.0870359063	0.0783153576	-0.0676897978	0.0190620065	-0.0046705192	0.0108513684	0.0928192018	0.0909238394	0.0877935189	0.0834707573	0.0	-0.0111731	-0.0006046	0.00012483816361	3.655411600000003e-07	0.0246493	0.0022182999999999	4.920854889999998e-06	0.00060758799049	-0.100268	0.008702	7.572480400000002e-05	0.0100536718239999	0.000355267	-6.225000000000002e-05	3.875062500000002e-09	1.2621464128899998e-07	0.000632303	0.000107139	3.9980708380900004e-07	1.1478765321000004e-08	-6.08526e-05	0.0001274104	1.623341002816e-08	3.70303892676e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
