onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0328	1.0	ISI	n/a	n/a	n/a	n/a
1.0328	0.5	DISTRACTOR	1	1	B	Correct Rejection
1.5328	1.0	ISI	n/a	n/a	n/a	n/a
2.5328	0.5	DISTRACTOR	1	2	G	Correct Rejection
3.0328	1.0	ISI	n/a	n/a	n/a	n/a
4.0328	0.5	DISTRACTOR	1	3	A	Correct Rejection
4.5328	1.0	ISI	n/a	n/a	n/a	n/a
5.5328	0.5	TARGET	1	4	A	Hit
5.9062	n/a	RESPONSE	n/a	n/a	n/a	n/a
6.0328	1.0	ISI	n/a	n/a	n/a	n/a
7.0328	0.5	DISTRACTOR	1	5	J	Correct Rejection
7.5328	1.0	ISI	n/a	n/a	n/a	n/a
8.5329	0.5	DISTRACTOR	1	6	C	Correct Rejection
9.0328	1.0	ISI	n/a	n/a	n/a	n/a
10.0329	0.5	DISTRACTOR	1	7	D	Correct Rejection
10.5328	1.0	ISI	n/a	n/a	n/a	n/a
11.5328	0.5	DISTRACTOR	1	8	B	Correct Rejection
12.0329	1.0	ISI	n/a	n/a	n/a	n/a
13.0329	0.5	DISTRACTOR	1	9	I	Correct Rejection
13.5329	1.0	ISI	n/a	n/a	n/a	n/a
14.5329	0.5	TARGET	1	10	I	Hit
15.005	n/a	RESPONSE	n/a	n/a	n/a	n/a
15.0329	1.0	ISI	n/a	n/a	n/a	n/a
16.0329	0.5	DISTRACTOR	1	11	J	Correct Rejection
16.5329	3.65	ISI	n/a	n/a	n/a	n/a
20.183	2.0	DISTRACTOR	1	12	D	Correct Rejection
22.1829	1.0167	ISI	n/a	n/a	n/a	n/a
23.1996	0.5	DISTRACTOR	1	13	J	Correct Rejection
23.6996	1.0167	ISI	n/a	n/a	n/a	n/a
24.7163	0.5167	DISTRACTOR	1	14	C	Correct Rejection
25.233	1.0166	ISI	n/a	n/a	n/a	n/a
26.2496	0.5167	DISTRACTOR	1	15	J	Correct Rejection
26.7663	1.0167	ISI	n/a	n/a	n/a	n/a
27.783	0.5167	DISTRACTOR	1	16	I	Correct Rejection
28.2997	1.0166	ISI	n/a	n/a	n/a	n/a
29.3163	0.5167	DISTRACTOR	1	17	B	Correct Rejection
29.833	1.0167	ISI	n/a	n/a	n/a	n/a
30.8497	0.5167	DISTRACTOR	1	18	F	Correct Rejection
31.3663	1.0167	ISI	n/a	n/a	n/a	n/a
32.383	0.5167	DISTRACTOR	1	19	D	Correct Rejection
32.8997	1.0167	ISI	n/a	n/a	n/a	n/a
33.9164	0.5167	DISTRACTOR	1	20	B	Correct Rejection
34.4331	1.0167	ISI	n/a	n/a	n/a	n/a
35.4497	0.5166	DISTRACTOR	1	21	H	Correct Rejection
35.9664	1.0167	ISI	n/a	n/a	n/a	n/a
36.9831	0.5167	TARGET	1	22	H	Hit
37.4997	1.0167	ISI	n/a	n/a	n/a	n/a
38.1357	n/a	RESPONSE	n/a	n/a	n/a	n/a
38.5164	0.5167	DISTRACTOR	1	23	C	Correct Rejection
39.0331	1.0166	ISI	n/a	n/a	n/a	n/a
40.0497	0.5167	TARGET	1	24	C	Hit
40.4343	n/a	RESPONSE	n/a	n/a	n/a	n/a
40.5664	1.0167	ISI	n/a	n/a	n/a	n/a
41.5831	0.5167	DISTRACTOR	1	25	E	Correct Rejection
42.0998	1.0167	ISI	n/a	n/a	n/a	n/a
43.1165	0.5167	DISTRACTOR	1	26	B	Correct Rejection
43.6331	1.0167	ISI	n/a	n/a	n/a	n/a
44.6498	0.5166	DISTRACTOR	1	27	C	Correct Rejection
45.1664	1.0167	ISI	n/a	n/a	n/a	n/a
46.1832	0.5167	DISTRACTOR	1	28	E	Correct Rejection
46.6998	1.0167	ISI	n/a	n/a	n/a	n/a
47.7165	0.5166	DISTRACTOR	1	29	D	Correct Rejection
48.2331	1.0167	ISI	n/a	n/a	n/a	n/a
49.2498	0.5167	TARGET	1	30	D	Hit
49.6131	n/a	RESPONSE	n/a	n/a	n/a	n/a
49.7665	1.0167	ISI	n/a	n/a	n/a	n/a
50.7832	0.5167	TARGET	1	31	D	Hit
51.2999	1.0167	ISI	n/a	n/a	n/a	n/a
52.1671	n/a	RESPONSE	n/a	n/a	n/a	n/a
52.3165	0.5167	DISTRACTOR	1	32	G	Correct Rejection
52.8332	1.0166	ISI	n/a	n/a	n/a	n/a
53.8498	0.5167	DISTRACTOR	1	33	J	Correct Rejection
54.3666	1.0166	ISI	n/a	n/a	n/a	n/a
55.3832	0.5167	TARGET	1	34	J	Hit
55.7588	n/a	RESPONSE	n/a	n/a	n/a	n/a
55.8999	1.0167	ISI	n/a	n/a	n/a	n/a
56.9166	0.5167	DISTRACTOR	1	35	C	Correct Rejection
57.4332	1.0166	ISI	n/a	n/a	n/a	n/a
58.4499	0.5167	DISTRACTOR	1	36	H	Correct Rejection
58.9666	1.0167	ISI	n/a	n/a	n/a	n/a
59.9833	0.5167	DISTRACTOR	1	37	E	Correct Rejection
60.4999	1.0167	ISI	n/a	n/a	n/a	n/a
61.5166	0.5166	TARGET	1	38	E	Hit
61.8406	n/a	RESPONSE	n/a	n/a	n/a	n/a
62.0332	1.0167	ISI	n/a	n/a	n/a	n/a
63.0499	0.5167	TARGET	1	39	E	Hit
63.5666	1.0167	ISI	n/a	n/a	n/a	n/a
63.852	n/a	RESPONSE	n/a	n/a	n/a	n/a
64.5833	0.5167	DISTRACTOR	1	40	H	Correct Rejection
65.1	1.0167	ISI	n/a	n/a	n/a	n/a
66.1167	0.5167	DISTRACTOR	1	41	G	Correct Rejection
66.6333	1.0167	ISI	n/a	n/a	n/a	n/a
67.65	0.5167	DISTRACTOR	1	42	J	Correct Rejection
68.1667	1.0166	ISI	n/a	n/a	n/a	n/a
69.1833	0.5167	DISTRACTOR	1	43	H	Correct Rejection
69.7	1.0167	ISI	n/a	n/a	n/a	n/a
70.7167	0.5167	DISTRACTOR	1	44	E	Correct Rejection
71.2334	1.0167	ISI	n/a	n/a	n/a	n/a
72.25	0.5167	TARGET	1	45	E	Hit
72.6156	n/a	RESPONSE	n/a	n/a	n/a	n/a
72.7667	1.0167	ISI	n/a	n/a	n/a	n/a
73.7834	0.5167	DISTRACTOR	1	46	A	Correct Rejection
74.3001	1.0166	ISI	n/a	n/a	n/a	n/a
