onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.028	1.0	ISI	n/a	n/a	n/a	n/a
1.028	0.5	DISTRACTOR	1	1	C	Correct Rejection
1.528	1.0	ISI	n/a	n/a	n/a	n/a
2.528	0.5	DISTRACTOR	1	2	G	Correct Rejection
3.0279	1.0	ISI	n/a	n/a	n/a	n/a
4.0279	0.5	TARGET	1	3	G	Hit
4.5279	1.0	ISI	n/a	n/a	n/a	n/a
4.5729	n/a	RESPONSE	n/a	n/a	n/a	n/a
5.5279	0.5	DISTRACTOR	1	4	H	Correct Rejection
6.0279	1.0	ISI	n/a	n/a	n/a	n/a
7.0279	0.5	TARGET	1	5	H	Hit
7.4828	n/a	RESPONSE	n/a	n/a	n/a	n/a
7.5279	1.0	ISI	n/a	n/a	n/a	n/a
8.5279	0.5	DISTRACTOR	1	6	F	Correct Rejection
9.0278	1.0	ISI	n/a	n/a	n/a	n/a
10.0278	0.5	TARGET	1	7	F	Hit
10.5278	1.0	ISI	n/a	n/a	n/a	n/a
10.6328	n/a	RESPONSE	n/a	n/a	n/a	n/a
11.5278	0.5	DISTRACTOR	1	8	I	Correct Rejection
12.0278	1.0	ISI	n/a	n/a	n/a	n/a
13.0278	0.5	DISTRACTOR	1	9	D	Correct Rejection
13.5278	1.0	ISI	n/a	n/a	n/a	n/a
14.5278	0.5	DISTRACTOR	1	10	B	Correct Rejection
15.0277	1.0	ISI	n/a	n/a	n/a	n/a
16.0277	0.5	DISTRACTOR	1	11	H	Correct Rejection
16.5277	1.0	ISI	n/a	n/a	n/a	n/a
17.5277	0.5	DISTRACTOR	1	12	C	Correct Rejection
18.0277	1.0	ISI	n/a	n/a	n/a	n/a
19.0277	0.5	DISTRACTOR	1	13	I	Correct Rejection
19.5277	1.0	ISI	n/a	n/a	n/a	n/a
20.5276	0.5	DISTRACTOR	1	14	B	Correct Rejection
21.0276	1.0	ISI	n/a	n/a	n/a	n/a
22.0276	0.5	DISTRACTOR	1	15	H	Correct Rejection
22.5276	1.0	ISI	n/a	n/a	n/a	n/a
23.5276	0.5	DISTRACTOR	1	16	D	Correct Rejection
24.0276	1.0	ISI	n/a	n/a	n/a	n/a
25.0276	0.5	TARGET	1	17	D	Hit
25.3587	n/a	RESPONSE	n/a	n/a	n/a	n/a
25.5276	1.0	ISI	n/a	n/a	n/a	n/a
26.5275	0.5	TARGET	1	18	D	Hit
27.0275	1.0	ISI	n/a	n/a	n/a	n/a
27.0856	n/a	RESPONSE	n/a	n/a	n/a	n/a
28.0275	0.5	DISTRACTOR	1	19	G	Correct Rejection
28.5275	1.0	ISI	n/a	n/a	n/a	n/a
29.5275	0.5	DISTRACTOR	1	20	I	Correct Rejection
30.0275	1.0	ISI	n/a	n/a	n/a	n/a
31.0275	0.5	DISTRACTOR	1	21	D	Correct Rejection
31.5275	1.0	ISI	n/a	n/a	n/a	n/a
32.5274	0.5	DISTRACTOR	1	22	E	Correct Rejection
33.0274	1.0	ISI	n/a	n/a	n/a	n/a
34.0274	0.5	DISTRACTOR	1	23	B	Correct Rejection
34.5274	1.0	ISI	n/a	n/a	n/a	n/a
35.5274	0.5	DISTRACTOR	1	24	C	Correct Rejection
36.0274	1.0	ISI	n/a	n/a	n/a	n/a
37.0274	0.5	DISTRACTOR	1	25	I	Correct Rejection
37.5273	1.0	ISI	n/a	n/a	n/a	n/a
38.5273	0.5	DISTRACTOR	1	26	H	Correct Rejection
39.0273	1.0	ISI	n/a	n/a	n/a	n/a
40.0273	0.5	DISTRACTOR	1	27	E	Correct Rejection
40.5273	1.0	ISI	n/a	n/a	n/a	n/a
41.5273	0.5	DISTRACTOR	1	28	J	Correct Rejection
42.0273	1.0	ISI	n/a	n/a	n/a	n/a
43.0272	0.5	DISTRACTOR	1	29	B	Correct Rejection
43.5273	1.0	ISI	n/a	n/a	n/a	n/a
44.5272	0.5	DISTRACTOR	1	30	J	Correct Rejection
45.0272	1.0	ISI	n/a	n/a	n/a	n/a
46.0272	0.5	DISTRACTOR	1	31	H	Correct Rejection
