onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0225	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0392	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.5392	1.7666	T_INK	1	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
3.2937	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
3.3058	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.8058	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.8058	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.3058	1.4666	T_INK	2	Incongruent	czerwony	red	zielony	green	hit	n/a
6.7631	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
6.7724	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.2724	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.2724	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.7724	0.9667	T_INK	3	Incongruent	zielony	green	czerwony	red	hit	n/a
9.721	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
9.739	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.239	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.239	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.739	0.9166	T_INK	4	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
12.6468	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
12.6556	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.1556	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.1556	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
