onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0208	1.0	ISI	n/a	n/a	n/a	n/a
1.0208	0.5	DISTRACTOR	1	1	C	Correct Rejection
1.5208	1.0	ISI	n/a	n/a	n/a	n/a
2.5208	0.5	DISTRACTOR	1	2	J	Correct Rejection
3.0208	1.0	ISI	n/a	n/a	n/a	n/a
4.0208	0.5	DISTRACTOR	1	3	A	Correct Rejection
4.5208	1.0	ISI	n/a	n/a	n/a	n/a
5.5208	0.5	TARGET	1	4	A	Hit
5.9348	n/a	RESPONSE	n/a	n/a	n/a	n/a
6.0208	1.0	ISI	n/a	n/a	n/a	n/a
7.0208	0.5	DISTRACTOR	1	5	J	Correct Rejection
7.5208	1.0	ISI	n/a	n/a	n/a	n/a
8.5208	0.5	DISTRACTOR	1	6	D	Correct Rejection
9.0208	1.0	ISI	n/a	n/a	n/a	n/a
10.0208	0.5	DISTRACTOR	1	7	A	Correct Rejection
10.5208	1.0	ISI	n/a	n/a	n/a	n/a
11.5209	0.5	DISTRACTOR	1	8	E	Correct Rejection
12.0209	1.0	ISI	n/a	n/a	n/a	n/a
13.0209	0.5	TARGET	1	9	E	Hit
13.5209	1.0	ISI	n/a	n/a	n/a	n/a
13.5811	n/a	RESPONSE	n/a	n/a	n/a	n/a
14.5209	0.5	DISTRACTOR	1	10	D	Correct Rejection
15.0209	1.0	ISI	n/a	n/a	n/a	n/a
16.0209	0.5	DISTRACTOR	1	11	I	Correct Rejection
16.5209	1.0	ISI	n/a	n/a	n/a	n/a
17.5209	0.5	DISTRACTOR	1	12	B	Correct Rejection
18.0209	1.0	ISI	n/a	n/a	n/a	n/a
19.0209	0.5	DISTRACTOR	1	13	A	Correct Rejection
19.5209	1.0	ISI	n/a	n/a	n/a	n/a
20.5209	0.5	TARGET	1	14	A	Hit
20.9876	n/a	RESPONSE	n/a	n/a	n/a	n/a
21.0209	1.0	ISI	n/a	n/a	n/a	n/a
22.0209	0.5	DISTRACTOR	1	15	C	Correct Rejection
22.5209	1.0	ISI	n/a	n/a	n/a	n/a
23.5209	0.5	DISTRACTOR	1	16	E	Correct Rejection
24.0209	1.0	ISI	n/a	n/a	n/a	n/a
25.021	0.5	DISTRACTOR	1	17	J	Correct Rejection
25.521	1.0	ISI	n/a	n/a	n/a	n/a
26.521	0.5	DISTRACTOR	1	18	E	Correct Rejection
27.021	1.0	ISI	n/a	n/a	n/a	n/a
28.021	0.5	DISTRACTOR	1	19	F	Correct Rejection
28.521	1.0	ISI	n/a	n/a	n/a	n/a
29.521	0.5	DISTRACTOR	1	20	H	Correct Rejection
30.021	1.0	ISI	n/a	n/a	n/a	n/a
31.021	0.5	DISTRACTOR	1	21	D	Correct Rejection
31.521	1.0167	ISI	n/a	n/a	n/a	n/a
32.5377	0.5167	TARGET	1	22	D	Hit
33.0543	1.0167	ISI	n/a	n/a	n/a	n/a
33.161	n/a	RESPONSE	n/a	n/a	n/a	n/a
34.071	0.5167	TARGET	1	23	D	Hit
34.5877	1.0167	ISI	n/a	n/a	n/a	n/a
34.6487	n/a	RESPONSE	n/a	n/a	n/a	n/a
35.6044	0.5167	DISTRACTOR	1	24	B	Correct Rejection
36.121	1.0167	ISI	n/a	n/a	n/a	n/a
37.1377	0.5167	DISTRACTOR	1	25	J	Correct Rejection
37.6544	1.0167	ISI	n/a	n/a	n/a	n/a
38.6711	0.5167	DISTRACTOR	1	26	H	Correct Rejection
39.1877	1.0167	ISI	n/a	n/a	n/a	n/a
40.2044	0.5167	TARGET	1	27	H	Hit
40.5515	n/a	RESPONSE	n/a	n/a	n/a	n/a
40.7211	1.0167	ISI	n/a	n/a	n/a	n/a
41.7377	0.5167	DISTRACTOR	1	28	E	Correct Rejection
42.2544	1.0167	ISI	n/a	n/a	n/a	n/a
43.2711	0.5167	DISTRACTOR	1	29	J	Correct Rejection
43.7878	1.0167	ISI	n/a	n/a	n/a	n/a
44.8044	0.5167	DISTRACTOR	1	30	H	False Alarm
45.2545	n/a	RESPONSE	n/a	n/a	n/a	n/a
45.3211	1.0167	ISI	n/a	n/a	n/a	n/a
46.3378	0.5167	TARGET	1	31	H	Hit
46.8544	1.0167	ISI	n/a	n/a	n/a	n/a
47.6861	n/a	RESPONSE	n/a	n/a	n/a	n/a
47.8711	0.5167	DISTRACTOR	1	32	I	Correct Rejection
48.3878	1.0167	ISI	n/a	n/a	n/a	n/a
49.4045	0.5167	DISTRACTOR	1	33	G	Correct Rejection
49.9211	1.0167	ISI	n/a	n/a	n/a	n/a
50.9378	0.5167	DISTRACTOR	1	34	C	Correct Rejection
51.4545	1.0167	ISI	n/a	n/a	n/a	n/a
52.4712	0.5167	DISTRACTOR	1	35	F	Correct Rejection
52.9878	1.0167	ISI	n/a	n/a	n/a	n/a
54.0045	0.5167	TARGET	1	36	F	Hit
54.5212	1.0167	ISI	n/a	n/a	n/a	n/a
54.7245	n/a	RESPONSE	n/a	n/a	n/a	n/a
55.5378	0.5167	DISTRACTOR	1	37	B	Correct Rejection
56.0545	1.0167	ISI	n/a	n/a	n/a	n/a
