onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.053	1.0334	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0863	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.603	0.7333	T_INK	1	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
2.301	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
2.3363	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.853	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.8697	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.3863	0.75	T_INK	2	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
5.1132	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
5.1363	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.653	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.6697	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.1863	0.7667	T_INK	3	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
7.9253	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
7.953	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.4697	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.4864	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.003	0.8	T_INK	4	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
10.7695	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
10.803	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.3197	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.3364	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.853	0.6333	T_INK	5	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
13.4539	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
13.4864	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.003	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.0197	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.5364	0.9	T_INK	6	Incongruent	żółty	yellow	zielony	green	hit	n/a
16.4099	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
16.4364	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.9531	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.9697	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.4864	0.7333	T_INK	7	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
19.1901	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
19.2197	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.7364	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.7531	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.2698	0.6	T_INK	8	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
21.8426	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
21.8698	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.3864	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.4031	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.9198	0.5	T_INK	9	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	incorrect	n/a
24.3992	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
24.4198	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.9365	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.9531	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26.4698	0.5667	T_INK	10	Incongruent	zielony	green	żółty	yellow	hit	n/a
27.0038	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
27.0365	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.5531	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.5698	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.0865	0.8833	T_INK	11	Incongruent	czerwony	red	niebieski	blue	hit	n/a
29.9439	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
29.9698	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.4865	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.5032	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.0198	0.7	T_INK	12	Incongruent	zielony	green	czerwony	red	hit	n/a
32.6922	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
32.7198	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.2365	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
38.7322	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
38.7866	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
39.8032	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.3199	0.85	INK	1	Incongruent	czerwony	red	zielony	green	hit	n/a
41.1449	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
41.1699	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.1866	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.7032	0.7	INK	2	Incongruent	czerwony	red	niebieski	blue	hit	n/a
43.382	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
43.4032	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
44.4199	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
44.9366	0.6167	INK	3	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
45.5231	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
45.5533	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
46.5699	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.0866	0.6833	INK	4	Incongruent	żółty	yellow	czerwony	red	hit	n/a
47.744	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
47.7699	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.7866	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.3033	0.6833	INK	5	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
49.9652	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
49.9866	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
51.0033	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
51.52	0.5	INK	6	Incongruent	żółty	yellow	zielony	green	hit	n/a
51.9944	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
52.02	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
53.0366	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
53.5533	0.5333	INK	7	Incongruent	czerwony	red	żółty	yellow	hit	n/a
54.0557	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
54.0867	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.1033	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.62	0.6667	INK	8	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
56.2607	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
56.2867	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.3033	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.82	0.65	INK	9	Incongruent	czerwony	red	zielony	green	hit	n/a
58.4498	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
58.47	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.4867	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
60.0033	0.6167	INK	10	Incongruent	niebieski	blue	zielony	green	hit	n/a
60.5909	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
60.62	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.6367	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.1534	0.5167	INK	11	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
62.6362	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
62.67	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.6867	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.2034	0.6667	INK	12	Incongruent	zielony	green	żółty	yellow	hit	n/a
64.8412	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
64.8701	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
65.8867	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.4034	0.6333	INK	13	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
67.0145	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
67.0367	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.0534	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.5701	0.6167	INK	14	Incongruent	zielony	green	czerwony	red	hit	n/a
69.1555	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
69.1867	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.2034	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.7201	0.5167	INK	15	Incongruent	zielony	green	czerwony	red	hit	n/a
71.2168	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
71.2368	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
72.2534	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
72.7701	0.6667	INK	16	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
73.4059	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
73.4368	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.4534	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.9701	0.4666	INK	17	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
75.4192	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
75.4368	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
76.4535	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
76.9701	0.7	INK	18	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
77.6403	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
77.6701	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
