onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0571	1.0334	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0905	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.6071	1.6834	T_INK	1	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
3.2605	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
3.2905	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.8072	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.8238	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.3405	0.8	T_INK	2	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
6.1055	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
6.1405	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.6572	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.6739	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.1905	0.85	T_INK	3	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
9.0143	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
9.0405	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.5572	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.5739	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.0906	0.9167	T_INK	4	Incongruent	zielony	green	niebieski	blue	hit	n/a
11.9712	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
12.0072	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.5239	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.5406	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.0573	0.8667	T_INK	5	Incongruent	czerwony	red	niebieski	blue	hit	n/a
14.8959	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
14.9239	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.4406	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.4573	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.9739	0.6667	T_INK	6	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
17.613	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
17.6406	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.1573	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.174	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.6906	0.7667	T_INK	7	Incongruent	czerwony	red	zielony	green	hit	n/a
20.426	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
20.4573	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.974	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.9907	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.5073	0.45	T_INK	8	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
22.9353	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
22.9574	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.474	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.4907	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.0074	0.7334	T_INK	9	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
25.7163	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
25.7407	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26.2574	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.2741	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.7907	0.6833	T_INK	10	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
28.4494	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
28.4741	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.9908	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.0074	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.5241	0.7833	T_INK	11	Incongruent	niebieski	blue	zielony	green	hit	n/a
31.2783	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
31.3074	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.8241	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.8408	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.3575	0.9667	T_INK	12	Incongruent	zielony	green	czerwony	red	hit	n/a
34.2991	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
34.3241	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
34.8408	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.4023	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.4575	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.4742	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.9909	0.7167	INK	1	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
44.6878	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
44.7076	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.7243	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
46.2409	0.5167	INK	2	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
46.7337	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
46.7576	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.7743	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.2909	0.6	INK	3	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
48.8594	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
48.8909	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.9076	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.4243	0.6167	INK	4	Incongruent	czerwony	red	żółty	yellow	hit	n/a
51.017	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
51.041	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.0577	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.5743	0.4333	INK	5	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
52.983	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
53.0077	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.0243	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.541	0.5833	INK	6	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
55.0926	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
55.1243	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
56.141	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
56.6577	0.4667	INK	7	Incongruent	czerwony	red	zielony	green	hit	n/a
57.1065	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
57.1244	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
58.141	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
58.6577	0.5833	INK	8	Incongruent	czerwony	red	niebieski	blue	hit	n/a
59.2163	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
59.2411	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
60.2577	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
60.7744	0.4667	INK	9	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
61.214	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
61.2411	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.2577	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.7744	0.5	INK	10	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	incorrect	n/a
63.2439	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
63.2744	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.2911	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.8078	0.6667	INK	11	Incongruent	zielony	green	niebieski	blue	hit	n/a
65.4495	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
65.4745	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.4911	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.0078	0.7667	INK	12	Incongruent	żółty	yellow	zielony	green	hit	n/a
67.751	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
67.7745	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.7912	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.3078	0.7667	INK	13	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
70.0525	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
70.0745	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.0912	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.6078	0.6	INK	14	Incongruent	niebieski	blue	zielony	green	hit	n/a
72.1782	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
72.2079	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.2245	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.7412	0.7167	INK	15	Incongruent	żółty	yellow	czerwony	red	hit	n/a
74.4318	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
74.4579	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75.4746	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
75.9912	0.5	INK	16	Incongruent	zielony	green	czerwony	red	hit	n/a
76.4615	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
76.4912	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
77.5079	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
78.0246	0.6	INK	17	Incongruent	zielony	green	żółty	yellow	hit	n/a
78.6033	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
78.6246	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.6413	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
80.1579	0.4167	INK	18	Incongruent	zielony	green	żółty	yellow	hit	n/a
80.5532	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
80.5746	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
81.5913	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
82.1079	0.4834	INK	19	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
82.567	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
82.5913	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
83.608	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.1246	0.4833	INK	20	Neutral	xxxxx	xxxxx	czerwony	red	incorrect	n/a
84.5809	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
84.608	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.6247	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.1413	0.65	INK	21	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
86.7705	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
86.7913	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
87.808	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.3247	0.45	INK	22	Incongruent	niebieski	blue	czerwony	red	hit	n/a
88.7523	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
88.7747	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
89.7914	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.308	0.5667	INK	23	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
90.8461	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
