onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
1.8517	n/a	RESPONSE	n/a	n/a	n/a	n/a
1.883	1.0	ISI	n/a	n/a	n/a	n/a
2.883	0.5	DISTRACTOR	1	1	I	Correct Rejection
3.383	1.0	ISI	n/a	n/a	n/a	n/a
4.383	0.5	TARGET	1	2	I	Hit
4.775	n/a	RESPONSE	n/a	n/a	n/a	n/a
4.883	1.0	ISI	n/a	n/a	n/a	n/a
5.8831	0.5	DISTRACTOR	1	3	D	Correct Rejection
6.3831	1.0	ISI	n/a	n/a	n/a	n/a
7.3831	0.5	TARGET	1	4	D	Hit
7.7622	n/a	RESPONSE	n/a	n/a	n/a	n/a
7.8831	1.0	ISI	n/a	n/a	n/a	n/a
8.8831	0.5	TARGET	1	5	D	Hit
9.3831	1.0	ISI	n/a	n/a	n/a	n/a
9.5835	n/a	RESPONSE	n/a	n/a	n/a	n/a
10.3831	0.5	DISTRACTOR	1	6	E	Correct Rejection
10.8831	1.0	ISI	n/a	n/a	n/a	n/a
11.8831	0.5	DISTRACTOR	1	7	I	Correct Rejection
12.3831	1.0	ISI	n/a	n/a	n/a	n/a
13.3831	0.5	DISTRACTOR	1	8	C	Correct Rejection
13.8831	1.0	ISI	n/a	n/a	n/a	n/a
14.8831	0.5	DISTRACTOR	1	9	J	Correct Rejection
15.3831	1.0	ISI	n/a	n/a	n/a	n/a
16.3831	0.5	TARGET	1	10	J	Hit
16.8831	1.0	ISI	n/a	n/a	n/a	n/a
16.9326	n/a	RESPONSE	n/a	n/a	n/a	n/a
17.8832	0.5	DISTRACTOR	1	11	G	Correct Rejection
18.3832	1.0	ISI	n/a	n/a	n/a	n/a
19.3832	0.5	DISTRACTOR	1	12	H	Correct Rejection
19.8832	1.0	ISI	n/a	n/a	n/a	n/a
20.8832	0.5	TARGET	1	13	H	Hit
21.3741	n/a	RESPONSE	n/a	n/a	n/a	n/a
21.3832	1.0	ISI	n/a	n/a	n/a	n/a
22.3832	0.5	DISTRACTOR	1	14	G	Correct Rejection
22.8832	1.0	ISI	n/a	n/a	n/a	n/a
23.8832	0.5	DISTRACTOR	1	15	H	Correct Rejection
24.3832	1.0	ISI	n/a	n/a	n/a	n/a
25.3832	0.5	DISTRACTOR	1	16	C	Correct Rejection
25.8832	1.0	ISI	n/a	n/a	n/a	n/a
26.8832	0.5	DISTRACTOR	1	17	F	Correct Rejection
27.3832	1.0	ISI	n/a	n/a	n/a	n/a
28.3832	0.5	DISTRACTOR	1	18	E	Correct Rejection
28.8832	1.0	ISI	n/a	n/a	n/a	n/a
29.8833	0.5	DISTRACTOR	1	19	A	Correct Rejection
30.3833	1.0	ISI	n/a	n/a	n/a	n/a
31.3833	0.5	DISTRACTOR	1	20	G	Correct Rejection
31.8833	1.0	ISI	n/a	n/a	n/a	n/a
32.8833	0.5	DISTRACTOR	1	21	C	Correct Rejection
33.3833	1.0	ISI	n/a	n/a	n/a	n/a
34.3833	0.5	DISTRACTOR	1	22	B	Correct Rejection
34.8833	1.0	ISI	n/a	n/a	n/a	n/a
35.8833	0.5	DISTRACTOR	1	23	H	Correct Rejection
36.3833	1.0	ISI	n/a	n/a	n/a	n/a
37.3833	0.5	DISTRACTOR	1	24	J	Correct Rejection
37.8833	1.0	ISI	n/a	n/a	n/a	n/a
38.8833	0.5	DISTRACTOR	1	25	E	Correct Rejection
39.3833	1.0	ISI	n/a	n/a	n/a	n/a
40.3833	0.5	DISTRACTOR	1	26	C	Correct Rejection
40.8834	1.0	ISI	n/a	n/a	n/a	n/a
41.8834	0.5167	DISTRACTOR	1	27	G	Correct Rejection
42.4	1.0167	ISI	n/a	n/a	n/a	n/a
43.4167	0.5167	DISTRACTOR	1	28	H	Correct Rejection
43.9334	1.0167	ISI	n/a	n/a	n/a	n/a
44.9501	0.5167	DISTRACTOR	1	29	C	Correct Rejection
45.4667	1.0167	ISI	n/a	n/a	n/a	n/a
46.4834	0.5167	DISTRACTOR	1	30	D	Correct Rejection
47.0001	1.0167	ISI	n/a	n/a	n/a	n/a
48.0167	0.5167	DISTRACTOR	1	31	E	Correct Rejection
48.5334	1.0167	ISI	n/a	n/a	n/a	n/a
49.5501	0.5167	TARGET	1	32	E	Hit
50.0668	1.0167	ISI	n/a	n/a	n/a	n/a
50.4036	n/a	RESPONSE	n/a	n/a	n/a	n/a
51.0834	0.5167	DISTRACTOR	1	33	J	Correct Rejection
51.6001	1.0167	ISI	n/a	n/a	n/a	n/a
52.6168	0.5167	DISTRACTOR	1	34	H	Correct Rejection
53.1335	1.0167	ISI	n/a	n/a	n/a	n/a
54.1501	0.5167	TARGET	1	35	H	Hit
54.6668	1.0167	ISI	n/a	n/a	n/a	n/a
55.0369	n/a	RESPONSE	n/a	n/a	n/a	n/a
55.6835	0.5167	DISTRACTOR	1	36	G	Correct Rejection
56.2001	1.0167	ISI	n/a	n/a	n/a	n/a
57.2168	0.5167	DISTRACTOR	1	37	A	Correct Rejection
57.7335	1.0167	ISI	n/a	n/a	n/a	n/a
58.7502	0.5167	DISTRACTOR	1	38	B	Correct Rejection
59.2668	1.0167	ISI	n/a	n/a	n/a	n/a
60.2835	0.5167	DISTRACTOR	1	39	G	Correct Rejection
60.8002	1.0167	ISI	n/a	n/a	n/a	n/a
61.8169	0.5167	DISTRACTOR	1	40	C	Correct Rejection
62.3335	1.0167	ISI	n/a	n/a	n/a	n/a
63.3502	0.5167	DISTRACTOR	1	41	B	Correct Rejection
63.8669	1.0167	ISI	n/a	n/a	n/a	n/a
64.8836	0.5167	DISTRACTOR	1	42	A	Correct Rejection
65.4002	1.0167	ISI	n/a	n/a	n/a	n/a
66.4169	0.5167	DISTRACTOR	1	43	B	Correct Rejection
