onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0198	1.0	ISI	n/a	n/a	n/a	n/a
1.0198	0.5	DISTRACTOR	1	1	E	Correct Rejection
1.5198	1.0	ISI	n/a	n/a	n/a	n/a
2.5198	0.5	DISTRACTOR	1	2	F	Correct Rejection
3.0198	1.0	ISI	n/a	n/a	n/a	n/a
4.0198	0.5	DISTRACTOR	1	3	I	Correct Rejection
4.5198	1.0	ISI	n/a	n/a	n/a	n/a
5.5198	0.5	DISTRACTOR	1	4	D	Correct Rejection
6.0198	1.0	ISI	n/a	n/a	n/a	n/a
7.0198	0.5	DISTRACTOR	1	5	G	Correct Rejection
7.5199	1.0	ISI	n/a	n/a	n/a	n/a
8.5199	0.5	TARGET	1	6	G	Hit
8.9049	n/a	RESPONSE	n/a	n/a	n/a	n/a
9.0199	1.0	ISI	n/a	n/a	n/a	n/a
10.0199	0.5	DISTRACTOR	1	7	J	Correct Rejection
10.5199	1.0	ISI	n/a	n/a	n/a	n/a
11.5199	0.5	DISTRACTOR	1	8	F	Correct Rejection
12.0199	1.0	ISI	n/a	n/a	n/a	n/a
13.0199	0.5	TARGET	1	9	F	Hit
13.5199	1.0	ISI	n/a	n/a	n/a	n/a
13.6212	n/a	RESPONSE	n/a	n/a	n/a	n/a
14.5199	0.5	TARGET	1	10	F	Hit
15.0199	1.0	ISI	n/a	n/a	n/a	n/a
15.0281	n/a	RESPONSE	n/a	n/a	n/a	n/a
16.02	0.5	DISTRACTOR	1	11	E	Correct Rejection
16.52	1.0	ISI	n/a	n/a	n/a	n/a
17.52	0.5	DISTRACTOR	1	12	I	Correct Rejection
18.02	1.0	ISI	n/a	n/a	n/a	n/a
19.02	0.5	DISTRACTOR	1	13	E	Correct Rejection
19.52	1.0	ISI	n/a	n/a	n/a	n/a
20.52	0.5	DISTRACTOR	1	14	H	Correct Rejection
21.02	1.0	ISI	n/a	n/a	n/a	n/a
22.02	0.5	DISTRACTOR	1	15	I	Correct Rejection
22.52	1.0	ISI	n/a	n/a	n/a	n/a
23.52	0.5	DISTRACTOR	1	16	G	Correct Rejection
24.0201	1.0	ISI	n/a	n/a	n/a	n/a
25.0201	0.5	DISTRACTOR	1	17	B	Correct Rejection
25.5201	1.0	ISI	n/a	n/a	n/a	n/a
26.5201	0.5	TARGET	1	18	B	Hit
27.0201	1.0	ISI	n/a	n/a	n/a	n/a
27.2427	n/a	RESPONSE	n/a	n/a	n/a	n/a
28.0201	0.5	TARGET	1	19	B	Hit
28.4736	n/a	RESPONSE	n/a	n/a	n/a	n/a
28.5201	1.0	ISI	n/a	n/a	n/a	n/a
29.5201	0.5	TARGET	1	20	B	Hit
29.9285	n/a	RESPONSE	n/a	n/a	n/a	n/a
30.0201	1.0167	ISI	n/a	n/a	n/a	n/a
31.0368	0.5167	DISTRACTOR	1	21	G	Correct Rejection
31.5535	1.0167	ISI	n/a	n/a	n/a	n/a
32.5702	0.5167	TARGET	1	22	G	Hit
33.0868	1.0167	ISI	n/a	n/a	n/a	n/a
33.126	n/a	RESPONSE	n/a	n/a	n/a	n/a
34.1035	0.5167	DISTRACTOR	1	23	I	Correct Rejection
34.6202	1.0167	ISI	n/a	n/a	n/a	n/a
35.6369	0.5167	DISTRACTOR	1	24	J	Correct Rejection
36.1535	1.0167	ISI	n/a	n/a	n/a	n/a
37.1702	0.5167	DISTRACTOR	1	25	C	Correct Rejection
37.6869	1.0167	ISI	n/a	n/a	n/a	n/a
38.7036	0.5167	DISTRACTOR	1	26	E	Correct Rejection
39.2202	1.0167	ISI	n/a	n/a	n/a	n/a
40.2369	0.5167	DISTRACTOR	1	27	D	Correct Rejection
40.7536	1.0167	ISI	n/a	n/a	n/a	n/a
41.7703	0.5167	DISTRACTOR	1	28	C	Correct Rejection
42.2869	1.0167	ISI	n/a	n/a	n/a	n/a
43.3036	0.5167	DISTRACTOR	1	29	E	Correct Rejection
43.8203	1.0167	ISI	n/a	n/a	n/a	n/a
44.837	0.5167	DISTRACTOR	1	30	F	Correct Rejection
45.3536	1.0167	ISI	n/a	n/a	n/a	n/a
46.3703	0.5167	DISTRACTOR	1	31	A	Correct Rejection
46.887	1.0167	ISI	n/a	n/a	n/a	n/a
47.9037	0.5167	DISTRACTOR	1	32	J	Correct Rejection
48.4204	1.0167	ISI	n/a	n/a	n/a	n/a
49.437	0.5167	DISTRACTOR	1	33	D	Correct Rejection
49.9537	1.0167	ISI	n/a	n/a	n/a	n/a
50.9704	0.5167	TARGET	1	34	D	Hit
51.4871	1.0167	ISI	n/a	n/a	n/a	n/a
51.6075	n/a	RESPONSE	n/a	n/a	n/a	n/a
52.5037	0.5167	DISTRACTOR	1	35	H	Correct Rejection
53.0204	1.0167	ISI	n/a	n/a	n/a	n/a
54.0371	0.5167	DISTRACTOR	1	36	G	Correct Rejection
54.5538	1.0167	ISI	n/a	n/a	n/a	n/a
55.5704	0.5167	DISTRACTOR	1	37	I	Correct Rejection
56.0871	1.0167	ISI	n/a	n/a	n/a	n/a
57.1038	0.5167	DISTRACTOR	1	38	J	Correct Rejection
57.6205	1.0167	ISI	n/a	n/a	n/a	n/a
58.6371	0.5167	DISTRACTOR	1	39	E	Correct Rejection
59.1538	1.0167	ISI	n/a	n/a	n/a	n/a
60.1705	0.5167	DISTRACTOR	1	40	F	Correct Rejection
60.6872	1.0167	ISI	n/a	n/a	n/a	n/a
61.7038	0.5167	DISTRACTOR	1	41	J	Correct Rejection
62.2205	1.0167	ISI	n/a	n/a	n/a	n/a
63.2372	0.5167	DISTRACTOR	1	42	F	Correct Rejection
63.7539	1.0167	ISI	n/a	n/a	n/a	n/a
64.7705	0.5167	TARGET	1	43	F	Hit
65.2872	1.0167	ISI	n/a	n/a	n/a	n/a
65.2926	n/a	RESPONSE	n/a	n/a	n/a	n/a
66.3039	0.5167	DISTRACTOR	1	44	I	Correct Rejection
66.8206	1.0167	ISI	n/a	n/a	n/a	n/a
67.8373	0.5167	DISTRACTOR	1	45	F	Correct Rejection
68.3539	1.0167	ISI	n/a	n/a	n/a	n/a
69.3706	0.5167	TARGET	1	46	F	Hit
69.8873	1.0167	ISI	n/a	n/a	n/a	n/a
70.025	n/a	RESPONSE	n/a	n/a	n/a	n/a
70.904	0.5167	DISTRACTOR	1	47	I	Correct Rejection
71.4206	1.0167	ISI	n/a	n/a	n/a	n/a
72.4373	0.5167	DISTRACTOR	1	48	G	Correct Rejection
72.954	1.0167	ISI	n/a	n/a	n/a	n/a
73.9707	0.5167	DISTRACTOR	1	49	D	Correct Rejection
74.4873	1.0167	ISI	n/a	n/a	n/a	n/a
75.504	0.5167	DISTRACTOR	1	50	I	Correct Rejection
76.0207	1.1	ISI	n/a	n/a	n/a	n/a
92.6632	n/a	RESPONSE	n/a	n/a	n/a	n/a
92.7209	1.0167	ISI	n/a	n/a	n/a	n/a
93.7376	0.5167	DISTRACTOR	2	1	G	Correct Rejection
94.2542	1.0167	ISI	n/a	n/a	n/a	n/a
95.2709	0.5167	DISTRACTOR	2	2	I	Correct Rejection
95.7876	1.0167	ISI	n/a	n/a	n/a	n/a
96.8043	0.5167	DISTRACTOR	2	3	D	Correct Rejection
97.3209	1.0167	ISI	n/a	n/a	n/a	n/a
98.3376	0.5167	DISTRACTOR	2	4	F	Correct Rejection
98.8543	1.0167	ISI	n/a	n/a	n/a	n/a
99.871	0.5167	TARGET	2	5	D	Hit
100.3876	1.0167	ISI	n/a	n/a	n/a	n/a
100.465	n/a	RESPONSE	n/a	n/a	n/a	n/a
101.4043	0.5167	DISTRACTOR	2	6	G	Correct Rejection
101.921	1.0167	ISI	n/a	n/a	n/a	n/a
102.9377	0.5167	TARGET	2	7	D	Miss
103.4544	1.0167	ISI	n/a	n/a	n/a	n/a
104.471	0.5167	DISTRACTOR	2	8	E	Correct Rejection
104.9877	1.0167	ISI	n/a	n/a	n/a	n/a
106.0044	0.5167	DISTRACTOR	2	9	E	Correct Rejection
106.5211	1.0167	ISI	n/a	n/a	n/a	n/a
107.5377	0.5167	DISTRACTOR	2	10	B	Correct Rejection
108.0544	1.0167	ISI	n/a	n/a	n/a	n/a
109.0711	0.5167	TARGET	2	11	E	Hit
109.4819	n/a	RESPONSE	n/a	n/a	n/a	n/a
109.5878	1.0167	ISI	n/a	n/a	n/a	n/a
110.6044	0.5167	DISTRACTOR	2	12	I	Correct Rejection
111.1211	1.0167	ISI	n/a	n/a	n/a	n/a
112.1378	0.5167	DISTRACTOR	2	13	C	Correct Rejection
112.6545	1.0167	ISI	n/a	n/a	n/a	n/a
113.6711	0.5167	TARGET	2	14	I	Hit
114.0223	n/a	RESPONSE	n/a	n/a	n/a	n/a
114.1878	1.0167	ISI	n/a	n/a	n/a	n/a
115.2045	0.5167	DISTRACTOR	2	15	D	Correct Rejection
115.7212	1.0167	ISI	n/a	n/a	n/a	n/a
116.7378	0.5167	TARGET	2	16	I	Miss
117.2545	1.0167	ISI	n/a	n/a	n/a	n/a
118.2712	0.5167	DISTRACTOR	2	17	G	Correct Rejection
118.7879	1.0167	ISI	n/a	n/a	n/a	n/a
119.8045	0.5167	DISTRACTOR	2	18	A	Correct Rejection
120.3212	1.0167	ISI	n/a	n/a	n/a	n/a
121.3379	0.5167	DISTRACTOR	2	19	J	Correct Rejection
121.8546	1.0167	ISI	n/a	n/a	n/a	n/a
122.8712	0.5167	TARGET	2	20	A	Hit
123.3879	1.0167	ISI	n/a	n/a	n/a	n/a
123.4869	n/a	RESPONSE	n/a	n/a	n/a	n/a
124.4046	0.5167	DISTRACTOR	2	21	D	Correct Rejection
124.9213	1.0167	ISI	n/a	n/a	n/a	n/a
125.938	0.5167	DISTRACTOR	2	22	H	Correct Rejection
126.4546	1.0167	ISI	n/a	n/a	n/a	n/a
127.4713	0.5167	TARGET	2	23	D	Hit
127.988	1.0167	ISI	n/a	n/a	n/a	n/a
128.1073	n/a	RESPONSE	n/a	n/a	n/a	n/a
129.0047	0.5167	DISTRACTOR	2	24	F	Correct Rejection
129.5213	1.0167	ISI	n/a	n/a	n/a	n/a
130.538	0.5167	DISTRACTOR	2	25	C	Correct Rejection
131.0547	1.0167	ISI	n/a	n/a	n/a	n/a
132.0714	0.5167	DISTRACTOR	2	26	C	Correct Rejection
132.588	1.0167	ISI	n/a	n/a	n/a	n/a
133.6047	0.5167	DISTRACTOR	2	27	G	Correct Rejection
134.1214	1.0167	ISI	n/a	n/a	n/a	n/a
135.1381	0.5167	DISTRACTOR	2	28	D	Correct Rejection
135.6547	1.0167	ISI	n/a	n/a	n/a	n/a
136.6714	0.5167	TARGET	2	29	G	Hit
137.1881	1.0167	ISI	n/a	n/a	n/a	n/a
137.3321	n/a	RESPONSE	n/a	n/a	n/a	n/a
138.2048	0.5167	DISTRACTOR	2	30	C	False Alarm
138.7214	1.0167	ISI	n/a	n/a	n/a	n/a
138.9628	n/a	RESPONSE	n/a	n/a	n/a	n/a
139.7381	0.5167	DISTRACTOR	2	31	D	Correct Rejection
140.2548	1.0167	ISI	n/a	n/a	n/a	n/a
141.2715	0.5167	TARGET	2	32	C	Miss
141.7881	1.0167	ISI	n/a	n/a	n/a	n/a
