onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.01	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
7.01	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
8.027	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KŁMLK	n/a	n/a
10.864	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.06	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
16.077	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁKL	n/a	n/a
18.344	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
23.11	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
24.127	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#M#ŁS	n/a	n/a
26.904	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
31.16	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
32.177	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KB##	n/a	n/a
34.864	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
39.21	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
40.227	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-TKLKŁ	n/a	n/a
42.84	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
49.269	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
54.269	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
55.285	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SEMA	n/a	n/a
57.224	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.319	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
