onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0667	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.1	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.6167	2.0333	T_INK	1	Incongruent	żółty	yellow	zielony	green	hit	n/a
3.6151	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
3.65	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.1667	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.1834	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.7001	1.2333	T_INK	2	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
6.9103	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
6.9334	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.4501	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.4668	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.9834	0.45	T_INK	3	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
9.4057	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
9.4334	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.9501	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.9668	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.4835	0.75	T_INK	4	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	incorrect	n/a
12.205	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
12.2335	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
