onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0281	1.0	ISI	n/a	n/a	n/a	n/a
1.028	0.5	DISTRACTOR	1	1	E	Correct Rejection
1.528	1.0	ISI	n/a	n/a	n/a	n/a
2.5281	0.5	DISTRACTOR	1	2	J	Correct Rejection
3.0281	1.0	ISI	n/a	n/a	n/a	n/a
4.0281	0.5	TARGET	1	3	J	Hit
4.4058	n/a	RESPONSE	n/a	n/a	n/a	n/a
4.5281	1.0	ISI	n/a	n/a	n/a	n/a
5.5281	0.5	DISTRACTOR	1	4	E	Correct Rejection
6.0281	1.0	ISI	n/a	n/a	n/a	n/a
7.0281	0.5	DISTRACTOR	1	5	D	Correct Rejection
7.5281	1.0	ISI	n/a	n/a	n/a	n/a
8.5281	0.5	DISTRACTOR	1	6	J	Correct Rejection
9.0281	2.1834	ISI	n/a	n/a	n/a	n/a
11.2115	0.5	DISTRACTOR	1	7	C	Correct Rejection
11.7115	1.0	ISI	n/a	n/a	n/a	n/a
12.7115	0.5	DISTRACTOR	1	8	E	Correct Rejection
13.2115	1.0	ISI	n/a	n/a	n/a	n/a
14.2115	0.5	DISTRACTOR	1	9	I	Correct Rejection
14.7115	1.0	ISI	n/a	n/a	n/a	n/a
15.7115	0.5	DISTRACTOR	1	10	C	Correct Rejection
16.2115	1.0	ISI	n/a	n/a	n/a	n/a
17.2115	0.5	TARGET	1	11	C	Hit
17.6231	n/a	RESPONSE	n/a	n/a	n/a	n/a
17.7115	1.0	ISI	n/a	n/a	n/a	n/a
18.7115	0.5	DISTRACTOR	1	12	A	Correct Rejection
19.2116	1.0167	ISI	n/a	n/a	n/a	n/a
20.2282	0.5167	TARGET	1	13	A	Hit
20.6083	n/a	RESPONSE	n/a	n/a	n/a	n/a
20.7449	1.0167	ISI	n/a	n/a	n/a	n/a
21.7616	0.5167	DISTRACTOR	1	14	H	Correct Rejection
22.2783	1.0166	ISI	n/a	n/a	n/a	n/a
23.2949	0.5167	DISTRACTOR	1	15	E	Correct Rejection
23.8116	1.0167	ISI	n/a	n/a	n/a	n/a
24.8283	0.5167	DISTRACTOR	1	16	J	Correct Rejection
25.3449	1.0167	ISI	n/a	n/a	n/a	n/a
26.3616	0.5167	DISTRACTOR	1	17	D	Correct Rejection
26.8783	1.0167	ISI	n/a	n/a	n/a	n/a
27.895	0.5167	DISTRACTOR	1	18	H	Correct Rejection
28.4116	1.0167	ISI	n/a	n/a	n/a	n/a
29.4283	0.5167	DISTRACTOR	1	19	F	Correct Rejection
29.945	1.0167	ISI	n/a	n/a	n/a	n/a
30.9617	0.5166	DISTRACTOR	1	20	B	Correct Rejection
31.4783	1.0167	ISI	n/a	n/a	n/a	n/a
32.495	0.5167	DISTRACTOR	1	21	C	Correct Rejection
33.0117	1.0167	ISI	n/a	n/a	n/a	n/a
34.0283	0.5166	DISTRACTOR	1	22	B	Correct Rejection
34.545	1.0167	ISI	n/a	n/a	n/a	n/a
35.5617	0.5166	DISTRACTOR	1	23	E	Correct Rejection
36.0783	1.0167	ISI	n/a	n/a	n/a	n/a
37.0951	0.5167	DISTRACTOR	1	24	C	Correct Rejection
37.6117	1.0167	ISI	n/a	n/a	n/a	n/a
38.6284	0.5166	TARGET	1	25	C	Hit
39.0934	n/a	RESPONSE	n/a	n/a	n/a	n/a
39.145	1.0167	ISI	n/a	n/a	n/a	n/a
40.1617	0.5167	DISTRACTOR	1	26	G	Correct Rejection
40.6784	1.0167	ISI	n/a	n/a	n/a	n/a
41.6951	0.5167	DISTRACTOR	1	27	C	Correct Rejection
42.2117	1.0167	ISI	n/a	n/a	n/a	n/a
43.2284	0.5167	DISTRACTOR	1	28	A	Correct Rejection
43.7451	1.0167	ISI	n/a	n/a	n/a	n/a
44.7618	0.5167	DISTRACTOR	1	29	H	Correct Rejection
45.2784	1.0166	ISI	n/a	n/a	n/a	n/a
46.2951	0.5167	DISTRACTOR	1	30	D	Correct Rejection
46.8118	1.0167	ISI	n/a	n/a	n/a	n/a
47.8285	0.5167	DISTRACTOR	1	31	E	Correct Rejection
48.3451	1.0166	ISI	n/a	n/a	n/a	n/a
49.3618	0.5167	DISTRACTOR	1	32	F	Correct Rejection
49.8785	1.0166	ISI	n/a	n/a	n/a	n/a
50.8951	0.5167	DISTRACTOR	1	33	J	Correct Rejection
51.4118	1.0167	ISI	n/a	n/a	n/a	n/a
52.4285	0.5167	DISTRACTOR	1	34	G	Correct Rejection
52.9452	1.0167	ISI	n/a	n/a	n/a	n/a
53.9618	0.5167	TARGET	1	35	G	Hit
54.338	n/a	RESPONSE	n/a	n/a	n/a	n/a
54.4785	1.0167	ISI	n/a	n/a	n/a	n/a
55.4952	0.5167	DISTRACTOR	1	36	D	Correct Rejection
56.0119	1.0167	ISI	n/a	n/a	n/a	n/a
57.0285	0.5167	TARGET	1	37	D	Hit
57.4507	n/a	RESPONSE	n/a	n/a	n/a	n/a
57.5452	1.0167	ISI	n/a	n/a	n/a	n/a
58.5619	0.5167	DISTRACTOR	1	38	J	Correct Rejection
59.0786	1.0167	ISI	n/a	n/a	n/a	n/a
60.0952	0.5166	DISTRACTOR	1	39	B	Correct Rejection
60.6119	1.0167	ISI	n/a	n/a	n/a	n/a
61.6286	0.5167	TARGET	1	40	B	Hit
61.9521	n/a	RESPONSE	n/a	n/a	n/a	n/a
62.1453	1.0167	ISI	n/a	n/a	n/a	n/a
63.1619	0.5167	TARGET	1	41	B	Hit
63.5485	n/a	RESPONSE	n/a	n/a	n/a	n/a
63.6786	1.0167	ISI	n/a	n/a	n/a	n/a
64.6953	0.5167	DISTRACTOR	1	42	A	Correct Rejection
65.2119	1.0167	ISI	n/a	n/a	n/a	n/a
66.2286	0.5166	DISTRACTOR	1	43	D	Correct Rejection
66.7453	1.0167	ISI	n/a	n/a	n/a	n/a
67.762	0.5167	DISTRACTOR	1	44	E	Correct Rejection
68.2786	1.0166	ISI	n/a	n/a	n/a	n/a
69.2953	0.5167	DISTRACTOR	1	45	D	Correct Rejection
69.812	1.0166	ISI	n/a	n/a	n/a	n/a
70.8286	0.5167	DISTRACTOR	1	46	A	Correct Rejection
71.3453	1.0167	ISI	n/a	n/a	n/a	n/a
72.362	0.5167	DISTRACTOR	1	47	J	Correct Rejection
72.8787	1.0167	ISI	n/a	n/a	n/a	n/a
73.8953	0.5167	TARGET	1	48	J	Hit
74.412	1.0167	ISI	n/a	n/a	n/a	n/a
74.515	n/a	RESPONSE	n/a	n/a	n/a	n/a
75.4287	0.5167	DISTRACTOR	1	49	C	Correct Rejection
75.9454	1.0167	ISI	n/a	n/a	n/a	n/a
76.962	0.5167	TARGET	1	50	C	Hit
