onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0582	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0916	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.6083	0.9167	T_INK	1	Incongruent	zielony	green	niebieski	blue	hit	n/a
2.4936	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
2.5249	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.0416	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.0583	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.575	0.5667	T_INK	2	Incongruent	zielony	green	żółty	yellow	hit	n/a
5.1152	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
5.1416	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.6583	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.675	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.1917	0.55	T_INK	3	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
7.7207	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
7.7417	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.2583	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.275	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.7917	0.5334	T_INK	4	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
10.2943	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
10.325	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.8417	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.8584	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.3751	0.45	T_INK	5	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
12.804	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
12.8251	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.3417	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.3584	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.8751	0.4833	T_INK	6	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
15.3295	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
15.3584	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
