onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
14.0153	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
112.4571	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
112.5237	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113.557	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114.0737	0.8833	T_INK	1	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
114.9313	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
114.9571	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.4738	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.5071	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
117.0238	1.7667	T_INK	2	Incongruent	czerwony	red	zielony	green	hit	n/a
118.7624	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
118.7905	0.5166	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
119.3071	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
120.3238	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
120.8405	0.6167	T_INK	3	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
121.4281	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
121.4571	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.9738	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
122.9904	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
123.5072	1.35	T_INK	4	Incongruent	żółty	yellow	zielony	green	hit	n/a
124.8282	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
124.8572	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
125.3738	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
126.3905	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
126.9072	0.9333	T_INK	5	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
127.8132	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
127.8405	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
128.3572	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
129.3739	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
129.8905	1.2	T_INK	6	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
131.0696	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
131.0905	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
131.6072	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
132.6239	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133.1406	0.8833	T_INK	7	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
133.9908	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
134.0239	0.5166	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
134.5405	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
135.5573	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
136.0739	0.7167	T_INK	8	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
136.7683	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
136.7906	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
137.3073	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
138.3239	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
138.8406	0.7167	T_INK	9	Incongruent	niebieski	blue	czerwony	red	hit	n/a
139.5299	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
139.5572	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
140.074	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
141.0906	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
141.6073	2.0334	T_INK	10	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
143.6164	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
143.6406	0.5166	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
144.1573	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
145.174	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
145.6907	0.8333	T_INK	11	Incongruent	czerwony	red	niebieski	blue	hit	n/a
146.4898	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
146.524	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
147.0406	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
148.0573	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
148.574	1.0	T_INK	12	Incongruent	czerwony	red	żółty	yellow	hit	n/a
149.5545	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
149.574	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
150.0907	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
161.0797	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
161.1408	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
162.1575	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
162.6741	1.4333	INK	1	Incongruent	zielony	green	niebieski	blue	hit	n/a
164.0806	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
164.1074	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
165.1241	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
165.6408	0.5834	INK	2	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
166.2037	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
166.2242	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
167.2408	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
167.7575	0.6667	INK	3	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
168.3906	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
168.4242	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169.4408	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169.9575	0.4833	INK	4	Incongruent	zielony	green	czerwony	red	hit	n/a
170.4178	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
170.4408	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
171.4575	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
171.9742	0.65	INK	5	Incongruent	czerwony	red	niebieski	blue	hit	n/a
172.6048	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
172.6242	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
173.6409	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
174.1576	0.7	INK	6	Incongruent	żółty	yellow	czerwony	red	hit	n/a
174.8395	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
174.8576	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
175.8742	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
176.3909	0.4667	INK	7	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
176.8349	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
176.8576	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
177.8742	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
178.3909	0.5667	INK	8	Incongruent	czerwony	red	żółty	yellow	hit	n/a
178.926	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
178.9576	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
179.9743	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
180.4909	0.4333	INK	9	Incongruent	zielony	green	czerwony	red	hit	n/a
180.9053	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
180.9243	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181.9409	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
182.4576	0.5333	INK	10	Incongruent	zielony	green	niebieski	blue	hit	n/a
182.9645	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
182.991	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
184.0076	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
184.5243	0.55	INK	11	Incongruent	zielony	green	żółty	yellow	hit	n/a
185.0555	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
185.0743	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
186.0909	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
186.6076	0.4667	INK	12	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
187.0509	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
187.0743	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
188.091	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
188.6077	0.8	INK	13	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
189.3815	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
189.4077	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
190.4243	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
190.941	0.45	INK	14	Incongruent	czerwony	red	niebieski	blue	hit	n/a
191.3608	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
191.391	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
192.4077	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
192.9243	0.6167	INK	15	Incongruent	niebieski	blue	czerwony	red	hit	n/a
193.5158	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
193.541	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
194.5577	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
195.0743	0.5167	INK	16	Incongruent	żółty	yellow	czerwony	red	hit	n/a
195.5589	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
195.5911	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
196.6077	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
197.1244	1.1333	INK	17	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
198.2248	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
