onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0206	1.0	ISI	n/a	n/a	n/a	n/a
1.0206	0.5	DISTRACTOR	1	1	C	Correct Rejection
1.5206	1.0	ISI	n/a	n/a	n/a	n/a
2.5206	0.5	TARGET	1	2	C	Hit
3.0207	1.0	ISI	n/a	n/a	n/a	n/a
3.2579	n/a	RESPONSE	n/a	n/a	n/a	n/a
4.0207	0.5	DISTRACTOR	1	3	F	Correct Rejection
4.5207	1.0	ISI	n/a	n/a	n/a	n/a
5.5207	0.5	DISTRACTOR	1	4	D	Correct Rejection
6.0207	1.0	ISI	n/a	n/a	n/a	n/a
7.0207	0.5	DISTRACTOR	1	5	C	Correct Rejection
7.5207	1.0	ISI	n/a	n/a	n/a	n/a
8.5207	0.5	TARGET	1	6	C	Hit
8.9429	n/a	RESPONSE	n/a	n/a	n/a	n/a
9.0207	1.0	ISI	n/a	n/a	n/a	n/a
10.0207	0.5	DISTRACTOR	1	7	G	Correct Rejection
10.5207	1.0	ISI	n/a	n/a	n/a	n/a
11.5208	0.5	DISTRACTOR	1	8	F	Correct Rejection
12.0208	1.0	ISI	n/a	n/a	n/a	n/a
13.0208	0.5	DISTRACTOR	1	9	D	Correct Rejection
13.5208	1.0	ISI	n/a	n/a	n/a	n/a
14.5208	0.5	DISTRACTOR	1	10	E	Correct Rejection
15.0208	1.0	ISI	n/a	n/a	n/a	n/a
16.0208	0.5	TARGET	1	11	E	Hit
16.4327	n/a	RESPONSE	n/a	n/a	n/a	n/a
16.5208	1.0	ISI	n/a	n/a	n/a	n/a
17.5208	0.5	TARGET	1	12	E	Hit
18.0208	1.0	ISI	n/a	n/a	n/a	n/a
18.2692	n/a	RESPONSE	n/a	n/a	n/a	n/a
19.0209	0.5	DISTRACTOR	1	13	I	Correct Rejection
19.5209	1.0	ISI	n/a	n/a	n/a	n/a
20.5209	0.5	DISTRACTOR	1	14	E	Correct Rejection
21.0209	1.0	ISI	n/a	n/a	n/a	n/a
22.0209	0.5	DISTRACTOR	1	15	D	Correct Rejection
22.5209	1.0	ISI	n/a	n/a	n/a	n/a
23.5209	0.5	DISTRACTOR	1	16	G	Correct Rejection
24.0209	1.0	ISI	n/a	n/a	n/a	n/a
25.0209	0.5	DISTRACTOR	1	17	C	Correct Rejection
25.5209	1.0	ISI	n/a	n/a	n/a	n/a
26.521	0.5	DISTRACTOR	1	18	E	Correct Rejection
27.021	1.0	ISI	n/a	n/a	n/a	n/a
28.021	0.5	DISTRACTOR	1	19	C	Correct Rejection
28.521	1.0	ISI	n/a	n/a	n/a	n/a
29.521	0.5	DISTRACTOR	1	20	G	Correct Rejection
30.021	1.0	ISI	n/a	n/a	n/a	n/a
31.021	0.5	DISTRACTOR	1	21	D	Correct Rejection
31.521	1.0	ISI	n/a	n/a	n/a	n/a
32.521	0.5	DISTRACTOR	1	22	B	Correct Rejection
33.021	1.0	ISI	n/a	n/a	n/a	n/a
34.021	0.5	DISTRACTOR	1	23	F	Correct Rejection
34.5211	1.0167	ISI	n/a	n/a	n/a	n/a
35.5377	0.5	DISTRACTOR	1	24	A	Correct Rejection
36.0377	1.0333	ISI	n/a	n/a	n/a	n/a
37.0711	0.5334	DISTRACTOR	1	25	B	Correct Rejection
37.6044	1.0333	ISI	n/a	n/a	n/a	n/a
38.6378	0.5333	DISTRACTOR	1	26	E	Correct Rejection
39.1711	1.0333	ISI	n/a	n/a	n/a	n/a
40.2045	0.5333	DISTRACTOR	1	27	D	Correct Rejection
40.7378	1.0333	ISI	n/a	n/a	n/a	n/a
41.7711	0.5333	DISTRACTOR	1	28	A	Correct Rejection
42.3045	1.0333	ISI	n/a	n/a	n/a	n/a
43.3378	0.5333	TARGET	1	29	A	Hit
43.6928	n/a	RESPONSE	n/a	n/a	n/a	n/a
43.8712	1.0333	ISI	n/a	n/a	n/a	n/a
44.9045	0.5333	DISTRACTOR	1	30	J	Correct Rejection
45.4379	1.0333	ISI	n/a	n/a	n/a	n/a
46.4712	0.5333	DISTRACTOR	1	31	A	Correct Rejection
47.0045	1.0333	ISI	n/a	n/a	n/a	n/a
48.0379	0.5333	DISTRACTOR	1	32	G	Correct Rejection
48.5712	1.0333	ISI	n/a	n/a	n/a	n/a
