onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0345	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0512	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.5512	1.2666	T_INK	1	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
2.8122	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
2.8178	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.3178	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.3178	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.8178	0.9833	T_INK	2	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
5.7841	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
5.8011	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.3011	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.3011	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.8011	0.7167	T_INK	3	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
8.5006	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
8.5177	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.0177	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.0177	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.5177	0.6167	T_INK	4	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
11.1211	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
11.1343	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.6343	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.6343	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.1343	1.45	T_INK	5	Incongruent	niebieski	blue	czerwony	red	hit	n/a
14.5726	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
14.5843	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.0843	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.0842	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.5842	0.95	T_INK	6	Incongruent	niebieski	blue	żółty	yellow	incorrect	n/a
17.5286	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
17.5342	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.0342	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.0342	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.5342	0.8666	T_INK	7	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
20.3888	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
20.4008	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.9008	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.9008	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.4008	0.6	T_INK	8	Incongruent	zielony	green	czerwony	red	hit	n/a
22.9932	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
23.0008	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.5008	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.5007	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.0007	0.6666	T_INK	9	Incongruent	zielony	green	żółty	yellow	hit	n/a
25.6618	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
25.6674	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
