onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.032	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0486	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.5486	1.0	T_INK	1	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
2.5423	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
2.5486	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.0486	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.0486	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.5486	0.9833	T_INK	2	Incongruent	zielony	green	niebieski	blue	hit	n/a
5.5162	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
5.5319	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.0319	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.0318	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.5318	0.9167	T_INK	3	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
8.442	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
8.4485	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.5379	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
8.9485	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.9485	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.4484	1.0833	T_INK	4	Incongruent	czerwony	red	zielony	green	hit	n/a
11.5278	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
11.5317	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.0318	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.0317	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.5317	0.65	T_INK	5	Incongruent	żółty	yellow	czerwony	red	hit	n/a
14.1659	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
14.1817	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.6817	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.6817	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.1817	0.8166	T_INK	6	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
16.9799	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
16.9983	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.4983	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.4983	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.9983	1.55	T_INK	7	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	incorrect	n/a
20.5294	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
20.5482	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.0482	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.0482	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
