onset	duration	trial_type	braille_stimulus	targets	response_count
2.016	2.008	CUE_REST	n/a	n/a	n/a
7.016	1.008	FIXCROSS	n/a	n/a	n/a
13.066	1.008	FIXCROSS	n/a	n/a	n/a
21.141	2.008	CUE_6_DOT	n/a	n/a	n/a
26.141	1.008	FIXCROSS	n/a	n/a	n/a
27.157	5.008	6_DOT_DETECTION	ŁKTMO	0	n/a
30.064	n/a	RESPONSE	n/a	n/a	1/0
32.191	1.008	FIXCROSS	n/a	n/a	n/a
33.216	5.008	6_DOT_DETECTION	CKBPD	0	n/a
38.249	1.008	FIXCROSS	n/a	n/a	n/a
39.266	5.008	6_DOT_DETECTION	#TAK#	2	n/a
41.704	n/a	RESPONSE	n/a	n/a	1/2
43.504	n/a	RESPONSE	n/a	n/a	2/2
44.299	1.008	FIXCROSS	n/a	n/a	n/a
45.316	5.008	6_DOT_DETECTION	DBA#Y	1	n/a
47.984	n/a	RESPONSE	n/a	n/a	1/1
50.349	1.008	FIXCROSS	n/a	n/a	n/a
51.366	5.008	6_DOT_DETECTION	LDEAC	0	n/a
56.399	1.008	FIXCROSS	n/a	n/a	n/a
57.416	5.008	6_DOT_DETECTION	ŁMLSI	0	n/a
62.449	1.008	FIXCROSS	n/a	n/a	n/a
63.466	5.008	6_DOT_DETECTION	ULI#Ł	1	n/a
66.16	n/a	RESPONSE	n/a	n/a	1/1
68.499	1.008	FIXCROSS	n/a	n/a	n/a
69.516	5.008	6_DOT_DETECTION	K#SET	1	n/a
71.464	n/a	RESPONSE	n/a	n/a	1/1
76.058	2.008	CUE_REST	n/a	n/a	n/a
82.558	1.008	FIXCROSS	n/a	n/a	n/a
88.608	1.008	FIXCROSS	n/a	n/a	n/a
95.666	2.008	CUE_6_DOT	n/a	n/a	n/a
100.666	1.008	FIXCROSS	n/a	n/a	n/a
101.683	5.008	6_DOT_DETECTION	DLPOO	0	n/a
106.716	1.008	FIXCROSS	n/a	n/a	n/a
107.733	5.008	6_DOT_DETECTION	LDABD	0	n/a
112.766	1.008	FIXCROSS	n/a	n/a	n/a
113.783	5.008	6_DOT_DETECTION	OSA#U	1	n/a
116.92	n/a	RESPONSE	n/a	n/a	1/1
118.816	1.008	FIXCROSS	n/a	n/a	n/a
119.833	5.008	6_DOT_DETECTION	LEK##	2	n/a
122.704	n/a	RESPONSE	n/a	n/a	1/2
123.544	n/a	RESPONSE	n/a	n/a	2/2
124.866	1.008	FIXCROSS	n/a	n/a	n/a
125.883	5.008	6_DOT_DETECTION	#TAM#	2	n/a
127.344	n/a	RESPONSE	n/a	n/a	1/2
129.44	n/a	RESPONSE	n/a	n/a	2/2
130.916	1.008	FIXCROSS	n/a	n/a	n/a
131.933	5.008	6_DOT_DETECTION	ISUEP	0	n/a
136.966	1.008	FIXCROSS	n/a	n/a	n/a
