onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
0.009	1.008	n/a	FIXCROSS	n/a	n/a	n/a
1.026	5.008	n/a	NO_6-DOT	BDMTŁ	n/a	n/a
8.059	1.009	n/a	FIXCROSS	n/a	n/a	n/a
9.076	5.008	n/a	NO_6-DOT	BCŁI	n/a	n/a
13.28	n/a	n/a	RESPONSE	n/a	NO	n/a
16.109	1.009	n/a	FIXCROSS	n/a	n/a	n/a
17.126	5.008	n/a	6-DOT	#KCD#	n/a	n/a
20.76	n/a	n/a	RESPONSE	n/a	YES	n/a
24.159	1.008	n/a	FIXCROSS	n/a	n/a	n/a
25.176	5.008	n/a	6-DOT	D#E#L	n/a	n/a
28.496	n/a	n/a	RESPONSE	n/a	NO	n/a
32.209	1.008	n/a	FIXCROSS	n/a	n/a	n/a
33.226	5.008	n/a	NO_6-DOT	YMTKO	n/a	n/a
36.776	n/a	n/a	RESPONSE	n/a	NO	n/a
42.268	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
47.268	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
48.284	5.008	LEXICAL_DECISION	PSEUDOWORD	TOSY	n/a	n/a
50.976	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
55.318	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
56.334	5.008	LEXICAL_DECISION	WORD	TYMI	n/a	n/a
59.976	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
63.368	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
64.384	5.008	LEXICAL_DECISION	WORD	SPIS	n/a	n/a
67.52	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
71.418	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
72.434	5.008	LEXICAL_DECISION	PSEUDOWORD	DAPIE	n/a	n/a
75.32	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
79.467	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
80.485	5.008	LEXICAL_DECISION	WORD	MIAŁ	n/a	n/a
83.76	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
89.526	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
94.526	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
95.542	5.009	6_DOT_DETECTION	6-DOT	#IML#	n/a	n/a
99.08	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
102.576	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
103.593	5.008	6_DOT_DETECTION	NO_6-DOT	BLPAK	n/a	n/a
107.376	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
110.626	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
111.643	5.008	6_DOT_DETECTION	6-DOT	LT##	n/a	n/a
115.04	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
118.676	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
119.693	5.008	6_DOT_DETECTION	NO_6-DOT	TCBYK	n/a	n/a
124.08	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
126.726	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
127.743	5.008	6_DOT_DETECTION	NO_6-DOT	KDB	n/a	n/a
132.96	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
135.785	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
140.785	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
141.801	5.008	LEXICAL_DECISION	PSEUDOWORD	TYBE	n/a	n/a
144.24	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
148.834	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
149.851	5.008	LEXICAL_DECISION	PSEUDOWORD	LIET	n/a	n/a
152.32	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
156.885	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
157.902	5.008	LEXICAL_DECISION	PSEUDOWORD	ALTUM	n/a	n/a
162.12	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
164.935	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
165.952	5.008	LEXICAL_DECISION	WORD	SŁUP	n/a	n/a
169.08	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
172.985	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
174.002	5.008	LEXICAL_DECISION	WORD	KIT	n/a	n/a
176.88	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
182.543	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
187.043	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
188.06	5.008	6_DOT_DETECTION	6-DOT	#AL#K	n/a	n/a
191.096	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
195.093	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
196.11	5.008	6_DOT_DETECTION	NO_6-DOT	AYDL	n/a	n/a
198.656	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
203.143	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
204.16	5.008	6_DOT_DETECTION	6-DOT	##ŁK	n/a	n/a
207.56	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
211.193	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
212.21	5.008	6_DOT_DETECTION	6-DOT	E#T#	n/a	n/a
215.136	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
219.243	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
220.26	5.008	6_DOT_DETECTION	NO_6-DOT	CPK	n/a	n/a
223.816	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
228.802	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
235.302	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
236.318	5.009	LEXICAL_DECISION	WORD	TEMU	n/a	n/a
238.736	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
243.351	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
244.368	5.008	LEXICAL_DECISION	PSEUDOWORD	DET	n/a	n/a
245.48	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
251.402	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
252.418	5.008	LEXICAL_DECISION	WORD	SKOK	n/a	n/a
254.856	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
259.451	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
260.468	5.008	LEXICAL_DECISION	WORD	UKŁAD	n/a	n/a
263.04	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
267.502	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
268.518	5.008	LEXICAL_DECISION	WORD	METKA	n/a	n/a
271.0	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
277.06	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
282.56	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
283.577	5.008	6_DOT_DETECTION	NO_6-DOT	PŁS	n/a	n/a
286.68	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
290.61	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
291.627	5.008	6_DOT_DETECTION	NO_6-DOT	ETBY	n/a	n/a
297.36	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
297.856	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
298.66	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
299.677	5.008	6_DOT_DETECTION	NO_6-DOT	OKOŁI	n/a	n/a
304.08	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
306.71	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
307.727	5.008	6_DOT_DETECTION	6-DOT	I#T#	n/a	n/a
310.24	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
314.76	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
315.777	5.008	6_DOT_DETECTION	NO_6-DOT	OTŁP	n/a	n/a
319.2	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
324.819	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
330.819	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
331.835	5.009	LEXICAL_DECISION	PSEUDOWORD	MEKLE	n/a	n/a
334.656	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
338.869	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
339.885	5.008	LEXICAL_DECISION	WORD	MYK	n/a	n/a
342.84	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
346.919	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
347.935	5.008	LEXICAL_DECISION	PSEUDOWORD	SABI	n/a	n/a
352.8	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
354.969	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
355.985	5.008	LEXICAL_DECISION	WORD	BIAŁY	n/a	n/a
359.096	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
363.019	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
364.035	5.008	LEXICAL_DECISION	WORD	POBYT	n/a	n/a
367.48	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
373.077	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
379.077	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
380.093	5.009	6_DOT_DETECTION	6-DOT	#AC#	n/a	n/a
382.776	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
387.127	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
388.144	5.008	6_DOT_DETECTION	6-DOT	O##P	n/a	n/a
391.536	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
395.177	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
396.194	5.008	6_DOT_DETECTION	NO_6-DOT	UDM	n/a	n/a
399.56	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
403.227	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
404.244	5.008	6_DOT_DETECTION	6-DOT	#S#U	n/a	n/a
406.496	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
411.277	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
412.294	5.008	6_DOT_DETECTION	NO_6-DOT	DMTP	n/a	n/a
415.736	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
420.836	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
426.336	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
427.352	5.008	LEXICAL_DECISION	WORD	SALTO	n/a	n/a
428.992	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
434.386	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
435.402	5.008	LEXICAL_DECISION	WORD	OCTEM	n/a	n/a
437.976	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
442.436	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
443.452	5.008	LEXICAL_DECISION	PSEUDOWORD	SKAPA	n/a	n/a
445.976	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
450.486	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
451.502	5.008	LEXICAL_DECISION	PSEUDOWORD	KUMI	n/a	n/a
454.176	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
458.536	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
459.552	5.008	LEXICAL_DECISION	PSEUDOWORD	KILDU	n/a	n/a
462.832	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
468.094	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
473.594	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
474.61	5.009	6_DOT_DETECTION	NO_6-DOT	DLMT	n/a	n/a
478.776	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
481.644	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
482.661	5.008	6_DOT_DETECTION	6-DOT	##K	n/a	n/a
485.672	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
489.694	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
490.711	5.008	6_DOT_DETECTION	6-DOT	M##OE	n/a	n/a
493.512	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
497.744	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
498.76	5.009	6_DOT_DETECTION	6-DOT	U##K	n/a	n/a
500.832	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
505.794	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
506.811	5.008	6_DOT_DETECTION	6-DOT	#A#	n/a	n/a
510.256	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
514.853	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
519.853	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
520.869	5.008	LEXICAL_DECISION	PSEUDOWORD	KIS	n/a	n/a
523.416	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
527.903	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
528.919	5.008	LEXICAL_DECISION	WORD	CAŁY	n/a	n/a
532.656	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
535.953	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
536.969	5.008	LEXICAL_DECISION	PSEUDOWORD	ŁUCA	n/a	n/a
538.936	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
544.003	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
545.019	5.008	LEXICAL_DECISION	WORD	POMYL	n/a	n/a
550.896	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
552.053	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
553.069	5.008	LEXICAL_DECISION	WORD	TLI	n/a	n/a
555.632	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
561.111	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
568.111	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
569.127	5.009	6_DOT_DETECTION	NO_6-DOT	ŁOCU	n/a	n/a
573.432	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
576.16	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
577.178	5.008	6_DOT_DETECTION	NO_6-DOT	IMTK	n/a	n/a
581.656	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
584.211	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
585.228	5.008	6_DOT_DETECTION	6-DOT	TSP##	n/a	n/a
589.736	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
592.261	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
593.278	5.008	6_DOT_DETECTION	NO_6-DOT	STDL	n/a	n/a
596.536	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
600.31	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
601.328	5.008	6_DOT_DETECTION	6-DOT	Ł##	n/a	n/a
604.672	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
609.87	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
616.37	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
617.386	5.008	LEXICAL_DECISION	PSEUDOWORD	PAKM	n/a	n/a
620.272	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
624.419	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
625.436	5.008	LEXICAL_DECISION	PSEUDOWORD	OTAB	n/a	n/a
629.416	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
632.47	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
633.486	5.008	LEXICAL_DECISION	PSEUDOWORD	OŁUBU	n/a	n/a
634.736	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
640.52	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
641.536	5.008	LEXICAL_DECISION	PSEUDOWORD	DOMET	n/a	n/a
643.112	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
648.57	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
649.586	5.008	LEXICAL_DECISION	PSEUDOWORD	DAS	n/a	n/a
651.992	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
658.128	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
662.628	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
663.645	5.008	6_DOT_DETECTION	6-DOT	D#BK#	n/a	n/a
666.952	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
670.677	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
671.695	5.008	6_DOT_DETECTION	6-DOT	TU#K#	n/a	n/a
675.112	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
678.728	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
679.745	5.008	6_DOT_DETECTION	6-DOT	#Y#	n/a	n/a
681.936	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
686.778	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
687.795	5.008	6_DOT_DETECTION	NO_6-DOT	LSŁIP	n/a	n/a
691.992	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
694.828	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
695.845	5.008	6_DOT_DETECTION	NO_6-DOT	UCMB	n/a	n/a
699.696	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
704.386	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
709.886	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
710.903	5.008	LEXICAL_DECISION	WORD	UCIEC	n/a	n/a
714.032	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
717.936	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
718.953	5.008	LEXICAL_DECISION	WORD	PALM	n/a	n/a
721.712	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
725.986	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
727.003	5.008	LEXICAL_DECISION	WORD	TŁO	n/a	n/a
730.592	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
734.036	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
735.053	5.008	LEXICAL_DECISION	PSEUDOWORD	ŁYB	n/a	n/a
738.256	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
742.087	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
743.103	5.008	LEXICAL_DECISION	PSEUDOWORD	BOŁY	n/a	n/a
745.472	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
751.145	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
