onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0547	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.088	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.6047	0.9334	T_INK	1	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
2.5115	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
2.538	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.0547	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.0714	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.5881	0.5833	T_INK	2	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
5.1509	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
5.1714	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.6881	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.7047	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.2214	1.5834	T_INK	3	Incongruent	czerwony	red	żółty	yellow	hit	n/a
8.7821	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
8.8048	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.3214	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.3381	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.8548	0.7667	T_INK	4	Incongruent	zielony	green	żółty	yellow	hit	n/a
11.5975	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
11.6215	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.1381	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.1548	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.6715	0.6333	T_INK	5	Incongruent	żółty	yellow	czerwony	red	hit	n/a
14.2689	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
14.3048	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.8215	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.8382	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.3549	1.05	T_INK	6	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
17.3722	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
17.4049	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.9215	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.9382	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.4549	0.8667	T_INK	7	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
20.2996	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
20.3216	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.8383	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.8549	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.3716	1.0333	T_INK	8	Incongruent	żółty	yellow	zielony	green	hit	n/a
23.3709	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
23.405	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.9216	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.9383	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.455	0.8833	T_INK	9	Incongruent	niebieski	blue	zielony	green	hit	n/a
26.3143	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
26.3383	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26.855	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.8717	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.3883	0.55	T_INK	10	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
28.9058	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
28.9383	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.455	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.4717	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.9884	0.95	T_INK	11	Incongruent	zielony	green	niebieski	blue	hit	n/a
31.9131	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
31.9384	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.455	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.4717	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.9884	0.5667	T_INK	12	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
34.5206	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
34.5551	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
35.0717	1.0334	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.0869	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.1385	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.1552	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.6719	0.9333	INK	1	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
44.5824	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
44.6052	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.6219	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
46.1385	0.85	INK	2	Incongruent	zielony	green	żółty	yellow	hit	n/a
46.9658	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
46.9886	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.0052	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.5219	0.4167	INK	3	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
48.9175	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
48.9386	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.9552	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.4719	0.55	INK	4	Incongruent	zielony	green	czerwony	red	hit	n/a
50.997	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
51.0219	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.0386	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.5553	0.55	INK	5	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
53.0765	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
53.1053	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.122	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
54.6386	0.9167	INK	6	Incongruent	żółty	yellow	zielony	green	hit	n/a
55.524	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
55.5553	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
