onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.011	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
7.011	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
8.028	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KŁMLK	n/a	n/a
12.76	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.062	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
16.078	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁKL	n/a	n/a
21.024	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
23.111	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
24.128	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#M#ŁS	n/a	n/a
29.264	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
31.162	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
32.178	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KB##	n/a	n/a
36.744	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
39.212	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
40.228	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-TKLKŁ	n/a	n/a
45.12	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
49.27	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
54.27	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
55.286	5.009	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SEMA	n/a	n/a
61.584	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.319	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
63.337	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TYPU	n/a	n/a
69.024	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
70.369	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
