onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.019	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
7.019	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
8.035	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KŁMLK	n/a	n/a
10.776	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.069	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
16.085	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁKL	n/a	n/a
19.256	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
23.119	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
24.135	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#M#ŁS	n/a	n/a
26.336	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	MISS
31.169	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
32.185	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KB##	n/a	n/a
34.216	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	MISS
39.219	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
40.235	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-TKLKŁ	n/a	n/a
42.48	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
49.277	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
54.277	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
55.294	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SEMA	n/a	n/a
57.096	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.327	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
63.344	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TYPU	n/a	n/a
66.04	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
70.377	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
71.394	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-STEK	n/a	n/a
73.64	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
78.427	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
79.444	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-LIŁCU	n/a	n/a
81.48	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
86.477	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
87.494	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TOPI	n/a	n/a
89.376	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
96.036	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
100.536	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
101.552	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DK##L	n/a	n/a
106.16	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
108.585	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
109.602	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KDTLŁ	n/a	n/a
113.56	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
116.635	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
117.652	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-P#T#	n/a	n/a
120.44	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
124.686	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
125.702	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-SSŁKM	n/a	n/a
129.64	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
132.736	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
133.752	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DDŁ	n/a	n/a
138.176	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
141.794	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
146.794	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
147.81	5.009	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-BYLU	n/a	n/a
150.52	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
154.844	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
155.861	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-OKCY	n/a	n/a
158.536	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
162.894	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
163.911	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DOAST	n/a	n/a
165.88	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
170.944	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
171.961	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SMOK	n/a	n/a
174.44	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
178.994	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
180.011	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-AKT	n/a	n/a
183.32	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
188.552	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
194.052	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
195.069	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-SŁ#M#	n/a	n/a
198.416	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
202.102	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
203.119	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KCTD	n/a	n/a
205.736	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
210.152	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
211.169	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#KT#	n/a	n/a
213.616	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
218.203	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
219.219	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-P##Ł	n/a	n/a
221.936	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
226.253	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
227.269	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-ŁMT	n/a	n/a
230.176	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
230.296	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
235.811	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
242.311	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
243.327	5.009	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DOKI	n/a	n/a
245.512	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
250.36	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
251.378	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DASY	n/a	n/a
252.552	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
258.411	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
259.428	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-ŁAPY	n/a	n/a
259.912	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
266.461	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
267.478	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-UMYSŁ	n/a	n/a
269.576	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
