onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0633	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0967	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.6133	1.6667	T_INK	1	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
3.2404	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
3.28	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.7967	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.8134	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.33	1.0167	T_INK	2	Incongruent	zielony	green	niebieski	blue	hit	n/a
6.3213	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
6.3467	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.8633	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.8801	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.3967	0.6833	T_INK	3	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
9.0508	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
9.0801	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.5967	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.6134	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.1301	0.4833	T_INK	4	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
11.5889	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
11.6134	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.1301	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.1468	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.6634	0.7167	T_INK	5	Incongruent	żółty	yellow	zielony	green	hit	n/a
14.3505	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
14.3801	0.5166	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.8968	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.9135	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.4301	0.55	T_INK	6	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
16.9524	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
16.9801	0.5166	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.4968	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.5135	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.0301	0.6666	T_INK	7	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
19.6661	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
19.6968	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.2135	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.2302	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.7468	0.5333	T_INK	8	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
22.2521	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
22.2802	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.7969	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.8135	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.3302	0.7667	T_INK	9	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
