onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0287	1.0	ISI	n/a	n/a	n/a	n/a
1.0287	0.5	DISTRACTOR	1	1	C	Correct Rejection
1.5287	1.0	ISI	n/a	n/a	n/a	n/a
2.5287	0.5	DISTRACTOR	1	2	E	Correct Rejection
3.0287	1.0	ISI	n/a	n/a	n/a	n/a
4.0287	0.5	DISTRACTOR	1	3	A	Correct Rejection
4.5287	1.0	ISI	n/a	n/a	n/a	n/a
5.5288	0.5	TARGET	1	4	A	Hit
5.9026	n/a	RESPONSE	n/a	n/a	n/a	n/a
6.0288	1.0	ISI	n/a	n/a	n/a	n/a
7.0288	0.5	DISTRACTOR	1	5	B	Correct Rejection
7.5288	1.0	ISI	n/a	n/a	n/a	n/a
8.5288	0.5	DISTRACTOR	1	6	E	Correct Rejection
9.0288	1.0	ISI	n/a	n/a	n/a	n/a
10.0288	0.5	DISTRACTOR	1	7	I	Correct Rejection
10.5288	1.0	ISI	n/a	n/a	n/a	n/a
11.5288	0.5	DISTRACTOR	1	8	E	Correct Rejection
12.0288	1.0	ISI	n/a	n/a	n/a	n/a
13.0289	0.5	DISTRACTOR	1	9	I	False Alarm
13.4368	n/a	RESPONSE	n/a	n/a	n/a	n/a
13.5289	1.0	ISI	n/a	n/a	n/a	n/a
14.5289	0.5	TARGET	1	10	I	Hit
15.0289	1.0	ISI	n/a	n/a	n/a	n/a
15.0524	n/a	RESPONSE	n/a	n/a	n/a	n/a
16.0289	0.5	DISTRACTOR	1	11	B	Correct Rejection
16.5289	1.0	ISI	n/a	n/a	n/a	n/a
17.5289	0.5	DISTRACTOR	1	12	E	Correct Rejection
18.0289	1.0	ISI	n/a	n/a	n/a	n/a
19.0289	0.5	DISTRACTOR	1	13	F	Correct Rejection
19.5289	1.0	ISI	n/a	n/a	n/a	n/a
20.529	0.5	DISTRACTOR	1	14	E	Correct Rejection
21.029	1.0	ISI	n/a	n/a	n/a	n/a
22.029	0.5	DISTRACTOR	1	15	H	Correct Rejection
22.529	1.0	ISI	n/a	n/a	n/a	n/a
23.529	0.5	DISTRACTOR	1	16	B	Correct Rejection
24.029	1.0	ISI	n/a	n/a	n/a	n/a
25.029	0.5	DISTRACTOR	1	17	D	Correct Rejection
25.529	1.0	ISI	n/a	n/a	n/a	n/a
26.529	0.5	TARGET	1	18	D	Hit
26.9536	n/a	RESPONSE	n/a	n/a	n/a	n/a
27.029	1.0	ISI	n/a	n/a	n/a	n/a
28.029	0.5	DISTRACTOR	1	19	A	Correct Rejection
28.529	1.0	ISI	n/a	n/a	n/a	n/a
29.5291	0.5	TARGET	1	20	A	Hit
30.0291	1.0	ISI	n/a	n/a	n/a	n/a
30.1528	n/a	RESPONSE	n/a	n/a	n/a	n/a
31.0291	0.5	DISTRACTOR	1	21	G	Correct Rejection
31.5291	1.0	ISI	n/a	n/a	n/a	n/a
32.5291	0.5	TARGET	1	22	G	Hit
32.9201	n/a	RESPONSE	n/a	n/a	n/a	n/a
33.0291	1.0	ISI	n/a	n/a	n/a	n/a
34.0291	0.5	DISTRACTOR	1	23	C	Correct Rejection
34.5291	1.0	ISI	n/a	n/a	n/a	n/a
35.5291	0.5	DISTRACTOR	1	24	D	Correct Rejection
36.0291	1.0	ISI	n/a	n/a	n/a	n/a
37.0291	0.5	DISTRACTOR	1	25	H	Correct Rejection
37.5292	1.0167	ISI	n/a	n/a	n/a	n/a
38.5458	0.5167	DISTRACTOR	1	26	A	Correct Rejection
39.0625	1.0167	ISI	n/a	n/a	n/a	n/a
40.0792	0.5167	TARGET	1	27	A	Hit
40.4223	n/a	RESPONSE	n/a	n/a	n/a	n/a
40.5959	1.0167	ISI	n/a	n/a	n/a	n/a
41.6125	0.5167	TARGET	1	28	A	Hit
42.1292	1.0167	ISI	n/a	n/a	n/a	n/a
42.2299	n/a	RESPONSE	n/a	n/a	n/a	n/a
43.1459	0.5167	DISTRACTOR	1	29	G	Correct Rejection
43.6626	1.0167	ISI	n/a	n/a	n/a	n/a
44.6792	0.5167	DISTRACTOR	1	30	E	Correct Rejection
45.1959	1.0167	ISI	n/a	n/a	n/a	n/a
46.2126	0.5167	DISTRACTOR	1	31	D	Correct Rejection
46.7293	1.0167	ISI	n/a	n/a	n/a	n/a
47.746	0.5167	DISTRACTOR	1	32	H	Correct Rejection
48.2626	1.0167	ISI	n/a	n/a	n/a	n/a
49.2793	0.5167	DISTRACTOR	1	33	A	Correct Rejection
49.796	1.0167	ISI	n/a	n/a	n/a	n/a
50.8127	0.5167	DISTRACTOR	1	34	J	Correct Rejection
51.3293	1.0167	ISI	n/a	n/a	n/a	n/a
52.346	0.5167	DISTRACTOR	1	35	D	Correct Rejection
52.8627	1.0167	ISI	n/a	n/a	n/a	n/a
53.8794	0.5167	DISTRACTOR	1	36	E	Correct Rejection
54.396	1.0167	ISI	n/a	n/a	n/a	n/a
55.4127	0.5167	DISTRACTOR	1	37	C	Correct Rejection
55.9294	1.0167	ISI	n/a	n/a	n/a	n/a
56.9461	0.5167	TARGET	1	38	C	Hit
57.2663	n/a	RESPONSE	n/a	n/a	n/a	n/a
57.4627	1.0167	ISI	n/a	n/a	n/a	n/a
58.4794	0.5167	DISTRACTOR	1	39	H	Correct Rejection
58.9961	1.0167	ISI	n/a	n/a	n/a	n/a
60.0128	0.5167	DISTRACTOR	1	40	J	Correct Rejection
60.5294	1.0167	ISI	n/a	n/a	n/a	n/a
61.5461	0.5167	DISTRACTOR	1	41	B	Correct Rejection
62.0628	1.0167	ISI	n/a	n/a	n/a	n/a
63.0795	0.5167	DISTRACTOR	1	42	H	Correct Rejection
63.5961	1.0167	ISI	n/a	n/a	n/a	n/a
64.6128	0.5167	DISTRACTOR	1	43	D	Correct Rejection
65.1295	1.0167	ISI	n/a	n/a	n/a	n/a
66.1462	0.5167	TARGET	1	44	D	Hit
66.4961	n/a	RESPONSE	n/a	n/a	n/a	n/a
66.6629	1.0167	ISI	n/a	n/a	n/a	n/a
67.6795	0.5167	DISTRACTOR	1	45	B	Correct Rejection
68.1962	1.0167	ISI	n/a	n/a	n/a	n/a
69.2129	0.5167	DISTRACTOR	1	46	A	Correct Rejection
69.7296	1.0167	ISI	n/a	n/a	n/a	n/a
70.7462	0.5167	TARGET	1	47	A	Hit
71.2629	1.0167	ISI	n/a	n/a	n/a	n/a
71.2949	n/a	RESPONSE	n/a	n/a	n/a	n/a
72.2796	0.5167	DISTRACTOR	1	48	E	Correct Rejection
72.7963	1.0167	ISI	n/a	n/a	n/a	n/a
73.8129	0.5167	DISTRACTOR	1	49	C	Correct Rejection
74.3296	1.0167	ISI	n/a	n/a	n/a	n/a
75.3463	0.5167	DISTRACTOR	1	50	A	Correct Rejection
75.863	1.1167	ISI	n/a	n/a	n/a	n/a
86.8752	n/a	RESPONSE	n/a	n/a	n/a	n/a
86.9297	1.0167	ISI	n/a	n/a	n/a	n/a
87.9465	0.5167	DISTRACTOR	2	1	E	Correct Rejection
88.4631	1.0167	ISI	n/a	n/a	n/a	n/a
89.4798	0.5167	DISTRACTOR	2	2	F	Correct Rejection
89.9965	1.0167	ISI	n/a	n/a	n/a	n/a
91.0132	0.5167	DISTRACTOR	2	3	H	Correct Rejection
91.5298	1.0167	ISI	n/a	n/a	n/a	n/a
92.5465	0.5167	TARGET	2	4	F	Hit
93.0632	1.0167	ISI	n/a	n/a	n/a	n/a
93.6576	n/a	RESPONSE	n/a	n/a	n/a	n/a
94.0799	0.5167	DISTRACTOR	2	5	B	Correct Rejection
94.5965	1.0167	ISI	n/a	n/a	n/a	n/a
95.6132	0.5167	DISTRACTOR	2	6	B	Correct Rejection
96.1299	1.0167	ISI	n/a	n/a	n/a	n/a
97.1466	0.5167	DISTRACTOR	2	7	G	Correct Rejection
97.6632	1.0167	ISI	n/a	n/a	n/a	n/a
98.6799	0.5167	TARGET	2	8	B	Hit
99.1922	n/a	RESPONSE	n/a	n/a	n/a	n/a
99.1966	1.0167	ISI	n/a	n/a	n/a	n/a
100.2133	0.5167	DISTRACTOR	2	9	B	Correct Rejection
100.7299	1.0167	ISI	n/a	n/a	n/a	n/a
101.7466	0.5167	DISTRACTOR	2	10	A	Correct Rejection
102.2633	1.0167	ISI	n/a	n/a	n/a	n/a
103.28	0.5167	DISTRACTOR	2	11	C	Correct Rejection
103.7966	1.0167	ISI	n/a	n/a	n/a	n/a
104.8133	0.5167	TARGET	2	12	A	Hit
105.2708	n/a	RESPONSE	n/a	n/a	n/a	n/a
105.33	1.0167	ISI	n/a	n/a	n/a	n/a
106.3467	0.5167	DISTRACTOR	2	13	A	Correct Rejection
106.8634	1.0167	ISI	n/a	n/a	n/a	n/a
107.88	0.5167	DISTRACTOR	2	14	B	Correct Rejection
108.3967	1.0167	ISI	n/a	n/a	n/a	n/a
109.4134	0.5167	DISTRACTOR	2	15	C	Correct Rejection
109.9301	1.0167	ISI	n/a	n/a	n/a	n/a
110.9467	0.5167	TARGET	2	16	B	Hit
111.3173	n/a	RESPONSE	n/a	n/a	n/a	n/a
111.4634	1.0167	ISI	n/a	n/a	n/a	n/a
112.4801	0.5167	TARGET	2	17	C	Miss
112.9968	1.0167	ISI	n/a	n/a	n/a	n/a
114.0134	0.5167	DISTRACTOR	2	18	A	Correct Rejection
114.5301	1.0167	ISI	n/a	n/a	n/a	n/a
115.5468	0.5167	DISTRACTOR	2	19	D	Correct Rejection
116.0635	1.0167	ISI	n/a	n/a	n/a	n/a
117.0801	0.5167	DISTRACTOR	2	20	G	Correct Rejection
117.5968	1.0167	ISI	n/a	n/a	n/a	n/a
