onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.0334	1.0	ISI	n/a	n/a	n/a	n/a
1.0334	0.5	DISTRACTOR	1	1	B	Correct Rejection
1.5334	1.0	ISI	n/a	n/a	n/a	n/a
2.5334	0.5	DISTRACTOR	1	2	A	Correct Rejection
3.0334	1.0	ISI	n/a	n/a	n/a	n/a
4.0334	0.5	DISTRACTOR	1	3	G	Correct Rejection
4.5334	1.0	ISI	n/a	n/a	n/a	n/a
5.5335	0.5	DISTRACTOR	1	4	H	Correct Rejection
6.0334	1.0	ISI	n/a	n/a	n/a	n/a
7.0335	0.5	DISTRACTOR	1	5	B	Correct Rejection
7.5335	1.0	ISI	n/a	n/a	n/a	n/a
8.5335	0.5	DISTRACTOR	1	6	C	Correct Rejection
9.0335	1.0	ISI	n/a	n/a	n/a	n/a
10.0335	0.5	DISTRACTOR	1	7	J	Correct Rejection
10.5335	1.0	ISI	n/a	n/a	n/a	n/a
11.5335	0.5	TARGET	1	8	J	Hit
11.861	n/a	RESPONSE	n/a	n/a	n/a	n/a
12.0335	1.0	ISI	n/a	n/a	n/a	n/a
13.0335	0.5	DISTRACTOR	1	9	A	Correct Rejection
13.5335	1.0	ISI	n/a	n/a	n/a	n/a
14.5335	0.5167	DISTRACTOR	1	10	J	False Alarm
15.0502	1.0167	ISI	n/a	n/a	n/a	n/a
15.1379	n/a	RESPONSE	n/a	n/a	n/a	n/a
16.0669	0.5167	DISTRACTOR	1	11	I	Correct Rejection
16.5836	1.0167	ISI	n/a	n/a	n/a	n/a
17.6003	0.5167	TARGET	1	12	I	Hit
18.1169	1.0167	ISI	n/a	n/a	n/a	n/a
18.127	n/a	RESPONSE	n/a	n/a	n/a	n/a
19.1336	0.5167	DISTRACTOR	1	13	E	Correct Rejection
19.6503	1.0167	ISI	n/a	n/a	n/a	n/a
20.667	0.5167	TARGET	1	14	E	Hit
21.1836	1.0167	ISI	n/a	n/a	n/a	n/a
21.372	n/a	RESPONSE	n/a	n/a	n/a	n/a
22.2003	0.5167	DISTRACTOR	1	15	F	Correct Rejection
22.717	1.0167	ISI	n/a	n/a	n/a	n/a
23.7337	0.5167	TARGET	1	16	F	Hit
24.2013	n/a	RESPONSE	n/a	n/a	n/a	n/a
