onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0546	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0713	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.5879	1.2	T_INK	1	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
2.7654	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
2.788	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.3046	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.3213	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.838	0.6667	T_INK	2	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
5.4668	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
5.5047	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.0213	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.038	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.5547	0.5167	T_INK	3	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
8.0404	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
8.0713	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.588	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.6047	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.1214	0.4333	T_INK	4	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
10.518	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
10.5547	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.0714	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.0881	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.6047	0.4167	T_INK	5	Incongruent	żółty	yellow	zielony	green	hit	n/a
12.9957	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
13.0214	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.5381	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.5548	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.0714	0.6333	T_INK	6	Incongruent	zielony	green	żółty	yellow	hit	n/a
15.6812	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
15.7048	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.2215	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.2381	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.7548	0.7667	T_INK	7	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
18.4944	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
18.5215	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.0382	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.0548	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.5715	0.5833	T_INK	8	Incongruent	niebieski	blue	zielony	green	hit	n/a
21.1319	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
21.1548	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.6715	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.6882	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.2049	0.6167	T_INK	9	Incongruent	czerwony	red	zielony	green	hit	n/a
23.8015	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
23.8215	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.3382	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.3549	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.8716	0.7167	T_INK	10	Incongruent	żółty	yellow	czerwony	red	hit	n/a
26.5669	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
26.5882	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.1049	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.1216	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.6383	0.5333	T_INK	11	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
29.1403	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
29.1716	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.6883	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.705	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.2216	0.6167	T_INK	12	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
31.8098	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
31.8383	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.355	1.0333	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.4194	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.4886	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
56.5053	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.0219	1.4167	INK	1	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
58.4086	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
58.4386	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.4553	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.972	0.6	INK	2	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
60.5505	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
60.572	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.5887	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
62.1053	0.7333	INK	3	Incongruent	zielony	green	czerwony	red	hit	n/a
62.8203	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
62.8387	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.8554	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
64.372	0.8167	INK	4	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
65.1701	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
65.1887	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.2054	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.7221	0.5667	INK	5	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
