onset	duration	trial_type	n_back_condition	trial_number	stimulus	response_type
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a
0.976	0.5167	DISTRACTOR	1	1	J	Correct Rejection
1.493	1.0167	ISI	n/a	n/a	n/a	n/a
2.51	0.5167	DISTRACTOR	1	2	C	Correct Rejection
3.026	1.0167	ISI	n/a	n/a	n/a	n/a
4.043	0.5167	TARGET	1	3	C	Hit
4.437	n/a	RESPONSE	n/a	n/a	n/a	n/a
4.56	1.0167	ISI	n/a	n/a	n/a	n/a
5.576	0.5167	DISTRACTOR	1	4	H	Correct Rejection
6.093	1.0167	ISI	n/a	n/a	n/a	n/a
7.11	0.5167	DISTRACTOR	1	5	B	Correct Rejection
7.626	1.0167	ISI	n/a	n/a	n/a	n/a
8.643	0.5167	TARGET	1	6	B	Hit
9.006	n/a	RESPONSE	n/a	n/a	n/a	n/a
9.16	1.0167	ISI	n/a	n/a	n/a	n/a
10.176	0.5167	TARGET	1	7	B	Hit
10.693	1.0167	ISI	n/a	n/a	n/a	n/a
10.763	n/a	RESPONSE	n/a	n/a	n/a	n/a
11.71	0.5167	DISTRACTOR	1	8	C	Correct Rejection
12.226	1.0167	ISI	n/a	n/a	n/a	n/a
13.243	0.5167	DISTRACTOR	1	9	D	Correct Rejection
13.76	1.0167	ISI	n/a	n/a	n/a	n/a
14.776	0.5167	DISTRACTOR	1	10	E	Correct Rejection
15.293	1.0167	ISI	n/a	n/a	n/a	n/a
16.31	0.5167	DISTRACTOR	1	11	G	Correct Rejection
16.826	1.0167	ISI	n/a	n/a	n/a	n/a
17.843	0.5167	DISTRACTOR	1	12	H	Correct Rejection
18.36	1.0167	ISI	n/a	n/a	n/a	n/a
19.376	0.5167	DISTRACTOR	1	13	J	Correct Rejection
19.893	1.0167	ISI	n/a	n/a	n/a	n/a
20.91	0.5167	DISTRACTOR	1	14	E	Correct Rejection
21.426	1.0167	ISI	n/a	n/a	n/a	n/a
22.443	0.5167	DISTRACTOR	1	15	F	Correct Rejection
22.96	1.0167	ISI	n/a	n/a	n/a	n/a
23.976	0.5167	DISTRACTOR	1	16	B	Correct Rejection
24.493	1.0167	ISI	n/a	n/a	n/a	n/a
25.51	0.5167	DISTRACTOR	1	17	I	Correct Rejection
26.026	1.0167	ISI	n/a	n/a	n/a	n/a
27.043	0.5167	DISTRACTOR	1	18	G	Correct Rejection
27.56	1.0167	ISI	n/a	n/a	n/a	n/a
28.576	0.5167	DISTRACTOR	1	19	B	Correct Rejection
29.093	1.0167	ISI	n/a	n/a	n/a	n/a
30.11	0.5167	DISTRACTOR	1	20	E	Correct Rejection
30.627	1.0167	ISI	n/a	n/a	n/a	n/a
31.643	0.5167	DISTRACTOR	1	21	F	Correct Rejection
32.16	1.0167	ISI	n/a	n/a	n/a	n/a
