global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
548.3492865358795	n/a	300686.9400444081	n/a	713.4454322993755	n/a	509004.3848688428	n/a	490.3192296607302	n/a	n/a	240412.94697509185	495.02709032358905	691.3452501145748	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0284438	n/a	0.00080904975844	n/a	-0.426529	n/a	n/a	0.181926987841	-0.362839	n/a	n/a	0.131652139921	-0.00252108	n/a	n/a	6.355844366400001e-06	0.00264447	n/a	6.9932215809e-06	n/a	-0.00105165	n/a	n/a	1.1059677224999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.1531703945109	-12.196116141368634	287460.2221240854	148.74524893375255	655.25386561824	-58.19156668113556	429357.6284076465	3386.2584328050457	487.2586892735709	-3.0605403871592785	9.366907461433064	237421.03027259832	490.26081532645975	649.8217097569956	2.165239	57.74815	0.4806952	0.242383	-0.0128654343	0.0068838172	-0.0204297239	-0.0118626907	0.0252591223	-0.0135806953	-0.0422986202	0.0011412953	-0.0332364296	0.122310439	-0.045311979	-0.0086983517	0.015284378	-0.1148705622	0.0902065073	-0.0560797148	0.0467881459	-0.0734335872	0.1373930555	-0.0231259226	0.0061663473	-0.2041280233	0.0595772059	-0.0407921384	0.1013957629	-0.0431850907	0.107525303	-0.0877566026	0.0209051612	-0.1028961776	-0.0109779691	0.0006801184	-0.023635286	0.0189643647	-0.0364028826	0.019322521	-0.0294241752	-0.0414980533	0.0032803219	-0.0306024887	0.137961943	-0.023210028	-0.0238699493	0.0701749659	-0.11001805	0.0901865077	-0.0305795129	0.0313412796	-0.1159706163	-0.145630447	0.021438629	-0.140620716	0.024366934	-0.0560460545	0.0339949641	-0.0737036694	0.0627789736	-0.0767660061	0.0873474627	-0.0090458499	0.1001126917	-0.028948918	0.1458350543	-0.0319710829	0.0698146248	-0.0436020553	0.0934516642	0.0934450686	0.0934340765	0.0934186881	0.0	-0.0109401	0.0175037	0.0001196857880099	0.00030637951369	-0.334206	0.0923229999999999	0.0085235363289999	0.111693650436	-0.176526	0.186313	0.034712533969	0.0311614286759999	-0.000572512	0.001948568	3.796917250624001e-06	3.27769990144e-07	0.00134813	-0.00129634	1.8174544969e-06	1.6804973956e-06	-0.000605448	0.0004462019999999	1.9909622480399998e-07	3.66567280704e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532.6236635715516	-3.52950682295932	283687.9669963813	12.457418413316391	645.7396696494658	-9.514195968774176	416979.7209590012	90.51992493223877	484.8537256019415	-2.404963671629389	5.783850261857111	235083.1352300828	487.5971304870139	637.1237226317156	1.071746	28.584072	0.2236479	0.171779	-0.0133381931	-0.0001821525	-0.0039628265	-0.0139137047	0.0486395006	-0.0766758664	0.0039521951	-0.015842764	-0.0254950183	0.098057168	-0.072101613	-0.0362471974	-0.0376645033	-0.1419915792	0.0235169294	-0.0703875964	0.0603236784	-0.1039677961	-0.00133646	-0.1055334059	-0.0541140876	-0.1550414239	0.0820874269	0.0628145755	-0.0086690201	-0.0224925599	-0.0410705583	-0.0477843741	0.0615847612	-0.1128493239	0.0092871256	0.0796319225	-0.021991586	0.0257662159	0.0575592767	0.1278812261	0.0651154396	0.0037334885	0.0235247431	-0.019401177	0.1029113892	-0.0503799166	-0.05634007	0.0102888552	-0.1544989385	0.0521331964	-0.0547953134	0.0260805374	-0.141172844	0.0232332556	0.0881896803	-0.0998382046	0.0662091901	-0.0010809951	0.0655665391	0.0319479154	0.0439704642	-0.0118680278	-0.0441854781	0.0837897005	0.1014134569	0.0537701678	0.0199466899	-0.0573230457	0.0091175714	-0.063560597	0.0934340765	0.0933747261	0.0932758368	0.0931374504	0.0	-0.01295	-0.0020099	0.0001677025	4.039698010000001e-06	-0.165745	0.168461	0.028379108521	0.027471405025	-0.153366	0.0231599999999999	0.0005363855999999	0.023521129956	-0.000862882	-0.00029037	8.431473690000004e-08	7.445653459240001e-07	0.00135285	4.720000000000158e-06	1.8302031225e-06	2.2278400000001493e-11	-0.000300198	0.0003052499999999	9.317756249999999e-08	9.0118839204e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532.2584414247274	-0.3652221468241805	283299.04846787994	0.1333872165308632	643.3081735570642	-2.4314960924016304	413845.4061653258	5.912173247364398	485.2789636810213	0.4252380790798042	0.1808274238994818	235495.672591326	488.1476283388552	632.5776076949599	0.88575	23.623453	0.05515784	0.0250246	-0.0159187841	-0.0042397784	1.39861e-05	-0.0107364967	0.0512766012	-0.0593131702	-0.0011142312	-0.0127364873	-0.0049137543	0.051175362	-0.0448316947	0.0214816801	-0.0811467166	-0.0921453479	0.0851072135	-0.0509927805	-0.0958914899	-0.0937489997	-0.0158841418	-0.0437564367	-0.0384003457	-0.1244094601	0.0766080109	-0.0523676627	0.0276268785	0.131791069	0.0494601498	-0.0622661165	0.0989852336	0.1332163202	0.005660657	-0.0496817589	-0.1234549178	-0.0156517703	-0.0570690981	0.0493577138	-0.0565069929	-0.0017642872	0.0231275	-0.005319416	0.0686836185	-0.043892103	0.01705776	-0.0110804643	-0.1150733833	0.121105027	-0.0616122709	-0.1199335507	-0.0624570047	0.0090586668	0.0289524401	-0.113140154	0.0251986982	0.0222226474	-0.02069264	-0.0071029737	0.1348549038	0.0282543452	0.0375336542	-0.0129193636	-0.1373981168	-0.0571627342	0.1313627575	-0.064999736	-0.0500634499	-0.0312630959	0.0933989044	0.093234094	0.0929596255	0.0925758217	0.0	-0.0118108	0.0011392	0.0001394949966399	1.2977766399999998e-06	-0.158782	0.0069629999999999	4.848336899999996e-05	0.025211723524	-0.163437	-0.0100709999999999	0.0001014250409999	0.026711652969	-0.000679485	0.000183397	3.3634459609000026e-08	4.6169986522500006e-07	0.00107819	-0.00027466	1.1624936761e-06	7.543811560000007e-08	-1.85622e-05	0.0002816358	7.931872384164003e-08	3.4455526884e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532.5314484934753	0.2730070687479156	283589.7436345589	0.0745328595863291	641.5195761616241	-1.7885973954400924	411547.36659858975	3.1990806429750824	485.652058742442	0.3730950614207131	0.1391999248565257	235857.92216077237	488.3039539678593	628.1183234770042	1.039691	27.729153	0.20003418	0.120914	-0.0105579276	-0.0080670884	0.0051831076	-0.016149596	0.0314399449	-0.0129649474	-0.0113089916	0.001253802	0.008784553	0.0406368232	-0.0217649657	0.0032154777	-0.0503516196	-0.0656662571	0.0038568066	-0.0157914207	-0.0256380232	-0.1227222636	0.0334222602	-0.027778185	0.0886700422	-0.1634992247	-0.0692823169	-0.01882132	0.0657872589	0.0042980051	0.0321377621	-0.1144363934	0.0559155163	-0.0775891064	0.0603694956	-0.0535643133	0.0212836609	5.9193e-06	-0.0500911925	0.1266143369	-0.0934610411	-0.0100462317	0.0040867103	0.0053202754	0.0563190516	-0.0297344297	0.0073229829	-0.0186709269	-0.0893059144	0.0340005328	-0.0161071205	-0.0855636779	-0.1373333955	-0.032114606	0.0045273067	-0.0853712262	-0.0726119489	-0.1158817448	0.0119208318	-0.0682552439	0.0707580741	0.0039718593	-0.0122873713	-0.0268420016	0.032970111	0.1242416724	0.0714447709	0.0951928771	0.0233308273	-0.0327081353	0.0933461545	0.0930232783	0.0924859781	0.0917354927	0.0	-0.00140853	0.01040227	1.9839567609000003e-06	0.0001082072211529	-0.148673	0.010109	0.000102191881	0.022103660929	-0.0611396	0.1022974	0.01046475804676	0.00373805068816	-0.00191926	-0.001239775	1.5370420506250003e-06	3.683558947600001e-06	0.00108961	1.142000000000005e-05	1.1872499520999998e-06	1.304164000000011e-10	0.000274753	0.0002933151999999	8.603380655103998e-08	7.548921100899998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533.1700030654122	0.6385545719368793	284270.25216877164	0.4077519413414911	643.4760975788371	1.9565214172130252	414061.4881552891	3.8279760560132656	485.3219163708927	-0.3301423715493001	0.1089939854921961	235537.36250991575	487.8801703216934	633.8041440320198	0.934747	24.930239	0.131261808	0.0750525999999999	-0.0164596693	-0.009740348	0.0098803352	-0.0304941958	0.0285950693	-0.0243810509	0.0073286731	-0.0038402587	-0.0135784568	0.0172516956	0.0158184986	0.0260151256	-0.0403062669	-0.068953715	0.0102686083	-0.0101683379	0.0518573045	-0.0679590339	0.0396424116	0.0570909635	-0.0115249289	-0.123537584	0.0172821584	0.0169903408	0.103147406	-0.0543301351	0.0288329341	-0.0215603494	-0.1141450844	-0.2101081022	0.0467686898	-0.1800211476	-0.0775597884	0.0116109647	0.0259669531	0.0892345985	-0.1855371221	0.0069490591	0.0068289492	-0.0110326336	0.0243881248	-0.0030306274	0.035945914	-0.0095181174	-0.069648715	0.0352305806	0.0112524963	0.0326964636	-0.1018428391	-0.0346397035	-0.0575969138	-0.0853299085	0.0106303086	-0.0078507595	0.0390260509	-0.0181586491	0.0595830729	-0.1094842322	0.0336933744	-0.0584899357	0.2077925725	0.1103375167	0.0785067398	0.1808991976	-0.1517883944	-0.0315403019	0.0932758368	0.0927424375	0.0918556968	0.0906189933	0.0	0.000897228	0.002305758	8.050180839840001e-07	5.316519954564001e-06	-0.127003	0.0216699999999999	0.0004695888999999	0.016129762009	-0.0799957	-0.0188561	0.00035555250721	0.00639931201849	-0.000617151	0.001302109	1.6954878478810002e-06	3.8087535680100004e-07	0.00108961	0.0	1.1872499520999998e-06	0.0	-0.000191737	-0.0004664899999999	2.1761292010000003e-07	3.676307716900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537.5922107341454	4.422207668733222	289005.38504202577	19.55592066540292	653.6486845114151	10.172586932578042	427256.6027635035	103.48152490085754	487.1421494678687	1.8202330969759828	3.313248527326777	237307.47378817527	489.64100525186734	647.8225798887197	1.237545	33.006023	0.357008157	0.171481	-0.029544361	-0.0052243588	-0.0129377181	-0.0111175735	0.0426101067	-0.0613377246	-0.0204060414	-0.0199488829	-0.0037877	0.1270566038	-0.0296463337	0.0177503008	0.0117537222	-0.0449819184	0.070649093	0.0312943121	0.040066986	0.0110067124	-0.0737716662	-0.0178042691	-0.0111505539	0.0925535265	-0.0874607665	-0.0732914222	0.0386012407	0.051759492	-0.0277062355	0.0042452285	0.0789598227	0.0449462279	0.0957146158	0.0439375889	-0.1172059513	0.0258973106	-0.0463015965	0.0167297027	-0.000691753	-0.0183212472	0.0204689682	-0.0031901513	0.1195100173	-0.04222271	-0.0067439207	0.0204596138	-0.0252163981	0.0577290203	0.032452858	0.0566545247	0.0421500172	0.0786247148	-0.003420696	0.0931870601	-0.034221493	-0.0294344991	-0.1234481363	-0.0374357851	0.0430336627	-0.0040929598	-0.0072960888	0.0682778399	-0.0646232217	0.0882978623	0.0619654283	-0.0939012475	-0.007032246	-0.0122539613	0.0931879645	0.0923917831	0.091069849	0.0892296847	0.0	0.0109141	0.010016872	0.0001191175788099	0.0001003377246643	-0.181511	-0.054508	0.002971122064	0.032946243121	-0.180764	-0.1007683	0.01015425028489	0.032675623696	0.00164305	0.002260201	5.108508560401e-06	2.6996133025000003e-06	2.44993e-05	-0.0010651107	6.002157004900001e-10	1.13446080325449e-06	0.000317251	0.000508988	2.590687841440001e-07	1.00648197001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.0635324943163	-1.5286782398291052	287364.1108702849	2.3368571609270115	652.2847574894167	-1.3639270219983928	425475.4048530272	1.860296921337404	485.8641457103731	-1.2780037574955827	1.633293604172828	236063.96808687068	488.4259816881894	646.540771937533	0.927566	24.738712	0.092186085	0.0654732	-0.0285209992	-0.0062849558	-0.0031451627	-0.0169626659	0.0361524098	-0.0756321907	-0.005630738	-0.0177517116	0.0097471284	0.1176954993	-0.0138730624	0.0600146035	-0.0354615144	-0.0287264084	0.0271072523	0.0261454295	-0.0893895495	-0.0791006065	-0.1826134531	-0.0278951966	-0.0799958282	0.0516879521	-0.0377710444	-0.0599014355	0.0082216696	-0.0278365712	-0.0509435252	0.0034839828	-0.0091047005	0.0632313257	-0.0499787798	0.0313048758	-0.027437343	-0.0516332358	-0.0213964568	0.074399944	0.006231432	-0.0030366345	0.0236479805	0.0034552471	0.118244283	-0.0422389373	0.0454822754	-0.0213185722	-0.0291577049	0.0335300297	0.0032199318	-0.1007366546	0.0318509989	0.1938589121	0.0026528314	0.0341940276	0.0376148467	0.0164101366	-0.0930687071	0.0035264574	-0.0416502012	-0.0444949321	-0.012578436	0.0008235053	-0.0268102478	-0.0173217348	-0.0150198146	-0.0682191485	0.0061960918	0.0497971294	0.0930825541	0.091971579	0.0901297655	0.0875717494	0.0	0.0146116	0.0036975	0.00021349885456	1.3671506250000008e-05	-0.117979	0.063532	0.004036315024	0.013919044441	-0.171544	0.00922	8.50084000000001e-05	0.029427343936	0.00162764	-1.540999999999999e-05	2.3746809999999966e-10	2.6492119696e-06	0.000265925	0.0002414257	7.071610562500002e-08	5.8286368620490016e-08	0.000259355	-5.789599999999999e-05	3.3519468159999987e-09	6.726501602500001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.4032499606445	0.3397174663282385	287728.4465683417	0.1154079569284778	653.3974667726194	1.112709283202662	426928.2495848763	1.2381219489253816	486.13788849139297	0.2737427810198483	0.0749351101604806	236330.04662687003	488.7213198156223	646.4906573624029	0.887734	23.676374	0.1224304799999999	0.0587008	-0.0293005404	-0.0081074187	0.0012928474	-0.0158750295	0.0357058951	-0.0587812883	-0.0061248397	-0.0131295157	-0.0017602981	0.0953786411	-0.0220135002	0.0757394046	0.003237906	-0.0219496379	-0.058226354	-0.0064733588	-0.1043442492	-0.052909755	-0.0472828599	0.1227116438	-0.1215234931	0.1560021522	0.030201578	-0.1172341751	0.0621375001	0.0685140967	-0.0426520134	-0.0069178786	0.0637895653	-0.0913600185	0.0419841068	0.0220250348	0.0636977796	-0.1936854966	-0.042424887	-0.0762826464	-0.0179909987	-0.0046373473	0.0177021431	-0.0005669443	0.0954401958	-0.0452672806	0.0509199367	0.0178071616	-0.02061302	-0.041763092	-0.0095495764	-0.0966471653	0.0406642874	0.0398631688	-0.1231688725	0.0930230769	0.0579363594	0.1523323429	-0.1783034464	-0.0508758296	0.090861151	-0.0255550049	0.0032203855	0.0747134242	0.0820993217	0.1074437891	-0.0797970386	0.0217087706	0.0187415349	0.1665476326	0.0929596255	0.0914821417	0.0890370386	0.0856501786	0.0	0.0251991	0.0105874999999999	0.00063499464081	0.0001120951562499	-0.159873	-0.0418939999999999	0.0017551072359999	0.0255593761289999	-0.179275	-0.0077309999999999	5.976836099999981e-05	0.032139525625	0.00218464	0.0005569999999999	3.102489999999997e-07	4.7726519296e-06	3.32664e-05	-0.0002326586	1.1066533689599999e-09	5.4130024153960014e-08	-0.000195346	-0.000454701	2.06752999401e-07	3.8160059716e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.4274226055227	0.0241726448781491	287754.379723204	0.0005843167604051	652.5439340005903	-0.8535327720290979	425813.5858009668	0.7285181929276761	485.5713450917301	-0.5665433996628622	0.3209714237015535	235779.5311741921	487.96822848582593	649.0141273200512	0.864004	23.043472	0.0792083349999999	0.0418117	-0.0296618875	-0.0072805313	0.0027059528	-0.0228193263	0.0345885172	-0.0401986843	0.0047823745	-0.0243434823	-0.0043013019	0.0852243667	-0.0416169407	0.0783807782	-0.0281953986	-0.0066733217	-0.0112967184	-0.0082748797	-0.0127644847	-0.0136086418	0.0643726346	0.0126243042	-0.1111360278	0.144189336	0.0397677685	-0.0887444408	-0.0242736985	0.005889197	0.0688101128	0.0717425952	-0.0717006959	-0.0428999629	-0.0021791777	-0.0346120404	0.0632576082	0.0011639169	-0.0482324272	0.0573160625	-0.0197341098	0.0057837791	0.0266150602	-0.00204622	0.0743558678	-0.0617335629	0.0484856941	-0.0191891103	-0.0105111022	-0.0123040623	-0.0127498439	0.0203909507	0.0234425045	-0.0446197479	-0.018467781	0.1056642664	0.085018831	0.1193060287	-0.0827937662	0.0218800712	-0.0427396524	-0.0362199741	0.1150532551	-0.036680228	0.0522899543	-0.0185086486	-0.0528750355	0.074393683	0.0274347507	-0.0152827552	0.0928192018	0.0909238394	0.0877935189	0.0834707573	0.0	0.0207469	-0.0044522	0.0004304338596099	1.982208484e-05	-0.134135	0.0257379999999999	0.0006624446439999	0.017992198225	-0.15034	0.0289349999999999	0.0008372342249999	0.0226021156	0.00192097	-0.0002636699999999	6.952186889999997e-08	3.6901257409e-06	3.32664e-05	0.0	1.1066533689599999e-09	0.0	-5.73533e-05	0.0001379927	1.904198525329e-08	3.28940102089e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
