global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77
554.0237466559136	n/a	306942.3118586559	n/a	672.2855893407988	n/a	n/a	451967.9136353051	448.46179234620297	n/a	n/a	201117.97919436888	448.6460942952529	786.8653870875186	n/a	n/a	n/a	n/a	-0.0894586833	-0.0057620859	-0.0042119049	0.1881868407	-0.0448898137	-0.102825357	0.0452763273	-0.0402744585	0.1003521643	-0.0546385739	0.0064992027	-0.1810418064	0.0469321567	-0.0656621603	0.0554335326	-0.0263865152	0.0836526451	-0.1232323387	-0.0437756702	0.016807029	-0.157095918	0.0542912865	-0.0370640868	0.0335465794	-0.0322163044	0.0308545958	-0.0091111726	0.0553254473	-0.0413382038	0.0101622797	-0.0282674103	0.0937534145	-0.0601703764	0.0582298907	-0.0345492993	0.0792279289	0.0589835584	-0.0402506719	0.1487127858	-0.1512741069	0.0449369644	-0.0429089771	0.0053511032	-0.0022502664	0.0094905839	-0.0210768795	0.089681445	-0.0113700255	-0.067440233	0.0723755952	-0.0810425899	0.0711224822	-0.0166118113	0.0837378444	-0.1254316236	-0.1633923482	0.1383527623	-0.0628468807	0.1249247228	-0.1251994636	0.0435951194	-0.0387973076	0.0881311169	-0.0475693104	0.0208052593	-0.0320877183	0.0170080829	0.032235985	-0.0104115495	0.0043389706	-0.0029133155	0.0258083582	-0.0196949907	0.0033062377	0.0903489333	0.0903433624	0.0903340779	0.0903210801	0.103301	n/a	n/a	0.010671096601	-0.340626	n/a	0.1160260718759999	n/a	0.179439	n/a	n/a	0.0321983547209999	-0.0261272	n/a	0.00068263057984	n/a	-0.00295155	n/a	8.711647402499999e-06	n/a	0.00154564	n/a	2.3890030096e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
553.0111602880158	-1.0125863678977112	305821.34340309753	1.0253311524522788	669.1863910423598	-3.099198298438978	9.605030093047056	447810.4259562981	448.12288769591936	-0.3389046502836095	0.1148563619838556	200814.1224769296	447.9873428047568	785.4520841965622	1.376465	51.675705	0.4145907999999999	0.200198	-0.0777404077	0.0457857138	-0.0123256405	0.1695913013	-0.0107369146	-0.0537863245	0.0906755064	-0.0040823877	0.0775981695	0.0126569056	0.0050856423	-0.1591100954	0.078724508	-0.064604563	0.0491733648	-0.0413663726	0.0889517736	-0.1451933656	-0.0139519971	0.0327620698	-0.1394243376	0.0359677775	-0.0217440135	-0.0115362586	-0.0038638406	0.0167627544	-0.0424353698	0.0953054482	0.0519620973	0.0448991327	0.1002512591	0.1095621776	-0.0614679705	0.0478875196	-0.045753591	0.0865405817	0.0883242197	-0.0238120266	0.1276318534	-0.1411613978	0.0411379712	0.0009654607	0.0200655667	0.0100937946	-0.0024873818	-0.0514809216	0.1039726536	0.0716732539	-0.008120327	-0.0622071242	-0.0615529774	0.0875023424	-0.0404366606	0.0824891976	-0.1153268673	-0.1376361987	0.150354686	-0.0437070672	0.1163987398	-0.1623330898	0.0759585134	0.0227157273	0.0848047445	-0.0826138985	0.0080867808	-0.0208760446	0.0149418115	0.0182301015	-0.0269595363	0.0006341292	0.02686841	-0.0082876198	0.0318574585	-0.0035291427	0.0903340779	0.0902839469	0.0902004158	0.0900835156	0.0811352	-0.0221658	0.0004913226896399	0.00658292067904	-0.275007	0.0656189999999999	0.075628850049	0.0043058531609999	0.269833	0.090394	0.008171075236	0.072809847889	-0.0224838	0.0036433999999999	0.00050552126244	1.3274363559999983e-05	-0.00357322	-0.00062167	1.2767901168400002e-05	3.864735889000005e-07	0.00108247	-0.0004631699999999	1.1717413009000005e-06	2.145264489e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.4560875115125	-2.55507277650338	303001.90427848184	6.52839689322869	656.9654376959111	-12.22095334644871	149.3517006960759	431603.58632698	447.4291260401408	-0.6937616557785873	0.481305235028647	200192.8228290442	447.2588075423586	766.3654284612699	0.925683	34.752285	0.2926445000000001	0.232357	-0.0589318658	0.057965446	-0.0676394065	0.1362755684	0.0353146407	-0.0246680892	0.0793475096	0.0106676671	0.0569665095	0.0013441638	0.0382320199	-0.1304977978	0.0880585015	-0.0624594116	0.0248266906	-0.0497472799	0.0643796366	-0.0962151044	-0.0214272636	0.0052673362	-0.1102562647	0.0233330896	-0.0859137729	0.011397218	-0.0291421016	-0.0530840644	-0.0043920222	0.1102626848	0.0193481437	0.0531618397	0.0457761592	0.0957590099	-0.0596450264	0.0252209746	-0.0537217664	0.0633907195	0.0546077357	-0.0298043849	0.0927217956	-0.1140149319	0.0212627081	-0.056733702	0.0545439252	-0.0169804104	0.0743961366	-0.0370144321	0.1149748236	0.0167981849	-0.0472913339	-0.0370454292	-0.0496019268	0.0834546345	-0.0715863945	0.0667525531	-0.1048668155	-0.0878190941	0.1408027968	-0.0179942862	0.0550511197	-0.1675731099	0.0763235608	-0.0132845408	0.1039889615	-0.0647814615	-0.0077865955	-0.0004126168	0.0119940769	0.0352837425	-0.0579384361	-0.013654701	0.097551251	-0.0404163659	0.0120307273	0.0085379172	0.0903043695	0.0901651549	0.0899332895	0.0896090116	0.0755746	-0.0055605999999999	3.0920272359999986e-05	0.00571152016516	-0.268857	0.0061499999999999	0.072284086449	3.782249999999986e-05	0.296964	0.027131	0.000736091161	0.088187617296	-0.0180431	0.0044407	0.00032555345761	1.971981649000002e-05	-0.00397932	-0.0004060999999999	1.5834987662399996e-05	1.6491720999999964e-07	0.000853212	-0.000229258	7.27970716944e-07	5.2559230564000046e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.4235213100753	-0.0325662014371346	302966.052811383	0.001060557476044	656.8219524119828	-0.1434852839282712	0.0205880267039766	431415.077170289	446.91501675591326	-0.5141092842275157	0.2643083561289285	199733.0322019382	446.7697112878164	757.2703332543712	0.834218	31.318468	0.3297649	0.242249	-0.0380590756	0.084065512	-0.0800120214	0.0826720871	0.0279824069	0.0006734733	0.0981618391	0.0211529612	0.0182906127	-0.0052157805	0.1137471008	-0.0133879412	0.0358864015	-0.057525515	0.0051702681	-0.0595377017	0.0517785579	-0.0924436719	-0.0196640364	0.0228132759	-0.0419495217	0.0234415587	-0.0897289955	-0.0137020252	0.0013194805	-0.0374569938	-0.0104105713	0.0893003937	-0.0220503645	0.009128354	-0.0783441305	0.0521571751	-0.0545789266	0.0055657498	-0.0639512171	0.0522891136	0.0612650054	-0.0236482933	0.0743143607	-0.0544099201	0.0316845712	-0.0399570355	0.0772650883	0.0018616241	0.0437275195	-0.0489342946	0.0923441537	-0.0031804917	-0.0583307258	0.0627168025	-0.0336589199	0.0817192605	-0.0870235707	0.0463118916	-0.0674047889	-0.046656129	0.1157758892	0.0087037293	-0.0027570609	-0.1508281164	0.0622801858	0.0073299414	0.0614488806	-0.0326810605	0.001183312	0.0267626145	-0.0019321972	0.0435793678	-0.0532006763	-0.045617005	0.100173579	-0.086953054	0.0053464061	0.0056640175	0.0902598131	0.0899870646	0.0895330941	0.0888988159	0.0786095	0.0030348999999999	9.210618009999958e-06	0.00617945349025	-0.191527	0.07733	0.036682591729	0.0059799289	0.290537	-0.006427	4.130632900000021e-05	0.0844117483689999	-0.0133884	0.0046546999999999	0.00017924925456	2.1666232089999995e-05	-0.003974	5.319999999999631e-06	1.5792676e-05	2.830239999999607e-11	0.000653772	-0.00019944	4.274178279839999e-07	3.9776313600000025e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
549.5860984618457	-0.8374228482296076	302044.8796225136	0.7012770267369883	651.039816236956	-5.782136175026835	33.43309874655396	423852.8423258494	446.27704847725954	-0.637968278653716	0.4070035245683854	199163.20399757425	446.08402977888136	745.0573740296743	0.786907	29.542305	0.2637712	0.20703	-0.026660494	0.0851097434	-0.1001670235	0.0309239581	0.0336556644	0.0122304965	0.0814934818	0.0394677	-0.0010383096	-0.0606764737	0.08470648	0.0199606243	0.0416251049	-0.0571791805	-0.0175997802	-0.0513541609	0.0533013091	-0.063292325	-0.0225597198	0.0225526246	-0.0204061796	-0.0165404714	-0.0655009274	-0.0471354711	0.0123436644	-0.0489535824	0.0092137809	0.0859966559	-0.1047225207	0.0357171546	-0.0424383149	-0.0306531796	-0.0547142433	-0.0165026426	-0.0541243121	0.0546284451	0.0401047033	-0.0215493227	0.0648710553	-0.0236999138	-0.0159127943	0.0034048014	0.0795371529	0.0160374344	0.0475745917	-0.0324881384	0.0833636007	-0.0860082008	-0.0582787059	0.0132841402	-0.0253083321	0.0723228231	-0.0942956814	0.0313680914	-0.0493093251	-0.0190890479	0.0749509459	0.0261189887	-0.0477311082	-0.1053698558	0.0297565156	-0.0199451894	0.0348761981	8.02334e-05	0.0132494987	0.0210587173	-0.0083956251	0.0221942217	-0.0592707948	-0.0454425661	0.0796468147	-0.0650548969	0.0139375585	-0.0191599485	0.0902004158	0.089749793	0.0890004218	0.0879547967	0.0768101	-0.0017993999999999	3.2378403599999738e-06	0.00589979146201	-0.181271	0.010256	0.032859175441	0.000105185536	0.259389	-0.031148	0.000970197904	0.0672826533209999	-0.00963205	0.00375635	9.27763872025e-05	1.4110165322500002e-05	-0.00369601	0.00027799	1.36604899201e-05	7.727844010000005e-08	0.000276756	-0.0003770159999999	7.6593883536e-08	1.4214106425599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.5581800806092	0.9720816187634682	303114.3096536725	0.9449426735378048	653.4675260740078	2.4277098370517933	5.893775052918045	427019.807633284	446.9132832295967	0.6362347523371454	0.4047946600815088	199731.4827270577	446.7535146796185	745.7847040837461	0.784745	29.461164	0.2945388999999999	0.197288	-0.0133356309	0.0887102261	-0.0739987017	0.0008364896	0.0284770816	0.0190627925	0.0741994208	0.0313484439	0.0061104415	-0.005715632	-0.0009280849	-0.0324312451	0.1161336634	-0.0448228702	-0.0045687674	-0.0481691165	0.03067136	-0.0006325996	0.0001946079	0.0055418525	0.025182309	-0.0241932626	-0.0638934833	-0.011195912	0.0672077282	-0.1017980818	0.0064823499	0.0780356546	0.056296215	-0.0244820788	-0.0203585045	0.0126675235	-0.0417433896	-0.0045603523	-0.0479660355	0.0350220191	-0.0087733877	0.0072674526	0.0159298482	0.0148822619	-0.0246255648	-0.0410528912	0.0744303941	0.0713460565	0.0892911226	-0.0385519369	0.0464318526	0.0451476698	0.0248359133	-0.0094945728	-0.0161112534	0.0654427816	-0.0824430794	0.0182069864	-0.0176307429	-0.008598629	0.0359257672	0.0348283178	-0.0678656792	-0.0705168261	0.0005540273	-0.0129712792	-0.0097606544	-0.0051223395	0.0288542552	0.0250168801	-0.0030557674	0.0131082107	-0.0293919726	-0.0412205024	0.0251245875	-0.0557638461	0.0009268962	-0.0550794433	0.0901261876	0.0894534963	0.0883360609	0.0867794369	0.0743217	-0.0024884	6.192134560000009e-06	0.00552371509089	-0.126173	0.0550979999999999	0.015919625929	0.0030357896039999	0.20766	-0.0517289999999999	0.0026758894409999	0.0431226756	-0.00613507	0.0034969799999999	3.7639083904900006e-05	1.2228869120399997e-05	-0.00382966	-0.0001336499999999	1.46662957156e-05	1.7862322499999977e-08	0.000202916	-7.384000000000001e-05	4.1174903056000004e-08	5.4523456000000024e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.9271000006213	0.3689199200121038	303520.6695150946	0.136101907381737	649.9238163190639	-3.543709754943848	12.557878827284185	422400.9670187364	445.9428329821789	-0.970450247417773	0.9417736827132168	198865.01028817156	445.55297475414	741.3783001913266	0.7295979999999999	27.390818	0.2158578	0.121266	-0.0082175531	0.0758737652	-0.0766241938	-0.0120444192	0.0354791865	0.0247030511	0.0501847812	0.020616633	-0.0080228692	0.0013497176	-0.0137621644	-0.074494267	0.1298941341	-0.0524885269	-0.0366011312	-0.0351990927	0.0364239205	-0.020330722	0.0246146053	-0.0021076282	-0.0141056752	-0.0514887958	-0.066682869	-0.0191834275	0.016889145	-0.1036662099	0.015249511	0.0952792799	0.0479829985	-0.0424554123	-0.0033917915	-0.0950961425	-0.0515848256	-0.0366587021	-0.0358854098	0.0384260059	0.015165464	0.0196113173	0.0153478833	-0.0190452574	-0.0523226651	-0.0282065492	0.0677677177	0.0183247305	0.0953428973	-0.0092630164	0.064080136	0.0152592806	0.0552166747	-0.0418479688	-0.0111765952	0.0525476684	-0.0760802622	0.0095081559	-0.0062378829	0.0025252202	0.0110281364	0.039907245	-0.0652734032	-0.0411968009	-0.0292785625	-0.0300620533	-0.0112324722	-0.0048299607	0.0244415402	0.0179243344	0.0013451976	-0.0034493715	-0.0367765054	-0.0328902009	0.0222295168	-0.0342845774	-0.0011552708	-0.0541920775	0.0900371406	0.0890983693	0.0875409941	0.0853758279	0.073769	-0.0005527	3.054772900000035e-07	0.005441865361	-0.0698697	0.0563033	0.00488177497809	0.00317006159089	0.192379	-0.015281	0.000233508961	0.037009679641	-0.00398445	0.00215062	1.5875841802499997e-05	4.625166384400003e-06	-0.00353188	0.00029778	1.24741763344e-05	8.867292840000005e-08	-0.0002231	-0.000426016	4.977361e-08	1.81489632256e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
552.133833259869	1.2067332592476987	304851.7698302368	1.4562051589745737	651.5516075765971	1.627791257533204	2.649704378101529	424519.497335648	446.57066244212064	0.6278294599417222	0.3941698307707146	199425.35655399447	446.1233043960903	746.8982790078629	0.721773	27.097052	0.1818315	0.113365	-0.0002760139	0.0594886006	-0.0435764613	-0.0155837156	0.0280311747	0.0221331203	0.0448580893	0.005621135	-0.0073074879	0.0104950149	0.0443998338	-0.0075070087	0.042334645	-0.032844537	-0.0222638053	-0.0124407729	0.0128755748	0.0285765631	0.0071208615	0.0040586984	-0.007430235	-0.0678932659	-0.0428753072	0.0322399319	-0.0063596764	-0.0805647687	-0.0599822407	0.052553021	-0.0273316961	-0.036231092	-0.0277733902	-0.0773737822	-0.0326039039	-0.0224492421	-0.0135366739	0.0121884583	-0.0264674546	0.0084501088	-0.0041620138	0.0002341835	-0.0600583371	-0.048316052	0.0185153613	-0.0132645959	0.0316377267	-0.0782577131	0.0333720905	-0.0389000141	0.0482882828	-0.0043735438	-0.0042589741	0.0427305761	-0.0563413354	0.0070079105	0.0154313029	0.0006054765	-0.0085657447	0.0385034685	-0.0551608982	-0.0189580559	-0.0382541032	-0.0089402303	-0.0296457926	-0.0002102573	0.0211794147	0.0104282677	-0.0023572584	-0.0036229865	-0.010730684	-0.0399816027	0.0114442934	-0.0110370099	-0.025318597	-0.0356735327	0.0899332895	0.0886846456	0.0866163981	0.0837476616	0.0731913	-0.0005777	3.337372900000005e-07	0.00535696639569	-0.0524862	0.0173835	0.0027548011904399	0.00030218607225	0.140845	-0.0515339999999999	0.0026557531559999	0.019837314025	-0.00226202	0.0017224299999999	5.1167344804e-06	2.9667651048999985e-06	-0.00314254	0.0003893399999999	9.8755576516e-06	1.515856355999998e-07	-0.000358056	-0.000134956	1.28204099136e-07	1.8213121935999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
552.0182085505708	-0.1156247092982312	304724.10257138143	0.0133690734003004	651.4069660131571	-0.1446415634400182	0.0209211818743728	424331.0353704664	445.7411864858685	-0.8294759562521108	0.6880303620003536	198685.20532982983	445.264680066316	746.3609343408184	0.725187	27.225204	0.14071235	0.083959	-0.0108960607	0.0590644945	-0.0656406737	-0.0305096304	0.0262629923	0.0008140563	0.0430366877	0.0430993887	-0.0178645614	-0.0601057133	0.0702761489	0.0785371051	-0.0195318415	-0.0522456984	-0.035383486	-0.0274168379	0.0053812252	-0.0178935796	0.0311290268	-0.0027346184	0.0165196625	-0.0589405688	-0.0748705076	-0.0345019685	-0.0570967831	-0.0803963017	0.0099708099	0.0181901469	-0.1293612605	-0.0513730488	-0.0483586591	-0.0584701061	-0.051316238	-0.0351309802	-0.0271872844	0.014707333	0.0270142176	0.0278904907	-0.0041124614	0.010935107	-0.0587174015	-0.0075257877	0.0661705223	-0.0619791618	0.0708597908	-0.0206252116	0.0226200772	-0.1445956398	0.0213501073	0.0547778159	-0.0091426653	0.0416675451	-0.0681299036	0.0115531817	0.0047336318	0.0064400303	-0.0060945336	0.030968413	-0.0638648185	-0.0161916298	-0.0377536609	-0.0196860935	-0.0354867544	0.037261665	0.0108022096	-0.0029969676	-0.0310771865	-0.0104080193	-0.0035760764	-0.0087126373	0.0072020375	-0.0057277958	-0.0104792872	-0.024407748	0.0898146513	0.0882125971	0.0855636409	0.0818992203	0.060621	-0.0125703	0.00015801244209	0.003674905641	-0.054488	-0.0020018	0.002968942144	4.00720324000002e-06	0.204038	0.063193	0.003993355249	0.0416315054439999	-0.00306044	-0.00079842	9.366292993600002e-06	6.374744964000004e-07	-0.00277667	0.0003658699999999	7.7098962889e-06	1.3386085689999997e-07	-0.000263401	9.465499999999995e-05	6.938008680100001e-08	8.959569024999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
553.2664563280871	1.248247777516326	306103.7716978391	1.5581225140744477	655.3799259608965	3.972959947739355	15.784410746341097	429522.8473525101	446.8378430756656	1.096656589797078	1.2026556759453568	199664.05800451315	446.121888913279	746.9896368804303	0.713614	26.790747	0.154467006	0.0741261	-0.0126062113	0.0512719193	-0.0765838819	-0.0565917086	0.0203430426	-0.0102607662	0.0186054672	0.0778224338	-0.0134160329	-0.0218413516	-0.0066527764	-0.0433847248	0.050361447	-0.0543244117	-0.019234831	-0.0256970533	0.0918310962	-0.0135065355	0.0166326767	0.0109413683	0.0184833909	-0.0282246053	-0.0291729639	-0.0113416591	-0.0120558577	-0.0125176833	0.0434838237	0.0846279148	-0.0694845242	-0.0519677111	-0.0008879469	-0.0207107515	-0.0558465415	-0.0208018632	-0.0214561293	0.090200495	0.0259646228	0.0035312871	-0.0109848949	0.0184648098	-0.0253248991	-0.0009825447	0.0178338768	-0.0228925791	0.0058378888	0.0500147285	0.0780697669	-0.0853906819	0.045784301	0.0101725151	-0.0106999	0.038125715	-0.0735171456	0.0192827408	-0.0090755804	0.0077918407	0.0009552975	0.0272886141	-0.0707851163	-0.0108248021	-0.0236798027	-0.0066584991	-0.0536341795	0.0530695446	0.0088534108	0.0116095883	-0.0385354759	-0.0093881058	0.0182801122	0.0119760058	-0.0158018037	8.01821e-05	0.0061706475	-0.0513607254	0.0896812455	0.0876825345	0.0843842802	0.079835366	0.0585344	-0.0020866	4.353899560000004e-06	0.00342627598336	-0.0806757	-0.0261877	0.00650856857049	0.00068579563129	0.251428	0.0473899999999999	0.0022458120999999	0.063216039184	-0.00366806	-0.0006076199999999	1.34546641636e-05	3.6920206439999963e-07	-0.00207276	0.00070391	4.2963340176e-06	4.954892881000005e-07	1.12312e-06	0.00026452412	1.2613985344000001e-12	6.997301006177441e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
