onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0361	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0528	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.5528	1.1	T_INK	1	Incongruent	zielony	green	niebieski	blue	incorrect	n/a
2.6393	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
2.6528	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.1528	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.1528	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.6528	1.3167	T_INK	2	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
5.9505	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
5.9695	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.4695	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.4695	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.9695	0.6667	T_INK	3	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
8.6218	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
8.6362	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.1362	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.1362	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.6362	0.8333	T_INK	4	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
11.4532	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
11.4695	0.5	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.9696	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.9696	0.5	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.4696	1.5	T_INK	5	Incongruent	czerwony	red	niebieski	blue	hit	n/a
14.9403	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
14.9696	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.4862	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.5029	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.0196	0.6167	T_INK	6	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
17.6117	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
17.6363	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.1529	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.1696	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.6863	0.7	T_INK	7	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
20.363	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
20.3863	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.903	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.9196	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.4363	0.5167	T_INK	8	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
22.9224	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
22.953	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.4696	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.4863	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.003	0.65	T_INK	9	Incongruent	niebieski	blue	czerwony	red	hit	n/a
25.6258	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
25.653	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26.1697	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.1863	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.703	0.5833	T_INK	10	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
28.2652	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
28.2863	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.803	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.8197	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.3364	0.7333	T_INK	11	Incongruent	zielony	green	czerwony	red	hit	n/a
31.0484	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
31.0697	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.5864	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.603	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
33.1197	0.6667	T_INK	12	Incongruent	niebieski	blue	zielony	green	hit	n/a
33.7678	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
33.7864	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
34.3031	1.0334	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.7741	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.8364	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
41.8531	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
42.3698	0.65	INK	1	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
42.9976	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
43.0198	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
44.0365	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
44.5531	0.8	INK	2	Incongruent	żółty	yellow	czerwony	red	hit	n/a
45.333	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
45.3531	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
46.3698	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
46.8865	0.7667	INK	3	Incongruent	żółty	yellow	czerwony	red	hit	n/a
47.6204	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
47.6532	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.6698	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.1865	0.7667	INK	4	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
49.9239	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
49.9532	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
50.9698	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
51.4865	0.4667	INK	5	Neutral	xxxxxxxxx	xxxxxxxxx	czerwony	red	hit	n/a
51.9234	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
51.9532	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.9699	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
53.4865	0.6167	INK	6	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
54.0829	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
54.1032	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.1199	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.6366	0.45	INK	7	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
56.0664	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
56.0866	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.1032	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
57.6199	0.4667	INK	8	Neutral	xxxxxxxxx	xxxxxxxxx	żółty	yellow	hit	n/a
58.0659	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
58.0866	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.1032	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
59.6199	0.7167	INK	9	Incongruent	niebieski	blue	zielony	green	hit	n/a
60.3054	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
60.3366	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.3533	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.8699	0.4833	INK	10	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
62.3209	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
62.3533	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.3699	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
63.8866	0.6	INK	11	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
64.4643	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
64.4866	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
65.5033	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.0199	0.5833	INK	12	Incongruent	żółty	yellow	zielony	green	hit	n/a
66.5759	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
66.6033	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.62	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.1366	0.4167	INK	13	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
68.5274	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
68.5533	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.57	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
70.0866	0.6	INK	14	Incongruent	niebieski	blue	czerwony	red	hit	n/a
70.6549	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
70.6867	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.7033	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
72.22	0.5333	INK	15	Incongruent	czerwony	red	zielony	green	hit	n/a
72.7344	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
72.7533	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.77	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.2867	0.7833	INK	16	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
75.0378	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
75.07	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
76.0867	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
76.6034	0.6	INK	17	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
77.1813	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
77.2034	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
78.22	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
78.7367	0.4167	INK	18	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
79.1329	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
79.1534	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
80.1701	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
80.6867	0.4833	INK	19	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
81.1484	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
81.1701	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
82.1867	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
82.7034	0.55	INK	20	Incongruent	czerwony	red	niebieski	blue	hit	n/a
83.2279	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
83.2534	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.2701	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.7867	0.4667	INK	21	Incongruent	zielony	green	czerwony	red	hit	n/a
85.2274	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
85.2534	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.2701	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
86.7868	0.6167	INK	22	Incongruent	zielony	green	czerwony	red	hit	n/a
87.3708	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
87.4034	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.4201	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.9368	0.75	INK	23	Incongruent	niebieski	blue	zielony	green	hit	n/a
89.6583	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
89.6868	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.7035	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
91.2201	0.5167	INK	24	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
91.7058	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
91.7368	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
92.7535	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
93.2702	0.65	INK	25	Incongruent	czerwony	red	żółty	yellow	hit	n/a
93.8973	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
93.9201	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
94.9368	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
95.4535	0.5	INK	26	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	incorrect	n/a
95.9288	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
95.9535	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
95.9768	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
96.9702	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
97.4868	0.6167	INK	27	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
98.0722	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
98.1035	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
99.1202	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
99.6369	0.45	INK	28	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
100.0558	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
100.0869	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
101.1035	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
101.6202	0.5167	INK	29	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
102.1193	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
102.1369	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.1535	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.6702	0.95	INK	30	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
104.5987	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
104.6202	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
